CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,
Time: 10:51:54 PM,,,,,,,,,,,,,,,,,,,,,
Station,"Anand Vihar, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,
Parameter,"AT,BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2",,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:20:59Z 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Anand Vihar, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,
 , ,,Anand Vihar , , , , ,,,,,,,,,,,,,,
From Date,To Date,Code,AT,BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2
01-08-2015 00:00,02-08-2015 00:00,AV,29.63,0.0,305.7,0.0,65.94,0.0,,0.0,191.93,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-08-2015 00:00,03-08-2015 00:00,AV,30.44,0.0,303.35,0.0,65.34,0.0,,0.0,170.26,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-08-2015 00:00,04-08-2015 00:00,AV,32.12,0.0,390.33,0.0,63.8,0.0,,0.0,212.71,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-08-2015 00:00,05-08-2015 00:00,AV,31.56,0.0,316.75,0.0,65.2,0.0,,0.0,188.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-08-2015 00:00,06-08-2015 00:00,AV,29.88,0.0,206.47,0.0,74.73,0.0,,0.0,126.62,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-08-2015 00:00,07-08-2015 00:00,AV,29.55,0.0,339.48,0.0,78.53,0.0,,0.0,136.18,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-08-2015 00:00,08-08-2015 00:00,AV,29.97,0.0,369.47,0.0,75.76,0.0,,0.0,152.71,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-08-2015 00:00,09-08-2015 00:00,AV,28.25,0.0,286.03,0.0,79.74,0.0,,0.0,103.91,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-08-2015 00:00,10-08-2015 00:00,AV,26.81,0.0,236.83,0.0,81.36,0.0,,0.0,204.18,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-08-2015 00:00,11-08-2015 00:00,AV,30.63,0.0,345.82,0.0,73.89,0.0,,0.0,190.12,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-08-2015 00:00,12-08-2015 00:00,AV,29.2,0.0,283.56,0.0,78.34,0.0,,0.0,133.93,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-08-2015 00:00,13-08-2015 00:00,AV,30.04,0.0,138.48,0.0,72.31,0.0,,0.0,105.19,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-08-2015 00:00,14-08-2015 00:00,AV,33.58,0.0,261.88,0.0,60.37,0.0,,0.0,116.56,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-08-2015 00:00,15-08-2015 00:00,AV,31.07,0.0,309.87,0.0,70.75,0.0,,0.0,119.97,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-08-2015 00:00,16-08-2015 00:00,AV,28.52,0.0,190.18,0.0,78.66,0.0,,0.0,142.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-08-2015 00:00,17-08-2015 00:00,AV,28.71,0.0,174.75,0.0,77.25,0.0,,0.0,201.54,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-08-2015 00:00,18-08-2015 00:00,AV,31.37,0.0,299.73,0.0,70.64,0.0,,0.0,201.43,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-08-2015 00:00,19-08-2015 00:00,AV,30.62,0.0,298.8,0.0,68.15,0.0,,0.0,203.57,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-08-2015 00:00,20-08-2015 00:00,AV,31.03,0.0,537.62,0.0,64.99,0.0,,0.0,250.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-08-2015 00:00,21-08-2015 00:00,AV,31.34,0.0,743.05,0.0,61.16,0.0,,0.0,250.11,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-08-2015 00:00,22-08-2015 00:00,AV,29.76,0.0,443.76,0.0,69.53,0.0,,0.0,211.64,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-08-2015 00:00,23-08-2015 00:00,AV,29.75,0.0,193.7,0.0,65.99,0.0,,0.0,234.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-08-2015 00:00,24-08-2015 00:00,AV,32.28,0.0,271.53,0.0,61.57,0.0,,0.0,261.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-08-2015 00:00,25-08-2015 00:00,AV,31.24,0.0,215.04,0.0,63.9,0.0,,0.0,256.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-08-2015 00:00,26-08-2015 00:00,AV,32.68,0.0,629.1,0.0,56.42,0.0,,0.0,266.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-08-2015 00:00,27-08-2015 00:00,AV,32.91,0.0,604.0,0.0,57.37,0.0,,0.0,247.81,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-08-2015 00:00,28-08-2015 00:00,AV,33.78,0.0,670.45,0.0,55.66,0.0,,0.0,229.34,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-08-2015 00:00,29-08-2015 00:00,AV,32.54,0.0,392.86,0.0,62.03,0.0,,0.0,150.77,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-08-2015 00:00,30-08-2015 00:00,AV,33.84,0.0,574.06,0.0,54.92,0.0,,0.0,262.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-08-2015 00:00,31-08-2015 00:00,AV,33.99,0.0,523.22,0.0,54.68,0.0,,0.0,263.32,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
31-08-2015 00:00,01-09-2015 00:00,AV,33.49,0.0,488.13,0.0,52.19,0.0,,0.0,265.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
01-09-2015 00:00,02-09-2015 00:00,AV,35.03,0.0,636.83,0.0,44.42,0.0,,0.0,270.97,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-09-2015 00:00,03-09-2015 00:00,AV,32.88,0.0,692.7,0.0,47.67,0.0,,0.0,251.77,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-09-2015 00:00,04-09-2015 00:00,AV,32.82,0.0,594.82,0.0,45.87,0.0,,0.0,250.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-09-2015 00:00,05-09-2015 00:00,AV,33.31,0.0,617.33,0.0,44.2,0.0,,0.0,244.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-09-2015 00:00,06-09-2015 00:00,AV,31.02,0.0,575.16,0.0,53.46,0.0,,0.0,248.25,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-09-2015 00:00,07-09-2015 00:00,AV,34.94,0.0,426.33,0.0,38.78,0.0,,0.0,267.68,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-09-2015 00:00,08-09-2015 00:00,AV,33.0,0.0,426.91,0.0,44.95,0.0,,0.0,256.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-09-2015 00:00,09-09-2015 00:00,AV,33.03,0.0,522.17,0.0,48.71,0.0,,0.0,266.41,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-09-2015 00:00,10-09-2015 00:00,AV,33.11,0.0,411.24,0.0,43.88,0.0,,0.0,270.58,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-09-2015 00:00,11-09-2015 00:00,AV,33.15,0.0,336.97,0.0,44.8,0.0,,0.0,262.79,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-09-2015 00:00,12-09-2015 00:00,AV,32.81,0.0,402.31,0.0,51.06,0.0,,0.0,227.09,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-09-2015 00:00,13-09-2015 00:00,AV,33.45,0.0,344.36,0.0,53.65,0.0,,0.0,134.11,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-09-2015 00:00,14-09-2015 00:00,AV,35.17,0.0,369.41,0.0,45.29,0.0,,0.0,145.51,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-09-2015 00:00,15-09-2015 00:00,AV,33.33,0.0,438.11,0.0,50.96,0.0,,0.0,139.24,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-09-2015 00:00,16-09-2015 00:00,AV,33.78,0.0,378.15,0.0,51.81,0.0,,0.0,101.19,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-09-2015 00:00,17-09-2015 00:00,AV,32.96,0.0,360.26,0.0,54.89,0.0,,0.0,105.67,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-09-2015 00:00,18-09-2015 00:00,AV,32.75,0.0,541.34,0.0,53.4,0.0,,0.0,132.08,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-09-2015 00:00,19-09-2015 00:00,AV,31.34,0.0,261.18,0.0,63.47,0.0,,0.0,108.78,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-09-2015 00:00,20-09-2015 00:00,AV,30.61,0.0,355.54,0.0,70.4,0.0,,0.0,121.77,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-09-2015 00:00,21-09-2015 00:00,AV,31.06,0.0,367.03,0.0,65.18,0.0,,0.0,128.51,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-09-2015 00:00,22-09-2015 00:00,AV,30.73,0.0,292.99,0.0,61.29,0.0,,0.0,129.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-09-2015 00:00,23-09-2015 00:00,AV,30.75,0.0,136.74,0.0,62.92,0.0,,0.0,120.33,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-09-2015 00:00,24-09-2015 00:00,AV,29.26,0.0,378.47,0.0,61.27,0.0,,0.0,270.25,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-09-2015 00:00,25-09-2015 00:00,AV,29.89,0.0,769.96,0.0,49.59,0.0,,0.0,257.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-09-2015 00:00,26-09-2015 00:00,AV,30.13,0.0,782.84,0.0,44.41,0.0,,0.0,231.99,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-09-2015 00:00,27-09-2015 00:00,AV,30.85,0.0,702.82,0.0,48.67,0.0,,0.0,197.44,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-09-2015 00:00,28-09-2015 00:00,AV,31.35,0.0,629.43,0.0,51.81,0.0,,0.0,203.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-09-2015 00:00,29-09-2015 00:00,AV,30.64,0.0,440.69,0.0,50.67,0.0,,0.0,248.34,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-09-2015 00:00,30-09-2015 00:00,AV,30.45,0.0,386.31,0.0,52.44,0.0,,0.0,258.63,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-09-2015 00:00,01-10-2015 00:00,AV,30.18,0.0,345.0,0.0,47.1,0.0,,0.0,267.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
01-10-2015 00:00,02-10-2015 00:00,AV,30.55,0.0,455.17,0.0,45.92,0.0,,0.0,254.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-10-2015 00:00,03-10-2015 00:00,AV,30.57,0.0,471.74,0.0,45.75,0.0,,0.0,256.55,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-10-2015 00:00,04-10-2015 00:00,AV,30.62,0.0,553.3,0.0,49.2,0.0,,0.0,212.84,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-10-2015 00:00,05-10-2015 00:00,AV,31.55,0.0,630.77,0.0,44.69,0.0,,0.0,139.17,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-10-2015 00:00,06-10-2015 00:00,AV,31.4,0.0,707.19,0.0,43.24,0.0,,0.0,134.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-10-2015 00:00,07-10-2015 00:00,AV,31.21,0.0,726.42,0.0,46.53,0.0,,0.0,225.13,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-10-2015 00:00,08-10-2015 00:00,AV,30.79,0.0,565.73,0.0,53.04,0.0,,0.0,219.62,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-10-2015 00:00,09-10-2015 00:00,AV,31.12,0.0,610.9,0.0,48.51,0.0,,0.0,221.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-10-2015 00:00,10-10-2015 00:00,AV,30.95,0.0,654.64,0.0,43.8,0.0,,0.0,201.47,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-10-2015 00:00,11-10-2015 00:00,AV,31.0,0.0,846.3,0.0,39.67,0.0,,0.0,195.07,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-10-2015 00:00,12-10-2015 00:00,AV,30.91,0.0,634.84,0.0,41.19,0.0,,0.0,191.47,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-10-2015 00:00,13-10-2015 00:00,AV,31.22,0.0,627.37,0.0,44.91,0.0,,0.0,173.91,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-10-2015 00:00,14-10-2015 00:00,AV,29.81,0.0,320.79,0.0,59.08,0.0,,0.0,97.47,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-10-2015 00:00,15-10-2015 00:00,AV,28.52,0.0,293.67,0.0,56.99,0.0,,0.0,112.03,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-10-2015 00:00,16-10-2015 00:00,AV,28.3,0.0,456.88,0.0,56.54,0.0,,0.0,117.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-10-2015 00:00,17-10-2015 00:00,AV,29.83,0.0,607.04,0.0,52.09,0.0,,0.0,150.51,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-10-2015 00:00,18-10-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
18-10-2015 00:00,19-10-2015 00:00,AV,31.73,0.0,551.69,0.0,44.12,0.0,,0.0,120.63,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-10-2015 00:00,20-10-2015 00:00,AV,30.09,0.0,671.17,0.0,50.35,0.0,,0.0,162.81,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-10-2015 00:00,21-10-2015 00:00,AV,30.61,0.0,744.44,0.0,47.74,0.0,,0.0,161.75,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-10-2015 00:00,22-10-2015 00:00,AV,29.79,0.0,528.38,0.0,43.73,0.0,,0.0,215.31,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-10-2015 00:00,23-10-2015 00:00,AV,28.91,0.0,535.68,0.0,30.65,0.0,,0.0,201.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-10-2015 00:00,24-10-2015 00:00,AV,26.62,0.0,557.84,0.0,39.95,0.0,,0.0,210.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-10-2015 00:00,25-10-2015 00:00,AV,27.2,0.0,603.59,0.0,38.84,0.0,,0.0,165.42,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
25-10-2015 00:00,26-10-2015 00:00,AV,27.27,0.0,460.77,0.0,40.11,0.0,,0.0,81.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
26-10-2015 00:00,27-10-2015 00:00,AV,26.28,0.0,419.5,0.0,45.21,0.0,,0.0,112.11,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-10-2015 00:00,28-10-2015 00:00,AV,26.79,0.0,541.4,0.0,42.35,0.0,,0.0,219.47,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-10-2015 00:00,29-10-2015 00:00,AV,22.49,0.0,522.79,0.0,46.56,0.0,,0.0,194.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-10-2015 00:00,30-10-2015 00:00,AV,22.71,0.0,339.97,0.0,49.8,0.0,,0.0,129.12,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-10-2015 00:00,31-10-2015 00:00,AV,22.15,0.0,331.27,0.0,58.54,0.0,,0.0,133.99,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
31-10-2015 00:00,01-11-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
01-11-2015 00:00,02-11-2015 00:00,AV,27.84,0.0,609.39,0.0,41.83,0.0,,0.0,136.3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
02-11-2015 00:00,03-11-2015 00:00,AV,25.58,0.0,597.89,0.0,50.53,0.0,,0.0,110.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-11-2015 00:00,04-11-2015 00:00,AV,25.54,0.0,593.91,0.0,48.16,0.0,,0.0,125.91,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-11-2015 00:00,05-11-2015 00:00,AV,25.41,0.0,607.78,0.0,49.11,0.0,,0.0,102.28,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-11-2015 00:00,06-11-2015 00:00,AV,21.91,0.0,359.51,0.0,64.89,0.0,,0.0,108.85,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-11-2015 00:00,07-11-2015 00:00,AV,23.67,0.0,476.21,0.0,57.83,0.0,,0.0,148.72,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-11-2015 00:00,08-11-2015 00:00,AV,23.53,0.0,835.74,0.0,59.09,0.0,,0.0,196.07,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-11-2015 00:00,09-11-2015 00:00,AV,24.54,0.0,587.65,0.0,50.59,0.0,,0.0,121.94,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
09-11-2015 00:00,10-11-2015 00:00,AV,23.71,0.0,637.51,0.0,53.77,0.0,,0.0,95.19,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-11-2015 00:00,11-11-2015 00:00,AV,24.65,0.0,871.95,0.0,45.89,0.0,,0.0,175.52,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-11-2015 00:00,12-11-2015 00:00,AV,24.64,0.0,744.98,0.0,42.12,0.0,,0.0,272.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-11-2015 00:00,13-11-2015 00:00,AV,23.89,0.0,753.91,0.0,45.49,0.0,,0.0,242.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-11-2015 00:00,14-11-2015 00:00,AV,24.23,0.0,995.9,0.0,47.73,0.0,,0.0,258.56,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-11-2015 00:00,15-11-2015 00:00,AV,24.63,0.0,932.54,0.0,49.39,0.0,,0.0,251.75,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-11-2015 00:00,16-11-2015 00:00,AV,25.34,0.0,972.28,0.0,43.9,0.0,,0.0,205.04,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0
16-11-2015 00:00,17-11-2015 00:00,AV,24.77,0.0,848.08,0.0,40.58,0.0,,0.0,216.94,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-11-2015 00:00,18-11-2015 00:00,AV,23.16,0.0,602.2,0.0,33.37,0.0,,0.0,260.87,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-11-2015 00:00,19-11-2015 00:00,AV,21.34,0.0,752.03,0.0,39.34,0.0,,0.0,236.18,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-11-2015 00:00,20-11-2015 00:00,AV,21.13,0.0,1087.23,0.0,46.65,0.0,,0.0,192.25,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-11-2015 00:00,21-11-2015 00:00,AV,21.44,0.0,873.15,0.0,50.01,0.0,,0.0,168.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-11-2015 00:00,22-11-2015 00:00,AV,21.0,0.0,1127.89,0.0,51.34,0.0,,0.0,216.35,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-11-2015 00:00,23-11-2015 00:00,AV,21.05,0.0,1086.01,0.0,49.88,0.0,,0.0,205.36,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-11-2015 00:00,24-11-2015 00:00,AV,20.7,0.0,1789.38,0.0,51.6,0.0,,0.0,136.86,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-11-2015 00:00,25-11-2015 00:00,AV,21.35,0.0,1248.39,0.0,47.69,0.0,,0.0,201.82,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-11-2015 00:00,26-11-2015 00:00,AV,21.66,0.0,748.21,0.0,39.48,0.0,,0.0,260.8,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-11-2015 00:00,27-11-2015 00:00,AV,17.72,0.0,1228.0,0.0,53.0,0.0,,0.0,220.75,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-11-2015 00:00,28-11-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
28-11-2015 00:00,29-11-2015 00:00,AV,19.47,0.0,418.22,0.0,71.48,0.0,,0.0,98.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-11-2015 00:00,30-11-2015 00:00,AV,21.81,0.0,919.88,0.0,66.26,0.0,,0.0,63.74,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-11-2015 00:00,01-12-2015 00:00,AV,21.49,0.0,872.77,0.0,69.95,0.0,,0.0,157.31,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
01-12-2015 00:00,02-12-2015 00:00,AV,20.91,0.0,630.44,0.0,65.56,0.0,,0.0,185.42,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-12-2015 00:00,03-12-2015 00:00,AV,20.71,0.0,704.64,0.0,50.57,0.0,,0.0,207.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-12-2015 00:00,04-12-2015 00:00,AV,19.53,0.0,741.97,0.0,55.82,0.0,,0.0,236.97,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-12-2015 00:00,05-12-2015 00:00,AV,19.83,0.0,886.04,0.0,51.82,0.0,,0.0,225.85,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-12-2015 00:00,06-12-2015 00:00,AV,19.96,0.0,919.24,0.0,54.19,0.0,,0.0,151.26,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-12-2015 00:00,07-12-2015 00:00,AV,21.47,0.0,722.27,0.0,56.58,0.0,,0.0,84.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-12-2015 00:00,08-12-2015 00:00,AV,18.88,0.0,782.2,0.0,67.45,0.0,,0.0,104.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-12-2015 00:00,09-12-2015 00:00,AV,19.5,0.0,1020.09,0.0,65.58,0.0,,0.0,133.89,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-12-2015 00:00,10-12-2015 00:00,AV,18.77,0.0,718.43,0.0,67.88,0.0,,0.0,101.33,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-12-2015 00:00,11-12-2015 00:00,AV,19.9,0.0,517.5,0.0,60.23,0.0,,0.0,82.46,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-12-2015 00:00,12-12-2015 00:00,AV,18.65,0.0,607.48,0.0,62.88,0.0,,0.0,207.03,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-12-2015 00:00,13-12-2015 00:00,AV,14.58,0.0,605.31,0.0,74.54,0.0,,0.0,269.11,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-12-2015 00:00,14-12-2015 00:00,AV,15.31,0.0,660.61,0.0,50.55,0.0,,0.0,256.95,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-12-2015 00:00,15-12-2015 00:00,AV,13.03,0.0,622.33,0.0,49.57,0.0,,0.0,283.66,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-12-2015 00:00,16-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
16-12-2015 00:00,17-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
17-12-2015 00:00,18-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
18-12-2015 00:00,19-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
19-12-2015 00:00,20-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
20-12-2015 00:00,21-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
21-12-2015 00:00,22-12-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
22-12-2015 00:00,23-12-2015 00:00,AV,12.39,0.0,853.0,0.0,60.05,0.0,,0.0,240.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-12-2015 00:00,24-12-2015 00:00,AV,13.96,0.0,870.97,0.0,62.11,0.0,,0.0,258.06,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-12-2015 00:00,25-12-2015 00:00,AV,13.89,0.0,587.54,0.0,49.31,0.0,,0.0,284.81,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-12-2015 00:00,26-12-2015 00:00,AV,13.51,0.0,569.7,0.0,46.27,0.0,,0.0,282.44,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-12-2015 00:00,27-12-2015 00:00,AV,15.33,0.0,525.95,0.0,41.27,0.0,,0.0,282.42,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-12-2015 00:00,28-12-2015 00:00,AV,16.42,0.0,565.34,0.0,45.69,0.0,,0.0,282.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
28-12-2015 00:00,29-12-2015 00:00,AV,18.22,0.0,520.28,0.0,44.35,0.0,,0.0,287.03,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
