CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Saturday, Mar 10 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 03:11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"AT,Benzene,BP,CH4,CO,Eth-Benzene,NH3,NMHC,NO,NO2,NOx,O Xylene,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2,SR,SPM,THC,VWS,WD,WS,Temp,Toluene",,,,,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T16:37:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,PB , , , , ,,,,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,AT,Benzene,BP,CH4,CO,Eth-Benzene,Temp,Toluene,NH3,NMHC,NO,NO2,NOx,O Xylene,SR,SPM,THC,VWS,WD,WS,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2
1/1/2013 0:00,2/1/2013 0:00,PB ,,,,,149.29,,,,,,,194.43,,,,,,,,,1.67,,396.71,,,32.33
2/1/2013 0:00,3/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2013 0:00,4/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2013 0:00,5/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2013 0:00,6/1/2013 0:00,PB ,,1.95,738.01,,0,,8.16,6.69,,,3.96,0,102.42,,200.36,,,,119.13,1.49,0,,0,1.48,314.85,0
6/1/2013 0:00,7/1/2013 0:00,PB ,,2.25,738.03,,0,,8.47,7.26,,,4.29,0,153.28,,172.53,,,,171.08,0.97,0,,0,2.27,438.05,0
7/1/2013 0:00,8/1/2013 0:00,PB ,,2.23,738,,0,,6.22,6.6,,,3.95,0,137.7,,104.75,,,,226,0.55,,,0,1.6,398,0
8/1/2013 0:00,9/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2013 0:00,10/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2013 0:00,11/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2013 0:00,12/1/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2013 0:00,13-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2013 00:00,14-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2013 00:00,15-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2013 00:00,16-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-2013 00:00,17-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-01-2013 00:00,18-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2013 00:00,19-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2013 00:00,20-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2013 00:00,21-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2013 00:00,22-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2013 00:00,23-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-01-2013 00:00,24-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-2013 00:00,25-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2013 00:00,26-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2013 00:00,27-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-2013 00:00,28-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2013 00:00,29-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2013 00:00,30-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-2013 00:00,31-01-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-01-2013 00:00,1/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2013 0:00,2/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013 0:00,3/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2013 0:00,4/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2013 0:00,5/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2013 0:00,6/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2013 0:00,7/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2013 0:00,8/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2013 0:00,9/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2013 0:00,10/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2013 0:00,11/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2013 0:00,12/2/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2013 0:00,13-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2013 00:00,14-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2013 00:00,15-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2013 00:00,16-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2013 00:00,17-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2013 00:00,18-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-02-2013 00:00,19-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2013 00:00,20-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2013 00:00,21-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-02-2013 00:00,22-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2013 00:00,23-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2013 00:00,24-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2013 00:00,25-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2013 00:00,26-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2013 00:00,27-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2013 00:00,28-02-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2013 00:00,1/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2013 0:00,2/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2013 0:00,3/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2013 0:00,4/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2013 0:00,5/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2013 0:00,6/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2013 0:00,7/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2013 0:00,8/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2013 0:00,9/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2013 0:00,10/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2013 0:00,11/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2013 0:00,12/3/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2013 0:00,13-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2013 00:00,14-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2013 00:00,15-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2013 00:00,16-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2013 00:00,17-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2013 00:00,18-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2013 00:00,19-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2013 00:00,20-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2013 00:00,21-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2013 00:00,22-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2013 00:00,23-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2013 00:00,24-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2013 00:00,25-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2013 00:00,26-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2013 00:00,27-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2013 00:00,28-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2013 00:00,29-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2013 00:00,30-03-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2013 00:00,31-03-2013 00:00,PB ,,3.19,738.04,,0,,27.63,14,,,5.53,0,108.26,,174.18,,,,112.04,1.37,0,,0,2.53,145.96,0
31-03-2013 00:00,1/4/2013 0:00,PB ,,5.06,738.11,,0,,28.17,9.64,,,2.74,0,80.22,,235.76,,,,184.42,1.63,0,,0,1.95,203.78,0
1/4/2013 0:00,2/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013 0:00,3/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2013 0:00,4/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2013 0:00,5/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2013 0:00,6/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2013 0:00,7/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2013 0:00,8/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2013 0:00,9/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2013 0:00,10/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2013 0:00,11/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2013 0:00,12/4/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2013 0:00,13-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2013 00:00,14-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2013 00:00,15-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2013 00:00,16-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2013 00:00,17-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2013 00:00,18-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2013 00:00,19-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2013 00:00,20-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2013 00:00,21-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2013 00:00,22-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2013 00:00,23-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2013 00:00,24-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2013 00:00,25-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2013 00:00,26-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2013 00:00,27-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2013 00:00,28-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2013 00:00,29-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2013 00:00,30-04-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2013 00:00,1/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2013 0:00,2/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013 0:00,3/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2013 0:00,4/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2013 0:00,5/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2013 0:00,6/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2013 0:00,7/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2013 0:00,8/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2013 0:00,9/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2013 0:00,10/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2013 0:00,11/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2013 0:00,12/5/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2013 0:00,13-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2013 00:00,14-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2013 00:00,15-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2013 00:00,16-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2013 00:00,17-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2013 00:00,18-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2013 00:00,19-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2013 00:00,20-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2013 00:00,21-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2013 00:00,22-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2013 00:00,23-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2013 00:00,24-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2013 00:00,25-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2013 00:00,26-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2013 00:00,27-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2013 00:00,28-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2013 00:00,29-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2013 00:00,30-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2013 00:00,31-05-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2013 00:00,1/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2013 0:00,2/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013 0:00,3/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2013 0:00,4/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2013 0:00,5/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2013 0:00,6/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2013 0:00,7/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2013 0:00,8/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2013 0:00,9/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2013 0:00,10/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2013 0:00,11/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2013 0:00,12/6/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2013 0:00,13-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-06-2013 00:00,14-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-06-2013 00:00,15-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2013 00:00,16-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2013 00:00,17-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2013 00:00,18-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2013 00:00,19-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2013 00:00,20-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-06-2013 00:00,21-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-06-2013 00:00,22-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2013 00:00,23-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2013 00:00,24-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2013 00:00,25-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2013 00:00,26-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2013 00:00,27-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-06-2013 00:00,28-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-06-2013 00:00,29-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2013 00:00,30-06-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2013 00:00,1/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2013 0:00,2/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2013 0:00,3/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2013 0:00,4/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2013 0:00,5/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2013 0:00,6/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2013 0:00,7/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2013 0:00,8/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2013 0:00,9/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2013 0:00,10/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2013 0:00,11/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2013 0:00,12/7/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2013 0:00,13-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2013 00:00,14-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2013 00:00,15-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2013 00:00,16-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2013 00:00,17-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2013 00:00,18-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2013 00:00,19-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2013 00:00,20-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2013 00:00,21-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2013 00:00,22-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2013 00:00,23-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2013 00:00,24-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2013 00:00,25-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-07-2013 00:00,26-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-07-2013 00:00,27-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2013 00:00,28-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2013 00:00,29-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2013 00:00,30-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2013 00:00,31-07-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2013 00:00,1/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2013 0:00,2/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2013 0:00,3/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2013 0:00,4/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2013 0:00,5/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2013 0:00,6/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2013 0:00,7/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2013 0:00,8/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2013 0:00,9/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2013 0:00,10/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2013 0:00,11/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2013 0:00,12/8/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2013 0:00,13-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2013 00:00,14-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2013 00:00,15-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-08-2013 00:00,16-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-08-2013 00:00,17-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2013 00:00,18-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2013 00:00,19-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2013 00:00,20-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2013 00:00,21-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2013 00:00,22-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-08-2013 00:00,23-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-08-2013 00:00,24-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2013 00:00,25-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2013 00:00,26-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2013 00:00,27-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2013 00:00,28-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2013 00:00,29-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-08-2013 00:00,30-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-08-2013 00:00,31-08-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2013 00:00,1/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2013 0:00,2/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2013 0:00,3/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2013 0:00,4/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2013 0:00,5/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2013 0:00,6/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2013 0:00,7/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2013 0:00,8/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2013 0:00,9/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
