CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,
Time: 01:33:59 AM,,,,,,,,,,,,,,,,
Station,"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,AT,SO2,Benzene,Toluene,NH3",,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,
To,01-01-2018 T15:01:59Z 00:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,,
 , ,,Mandir Marg , , , , ,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Toluene,NH3
24-05-2015 00:00,25-05-2015 00:00,MM,83.77,,-0.0,0.0,0.0,0.0,0.0,0.0,41.96,0.0,71.13,77.1,0.0,
25-05-2015 00:00,26-05-2015 00:00,MM,137.02,,-0.1,0.0,0.0,0.0,0.0,0.0,42.13,0.0,47.8,113.68,0.0,
26-05-2015 00:00,27-05-2015 00:00,MM,119.12,,-0.04,0.0,0.0,0.0,0.0,0.0,28.56,0.0,40.48,94.98,0.0,
27-05-2015 00:00,28-05-2015 00:00,MM,89.92,,0.03,0.0,0.0,0.0,0.0,0.0,29.1,0.0,89.55,71.62,0.0,
28-05-2015 00:00,29-05-2015 00:00,MM,151.23,,-0.08,0.0,0.0,0.0,0.0,0.0,44.48,0.0,20.97,111.38,0.0,
29-05-2015 00:00,30-05-2015 00:00,MM,129.55,,-0.02,0.0,0.0,0.0,0.0,0.0,46.14,0.0,33.76,87.58,0.0,
30-05-2015 00:00,31-05-2015 00:00,MM,90.84,,0.01,0.0,0.0,0.0,0.0,0.0,41.88,0.0,29.18,79.8,0.0,
31-05-2015 00:00,01-06-2015 00:00,MM,105.31,,-0.08,0.0,0.0,0.0,0.0,0.0,33.1,0.0,40.06,71.08,0.0,
01-06-2015 00:00,02-06-2015 00:00,MM,88.21,,-0.07,0.0,0.0,0.0,0.0,0.0,32.27,0.0,44.3,39.98,0.0,
02-06-2015 00:00,03-06-2015 00:00,MM,43.25,,-0.04,0.0,0.0,0.0,0.0,0.0,37.44,0.0,54.87,23.35,0.0,
03-06-2015 00:00,04-06-2015 00:00,MM,51.08,,-0.03,0.0,0.0,0.0,0.0,0.0,46.4,0.0,17.13,34.96,0.0,
04-06-2015 00:00,05-06-2015 00:00,MM,68.6,,-0.01,0.0,0.0,0.0,0.0,0.0,34.54,0.0,31.47,68.08,0.0,
05-06-2015 00:00,06-06-2015 00:00,MM,145.36,,,0.0,0.0,0.0,0.0,0.0,97.93,0.0,12.71,159.57,0.0,
06-06-2015 00:00,07-06-2015 00:00,MM,8.56,,0.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.25,6.06,0.0,
07-06-2015 00:00,08-06-2015 00:00,MM,21.0,,-0.03,0.0,0.0,0.0,0.0,0.0,19.81,0.0,4.81,25.65,0.0,
08-06-2015 00:00,09-06-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-06-2015 00:00,10-06-2015 00:00,MM,0.0,,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-06-2015 00:00,11-06-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-06-2015 00:00,12-06-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-06-2015 00:00,13-06-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-06-2015 00:00,14-06-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-06-2015 00:00,15-06-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-06-2015 00:00,16-06-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-06-2015 00:00,17-06-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-06-2015 00:00,18-06-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18-06-2015 00:00,19-06-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-06-2015 00:00,20-06-2015 00:00,MM,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20-06-2015 00:00,21-06-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21-06-2015 00:00,22-06-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22-06-2015 00:00,23-06-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-06-2015 00:00,24-06-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24-06-2015 00:00,25-06-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25-06-2015 00:00,26-06-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26-06-2015 00:00,27-06-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27-06-2015 00:00,28-06-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28-06-2015 00:00,29-06-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29-06-2015 00:00,30-06-2015 00:00,MM,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30-06-2015 00:00,01-07-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
01-07-2015 00:00,02-07-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02-07-2015 00:00,03-07-2015 00:00,MM,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03-07-2015 00:00,04-07-2015 00:00,MM,0.0,,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04-07-2015 00:00,05-07-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05-07-2015 00:00,06-07-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06-07-2015 00:00,07-07-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07-07-2015 00:00,08-07-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08-07-2015 00:00,09-07-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-07-2015 00:00,10-07-2015 00:00,MM,0.0,,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-07-2015 00:00,11-07-2015 00:00,MM,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-07-2015 00:00,12-07-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-07-2015 00:00,13-07-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-07-2015 00:00,14-07-2015 00:00,MM,0.0,,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-07-2015 00:00,15-07-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-07-2015 00:00,16-07-2015 00:00,MM,0.0,,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-07-2015 00:00,17-07-2015 00:00,MM,0.0,,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-07-2015 00:00,18-07-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18-07-2015 00:00,19-07-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-07-2015 00:00,20-07-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20-07-2015 00:00,21-07-2015 00:00,MM,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21-07-2015 00:00,22-07-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22-07-2015 00:00,23-07-2015 00:00,MM,0.0,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-07-2015 00:00,24-07-2015 00:00,MM,0.0,,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24-07-2015 00:00,25-07-2015 00:00,MM,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25-07-2015 00:00,26-07-2015 00:00,MM,0.0,,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26-07-2015 00:00,27-07-2015 00:00,MM,0.0,,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27-07-2015 00:00,28-07-2015 00:00,MM,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28-07-2015 00:00,29-07-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29-07-2015 00:00,30-07-2015 00:00,MM,0.0,,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30-07-2015 00:00,31-07-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31-07-2015 00:00,01-08-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
01-08-2015 00:00,02-08-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02-08-2015 00:00,03-08-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03-08-2015 00:00,04-08-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04-08-2015 00:00,05-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05-08-2015 00:00,06-08-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06-08-2015 00:00,07-08-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07-08-2015 00:00,08-08-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08-08-2015 00:00,09-08-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-08-2015 00:00,10-08-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-08-2015 00:00,11-08-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-08-2015 00:00,12-08-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-08-2015 00:00,13-08-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-08-2015 00:00,14-08-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-08-2015 00:00,15-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-08-2015 00:00,16-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-08-2015 00:00,17-08-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-08-2015 00:00,18-08-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18-08-2015 00:00,19-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-08-2015 00:00,20-08-2015 00:00,MM,0.0,,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20-08-2015 00:00,21-08-2015 00:00,MM,0.0,,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21-08-2015 00:00,22-08-2015 00:00,MM,0.0,,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22-08-2015 00:00,23-08-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-08-2015 00:00,24-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24-08-2015 00:00,25-08-2015 00:00,MM,0.0,,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25-08-2015 00:00,26-08-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26-08-2015 00:00,27-08-2015 00:00,MM,0.0,,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27-08-2015 00:00,28-08-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28-08-2015 00:00,29-08-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29-08-2015 00:00,30-08-2015 00:00,MM,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
30-08-2015 00:00,31-08-2015 00:00,MM,,,,,,,,,,,,,,
31-08-2015 00:00,01-09-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
01-09-2015 00:00,02-09-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02-09-2015 00:00,03-09-2015 00:00,MM,0.0,,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03-09-2015 00:00,04-09-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04-09-2015 00:00,05-09-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05-09-2015 00:00,06-09-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06-09-2015 00:00,07-09-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07-09-2015 00:00,08-09-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08-09-2015 00:00,09-09-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-09-2015 00:00,10-09-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-09-2015 00:00,11-09-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-09-2015 00:00,12-09-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-09-2015 00:00,13-09-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-09-2015 00:00,14-09-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-09-2015 00:00,15-09-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-09-2015 00:00,16-09-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-09-2015 00:00,17-09-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-09-2015 00:00,18-09-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18-09-2015 00:00,19-09-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-09-2015 00:00,20-09-2015 00:00,MM,0.0,,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20-09-2015 00:00,21-09-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21-09-2015 00:00,22-09-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22-09-2015 00:00,23-09-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-09-2015 00:00,24-09-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24-09-2015 00:00,25-09-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25-09-2015 00:00,26-09-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26-09-2015 00:00,27-09-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27-09-2015 00:00,28-09-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28-09-2015 00:00,29-09-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29-09-2015 00:00,30-09-2015 00:00,MM,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30-09-2015 00:00,01-10-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
01-10-2015 00:00,02-10-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02-10-2015 00:00,03-10-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03-10-2015 00:00,04-10-2015 00:00,MM,0.0,,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04-10-2015 00:00,05-10-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05-10-2015 00:00,06-10-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06-10-2015 00:00,07-10-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07-10-2015 00:00,08-10-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08-10-2015 00:00,09-10-2015 00:00,MM,0.0,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-10-2015 00:00,10-10-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-10-2015 00:00,11-10-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-10-2015 00:00,12-10-2015 00:00,MM,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-10-2015 00:00,13-10-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-10-2015 00:00,14-10-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-10-2015 00:00,15-10-2015 00:00,MM,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-10-2015 00:00,16-10-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-10-2015 00:00,17-10-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-10-2015 00:00,18-10-2015 00:00,MM,,,,,,,,,,,,,,
18-10-2015 00:00,19-10-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-10-2015 00:00,20-10-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20-10-2015 00:00,21-10-2015 00:00,MM,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21-10-2015 00:00,22-10-2015 00:00,MM,0.0,,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22-10-2015 00:00,23-10-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-10-2015 00:00,24-10-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24-10-2015 00:00,25-10-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25-10-2015 00:00,26-10-2015 00:00,MM,0.0,,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26-10-2015 00:00,27-10-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27-10-2015 00:00,28-10-2015 00:00,MM,,,,,,,,,,,,,,
28-10-2015 00:00,29-10-2015 00:00,MM,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29-10-2015 00:00,30-10-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30-10-2015 00:00,31-10-2015 00:00,MM,0.0,,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31-10-2015 00:00,01-11-2015 00:00,MM,,,,,,,,,,,,,,
01-11-2015 00:00,02-11-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02-11-2015 00:00,03-11-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03-11-2015 00:00,04-11-2015 00:00,MM,0.0,,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
04-11-2015 00:00,05-11-2015 00:00,MM,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
05-11-2015 00:00,06-11-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06-11-2015 00:00,07-11-2015 00:00,MM,0.0,,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
07-11-2015 00:00,08-11-2015 00:00,MM,0.0,,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
08-11-2015 00:00,09-11-2015 00:00,MM,0.0,,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
09-11-2015 00:00,10-11-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10-11-2015 00:00,11-11-2015 00:00,MM,0.0,,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11-11-2015 00:00,12-11-2015 00:00,MM,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12-11-2015 00:00,13-11-2015 00:00,MM,0.0,,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13-11-2015 00:00,14-11-2015 00:00,MM,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14-11-2015 00:00,15-11-2015 00:00,MM,0.0,,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15-11-2015 00:00,16-11-2015 00:00,MM,0.0,,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16-11-2015 00:00,17-11-2015 00:00,MM,0.0,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17-11-2015 00:00,18-11-2015 00:00,MM,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18-11-2015 00:00,19-11-2015 00:00,MM,0.0,,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19-11-2015 00:00,20-11-2015 00:00,MM,0.0,,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
