CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,
Time: 10:58:29 PM,,,,,,,,,,,,,,,,,,
Station,"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3",,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:27:59Z 00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,,
 , ,,DTU , , , , ,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3
02-09-2017 00:00,03-09-2017 00:00,DTU,,,,213.25,98.76,,92.77,9.35,7.04,11.15,,22.43,28.6,,0.31,
03-09-2017 00:00,04-09-2017 00:00,DTU,,,,219.24,87.89,,231.41,8.83,7.62,11.03,,25.38,29.9,,0.33,
04-09-2017 00:00,05-09-2017 00:00,DTU,,,,239.71,86.85,,215.07,9.17,7.38,11.18,,38.95,30.06,,0.37,
05-09-2017 00:00,06-09-2017 00:00,DTU,,,,248.51,83.07,,227.98,9.1,7.31,11.08,,36.03,30.19,,0.34,
06-09-2017 00:00,07-09-2017 00:00,DTU,,,,238.94,77.84,,225.31,9.04,7.31,11.04,,35.58,30.66,,0.37,
07-09-2017 00:00,08-09-2017 00:00,DTU,,,,207.54,89.93,,142.73,8.75,7.56,10.93,,38.57,29.54,,0.29,
08-09-2017 00:00,09-09-2017 00:00,DTU,,,,248.23,83.25,,226.19,10.33,12.74,11.92,,52.55,29.97,,0.24,
09-09-2017 00:00,10-09-2017 00:00,DTU,,,,249.42,91.34,,221.31,15.28,11.94,18.5,,81.62,28.69,,0.3,
10-09-2017 00:00,11-09-2017 00:00,DTU,,,,122.91,36.1,,145.21,8.61,7.33,10.74,,33.8,18.06,,0.14,
11-09-2017 00:00,12-09-2017 00:00,DTU,,,,213.31,78.17,,179.14,16.4,12.28,19.58,,73.05,29.77,,0.28,
12-09-2017 00:00,13-09-2017 00:00,DTU,,,,253.31,77.98,,216.86,14.65,15.51,19.93,,61.6,29.84,,0.25,
13-09-2017 00:00,14-09-2017 00:00,DTU,,,,245.95,79.18,,203.83,11.14,21.61,20.45,,86.39,29.85,,0.27,
14-09-2017 00:00,15-09-2017 00:00,DTU,,,,208.33,81.01,,155.85,10.52,21.21,19.74,,86.69,29.63,,0.26,
15-09-2017 00:00,16-09-2017 00:00,DTU,,,,239.95,71.71,,216.31,8.9,20.79,18.19,,61.89,30.27,,0.26,
16-09-2017 00:00,17-09-2017 00:00,DTU,,,,247.93,86.4,,74.34,8.84,21.09,18.31,,65.26,28.77,,0.24,
17-09-2017 00:00,18-09-2017 00:00,DTU,,,,259.73,80.95,,141.66,8.71,20.37,17.82,,64.21,29.27,,0.28,
18-09-2017 00:00,19-09-2017 00:00,DTU,,,,251.33,72.81,,216.51,7.9,19.02,16.47,,68.07,29.92,,0.37,
19-09-2017 00:00,20-09-2017 00:00,DTU,,,,186.6,70.81,,194.13,8.76,18.65,16.91,,67.72,30.01,,0.25,
20-09-2017 00:00,21-09-2017 00:00,DTU,,,,193.06,66.88,,196.93,9.64,18.51,17.59,,97.29,30.23,,0.24,
21-09-2017 00:00,22-09-2017 00:00,DTU,,,,158.85,75.12,,161.15,9.68,18.89,17.84,,82.17,29.73,,0.39,
22-09-2017 00:00,23-09-2017 00:00,DTU,,,,83.52,97.03,,41.84,7.49,19.68,16.47,,27.59,27.51,,0.53,
23-09-2017 00:00,24-09-2017 00:00,DTU,,,,230.96,99.5,,39.79,6.43,20.5,15.95,,13.25,27.15,,0.29,
24-09-2017 00:00,25-09-2017 00:00,DTU,,,,260.94,92.33,,160.11,6.56,19.16,15.21,,37.17,28.16,,0.28,
25-09-2017 00:00,26-09-2017 00:00,DTU,,,,238.79,83.53,,206.03,8.09,17.3,15.73,,66.76,29.09,,0.35,
26-09-2017 00:00,27-09-2017 00:00,DTU,,,,232.16,81.25,,197.44,10.1,17.34,17.37,,79.68,29.34,,0.3,27.18
27-09-2017 00:00,28-09-2017 00:00,DTU,,,,185.21,75.32,,193.34,12.89,16.78,19.3,,94.47,29.63,,0.29,27.95
28-09-2017 00:00,29-09-2017 00:00,DTU,,,,183.08,71.48,,225.13,13.76,17.38,20.24,,92.86,29.62,,0.3,28.58
29-09-2017 00:00,30-09-2017 00:00,DTU,,,,221.96,74.7,,186.67,13.3,16.27,19.32,,112.9,29.71,,0.3,28.04
30-09-2017 00:00,01-10-2017 00:00,DTU,,,,206.64,70.08,,198.15,11.34,16.81,18.1,,79.79,29.74,,0.33,27.39
01-10-2017 00:00,02-10-2017 00:00,DTU,,,,210.41,61.76,,203.64,2.43,3.04,3.57,,15.1,2.73,,0.34,27.53
02-10-2017 00:00,03-10-2017 00:00,DTU,,,,218.23,51.42,,207.67,2.13,2.9,3.26,,12.67,3.24,,0.42,27.86
03-10-2017 00:00,04-10-2017 00:00,DTU,,,,239.68,67.0,,193.16,2.12,2.92,3.27,,16.51,3.06,,0.28,27.63
04-10-2017 00:00,05-10-2017 00:00,DTU,,,,236.47,66.17,,186.8,3.35,4.62,5.14,,30.5,3.96,,0.27,27.33
05-10-2017 00:00,06-10-2017 00:00,DTU,,,,214.7,62.79,,190.29,3.28,4.61,5.1,,27.5,4.93,,0.26,27.2
06-10-2017 00:00,07-10-2017 00:00,DTU,,,,204.79,52.86,,195.79,1.88,2.39,2.79,,12.79,1.85,,0.24,27.01
07-10-2017 00:00,08-10-2017 00:00,DTU,,,,221.4,64.7,,187.58,3.4,4.02,4.88,,29.35,3.38,,0.28,27.39
08-10-2017 00:00,09-10-2017 00:00,DTU,,,,174.53,71.2,,176.04,1.83,2.64,2.88,,21.33,2.64,,0.33,27.31
09-10-2017 00:00,10-10-2017 00:00,DTU,,,,106.82,63.76,,168.06,3.38,2.58,4.09,,28.71,3.04,,0.41,28.62
10-10-2017 00:00,11-10-2017 00:00,DTU,,,,164.55,67.49,,160.14,0.0,0.0,0.0,,0.0,0.0,,0.31,29.17
11-10-2017 00:00,12-10-2017 00:00,DTU,,,,172.62,72.3,,134.81,0.0,0.0,0.0,,0.0,0.0,,0.31,29.39
12-10-2017 00:00,13-10-2017 00:00,DTU,,,,217.08,70.16,,134.65,0.0,0.0,0.0,,0.0,0.0,,0.28,28.32
13-10-2017 00:00,14-10-2017 00:00,DTU,,,,223.58,65.19,,155.65,0.0,0.0,0.0,,0.0,0.0,,0.33,28.37
14-10-2017 00:00,15-10-2017 00:00,DTU,,,,182.17,61.14,,165.44,0.0,0.0,0.0,,0.0,0.0,,0.31,29.12
15-10-2017 00:00,16-10-2017 00:00,DTU,,,,175.0,60.17,,173.2,0.0,0.0,0.0,,,0.0,,0.31,28.4
16-10-2017 00:00,17-10-2017 00:00,DTU,,,,175.27,56.42,,161.82,0.0,0.0,0.0,,0.0,0.0,,0.3,28.24
17-10-2017 00:00,18-10-2017 00:00,DTU,,,,210.45,59.72,,175.62,0.0,0.0,0.0,,0.0,0.0,,0.32,27.33
18-10-2017 00:00,19-10-2017 00:00,DTU,,,,197.04,60.6,,167.52,0.0,0.0,0.0,,0.0,0.0,,0.32,27.68
19-10-2017 00:00,20-10-2017 00:00,DTU,,,,88.22,57.59,,80.56,6.24,8.15,9.37,,133.77,14.07,,0.27,27.78
20-10-2017 00:00,21-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,27.54
21-10-2017 00:00,22-10-2017 00:00,DTU,,,,23.07,3.15,,52.73,0.75,1.79,1.56,,24.05,3.15,,0.02,27.3
22-10-2017 00:00,23-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,27.44
23-10-2017 00:00,24-10-2017 00:00,DTU,,,,11.72,6.93,,1.25,1.91,1.8,2.49,,17.95,3.4,,0.05,28.82
24-10-2017 00:00,25-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,28.31
25-10-2017 00:00,26-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,28.59
26-10-2017 00:00,27-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,31.19
27-10-2017 00:00,28-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,28.81
28-10-2017 00:00,29-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,29.05
29-10-2017 00:00,30-10-2017 00:00,DTU,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,29.22
30-10-2017 00:00,31-10-2017 00:00,DTU,,,,2.12,2.07,,0.15,0.31,0.31,0.41,,5.69,0.27,,0.01,28.3
31-10-2017 00:00,01-11-2017 00:00,DTU,,,,135.43,60.83,,82.06,16.86,11.97,20.17,,255.76,21.01,,0.26,24.49
01-11-2017 00:00,02-11-2017 00:00,DTU,,,,168.5,72.72,,121.54,17.52,19.3,25.29,,265.01,28.38,,0.31,34.22
02-11-2017 00:00,03-11-2017 00:00,DTU,,,,146.57,87.87,,112.6,15.44,19.98,23.98,,213.27,27.14,,0.41,33.79
03-11-2017 00:00,04-11-2017 00:00,DTU,,,,147.23,87.18,,95.41,19.19,18.99,26.45,,268.01,27.2,,0.39,34.83
04-11-2017 00:00,05-11-2017 00:00,DTU,,,,155.7,83.87,,111.03,17.58,18.59,24.98,,239.42,1.61,,0.39,34.38
05-11-2017 00:00,06-11-2017 00:00,DTU,,,,160.23,79.63,,107.69,23.41,20.94,30.87,,231.67,0.0,,0.32,36.34
06-11-2017 00:00,07-11-2017 00:00,DTU,,,,189.64,78.32,,102.54,18.43,19.54,26.15,,386.6,15.75,,0.35,34.65
07-11-2017 00:00,08-11-2017 00:00,DTU,,,,220.84,84.24,,94.01,16.83,18.1,24.12,,740.99,27.16,,0.34,33.92
08-11-2017 00:00,09-11-2017 00:00,DTU,,,,218.45,92.5,,64.86,20.03,16.31,25.58,,695.34,26.18,,0.31,34.64
09-11-2017 00:00,10-11-2017 00:00,DTU,,,,217.36,83.64,,92.04,20.32,16.74,26.19,,634.77,26.81,,0.33,34.67
10-11-2017 00:00,11-11-2017 00:00,DTU,,,,131.68,80.63,,106.98,20.39,16.33,26.02,,458.81,26.96,,0.34,34.69
11-11-2017 00:00,12-11-2017 00:00,DTU,,,,135.04,81.59,,85.95,23.9,15.72,28.5,,536.08,26.87,,0.34,35.99
12-11-2017 00:00,13-11-2017 00:00,DTU,,,,120.66,82.52,,92.74,25.42,9.68,26.59,,703.03,26.8,,0.34,36.81
13-11-2017 00:00,14-11-2017 00:00,DTU,,,,130.41,87.58,,86.38,28.1,5.85,26.7,,517.47,26.38,,0.37,37.95
14-11-2017 00:00,15-11-2017 00:00,DTU,,,,130.76,72.07,,101.67,29.29,4.11,26.68,,371.46,27.68,,0.33,38.79
15-11-2017 00:00,16-11-2017 00:00,DTU,,,,167.25,69.77,,94.67,28.27,3.55,25.61,,301.81,27.73,,0.32,38.57
16-11-2017 00:00,17-11-2017 00:00,DTU,,,,215.46,79.43,,91.42,25.16,4.72,23.76,,234.15,26.87,,0.31,37.31
17-11-2017 00:00,18-11-2017 00:00,DTU,,,,236.0,77.51,,85.19,43.62,37.18,53.69,,203.08,27.09,,0.29,28.74
18-11-2017 00:00,19-11-2017 00:00,DTU,,,,250.26,73.25,,94.0,36.06,46.76,53.03,,195.22,27.56,,0.29,28.62
19-11-2017 00:00,20-11-2017 00:00,DTU,,,,252.38,51.73,,100.23,28.29,46.07,46.46,,164.84,27.63,,0.31,27.87
20-11-2017 00:00,21-11-2017 00:00,DTU,,,,232.75,56.58,,96.0,27.9,47.11,46.68,,234.31,27.21,,0.32,31.41
21-11-2017 00:00,22-11-2017 00:00,DTU,,,,236.17,52.73,,122.5,29.27,47.87,48.18,,295.69,27.64,,0.4,38.8
22-11-2017 00:00,23-11-2017 00:00,DTU,,,,222.99,45.19,,131.67,27.13,49.05,47.09,,285.7,28.22,,0.38,36.29
23-11-2017 00:00,24-11-2017 00:00,DTU,,,,235.25,42.54,,133.12,27.98,48.79,47.63,,286.85,28.3,,0.36,35.91
24-11-2017 00:00,25-11-2017 00:00,DTU,,,,226.06,45.22,,124.57,29.31,49.62,49.13,,314.95,28.25,,0.36,37.01
25-11-2017 00:00,26-11-2017 00:00,DTU,,,,202.24,44.18,,124.01,29.34,48.68,48.66,,301.93,28.45,,0.35,36.96
26-11-2017 00:00,27-11-2017 00:00,DTU,,,,204.56,49.79,,111.19,33.88,51.41,53.74,,352.19,28.15,,0.28,39.61
27-11-2017 00:00,28-11-2017 00:00,DTU,,,,189.02,52.33,,118.14,28.47,49.0,48.13,,303.71,27.93,,0.41,36.34
28-11-2017 00:00,29-11-2017 00:00,DTU,,,,190.79,51.03,,128.58,33.5,51.65,53.54,,252.88,28.19,,0.37,40.43
29-11-2017 00:00,30-11-2017 00:00,DTU,,,,93.15,68.77,,94.49,64.48,64.39,85.0,,378.75,27.1,,0.38,62.27
30-11-2017 00:00,01-12-2017 00:00,DTU,,,,171.69,66.59,,114.12,44.42,57.07,65.11,,290.88,27.3,,0.33,47.7
01-12-2017 00:00,02-12-2017 00:00,DTU,,,,186.31,60.0,,117.08,34.7,56.8,57.19,,303.52,27.47,,0.34,41.1
02-12-2017 00:00,03-12-2017 00:00,DTU,,,,152.66,59.08,,115.47,,,,,316.54,27.38,,0.32,
03-12-2017 00:00,04-12-2017 00:00,DTU,,,,139.96,70.36,,71.88,,,,,396.84,26.54,,0.35,
04-12-2017 00:00,05-12-2017 00:00,DTU,,,,177.16,67.29,,91.48,,,,,371.9,26.98,,0.31,
05-12-2017 00:00,06-12-2017 00:00,DTU,,,,202.42,61.44,,66.44,19.8,51.77,42.47,,333.15,27.71,,0.29,27.34
06-12-2017 00:00,07-12-2017 00:00,DTU,,,,251.03,40.93,,101.38,6.48,46.45,22.8,,150.58,28.93,,0.29,19.18
07-12-2017 00:00,08-12-2017 00:00,DTU,,,,258.62,29.7,,129.47,11.65,45.02,30.46,,119.5,29.42,,0.38,20.98
08-12-2017 00:00,09-12-2017 00:00,DTU,,,,235.57,36.64,,131.81,15.93,97.99,26.78,,1000.0,28.71,,0.42,21.2
09-12-2017 00:00,10-12-2017 00:00,DTU,,,,184.59,49.63,,121.52,26.42,44.18,42.79,,277.38,27.94,,0.35,17.53
10-12-2017 00:00,11-12-2017 00:00,DTU,,,,143.05,58.04,,117.75,,,,,339.58,27.58,,0.32,
11-12-2017 00:00,12-12-2017 00:00,DTU,,,,157.55,77.1,,53.5,,,,,374.0,26.42,,0.29,
12-12-2017 00:00,13-12-2017 00:00,DTU,,,,236.47,97.92,,77.31,,,,,151.06,25.43,,0.3,
13-12-2017 00:00,14-12-2017 00:00,DTU,,,,251.05,93.11,,108.29,,,,,214.46,25.57,,0.3,
14-12-2017 00:00,15-12-2017 00:00,DTU,,,,278.79,93.37,,107.68,,,,,160.03,25.07,,0.3,
15-12-2017 00:00,16-12-2017 00:00,DTU,,,,270.34,87.35,,119.41,42.26,46.33,58.52,,159.72,25.27,,0.28,56.94
16-12-2017 00:00,17-12-2017 00:00,DTU,,,,247.26,76.44,,142.64,37.89,40.15,51.68,,179.72,23.14,,0.45,50.64
17-12-2017 00:00,18-12-2017 00:00,DTU,,,,237.71,60.03,,155.83,28.44,33.96,40.82,,180.26,22.98,,0.52,39.83
18-12-2017 00:00,19-12-2017 00:00,DTU,,,,236.6,54.51,,150.59,38.27,40.68,64.3,,181.98,25.03,,0.43,62.06
19-12-2017 00:00,20-12-2017 00:00,DTU,,,,222.77,65.53,,114.47,,,,,292.14,26.89,,0.34,
20-12-2017 00:00,21-12-2017 00:00,DTU,,,,217.29,87.45,,86.2,,,,,459.71,25.91,,0.25,
21-12-2017 00:00,22-12-2017 00:00,DTU,,,,205.66,78.55,,106.52,,,,,405.52,26.7,,0.26,
22-12-2017 00:00,23-12-2017 00:00,DTU,,,,247.86,67.24,,137.84,65.22,85.46,120.72,,259.03,27.2,,0.42,146.38
23-12-2017 00:00,24-12-2017 00:00,DTU,,,,216.58,64.59,,149.48,69.9,75.6,96.13,,211.31,27.15,,0.41,87.29
24-12-2017 00:00,25-12-2017 00:00,DTU,,,,166.95,74.09,,114.35,88.46,56.45,100.8,,335.98,26.31,,0.33,40.17
25-12-2017 00:00,26-12-2017 00:00,DTU,,,,207.66,80.9,,120.05,67.66,51.14,81.31,,368.62,25.95,,0.35,55.71
26-12-2017 00:00,27-12-2017 00:00,DTU,,,,219.3,80.06,,119.43,60.72,50.69,75.53,,395.33,25.37,,0.36,55.55
27-12-2017 00:00,28-12-2017 00:00,DTU,,,,200.99,74.66,,125.84,71.48,45.53,81.4,,334.89,25.04,,0.34,55.68
28-12-2017 00:00,29-12-2017 00:00,DTU,,,,200.04,75.54,,118.85,78.89,40.52,84.67,,322.92,24.93,,0.33,55.69
29-12-2017 00:00,30-12-2017 00:00,DTU,,,,182.59,79.38,,117.0,52.74,40.72,63.85,,282.7,24.64,,0.33,55.65
30-12-2017 00:00,31-12-2017 00:00,DTU,,,,177.84,85.19,,110.02,67.72,36.84,73.77,,357.66,24.15,,0.36,55.46
31-12-2017 00:00,01-01-2018 00:00,DTU,,,,206.51,92.1,,93.95,56.79,34.81,63.95,,348.71,23.52,,0.31,55.53
01-01-2018 00:00,02-01-2018 00:00,DTU,,,,220.0,99.41,,91.85,55.44,30.98,60.83,,220.2,22.6,,0.27,55.41
