"Date","Station","WS","WD","AT","RH","SR","BP","PM2.5","Temp","Aerosol_Type_Land","GC"
2013-03-08,"ITO",NA,NA,NA,NA,NA,NA,193.71,NA,NA,3
2013-03-09,"IHBAS",0.44,184,NA,56.06,97.14,1008.86,0,NA,NA,3
2013-03-09,"ITO",NA,NA,NA,NA,NA,NA,208.29,NA,NA,3
2013-03-10,"IHBAS",0.45,179.42,NA,52.66,61.34,1009.41,0,NA,NA,3
2013-03-10,"ITO",NA,NA,NA,NA,NA,NA,201.25,NA,NA,3
2013-03-11,"IHBAS",0.42,135.09,NA,63.12,75.71,1012.82,0,NA,NA,3
2013-03-11,"ITO",NA,NA,NA,NA,NA,NA,225.74,NA,NA,3
2013-03-12,"IHBAS",0.46,239.33,NA,63.91,77.55,1013.04,0,NA,NA,3
2013-03-12,"ITO",NA,NA,NA,NA,NA,NA,212.47,NA,NA,3
2013-03-13,"IHBAS",0.42,182.06,NA,53.32,82.73,1012.86,0,NA,NA,3
2013-03-13,"ITO",NA,NA,NA,NA,NA,NA,211.42,NA,NA,3
2013-03-14,"IHBAS",0.52,75.15,NA,63.14,82.12,1014.81,0,NA,NA,3
2013-03-14,"ITO",NA,NA,NA,NA,NA,NA,191.38,NA,NA,3
2013-03-15,"IHBAS",0.46,207.69,NA,57.32,90.25,1018.6,0,NA,NA,3
2013-03-15,"ITO",NA,NA,NA,NA,NA,NA,198.06,NA,NA,3
2013-03-16,"IHBAS",0.47,257.46,NA,55.31,89.57,1018.52,0,NA,NA,3
2013-03-16,"ITO",NA,NA,NA,NA,NA,NA,202.56,NA,NA,3
2013-03-17,"IHBAS",0.46,290.81,NA,57.69,98.34,1017.63,0,NA,NA,3
2013-03-17,"ITO",NA,NA,NA,NA,NA,NA,203.34,NA,NA,3
2013-03-18,"IHBAS",0.51,319.46,NA,58.49,98.13,1012.1,0,NA,NA,3
2013-03-18,"ITO",NA,NA,NA,NA,NA,NA,189.61,NA,NA,3
2013-03-19,"IHBAS",0.5,315.42,NA,63.98,69,1009.98,0,NA,NA,3
2013-03-19,"ITO",NA,NA,NA,NA,NA,NA,198.77,NA,NA,3
2013-03-20,"IHBAS",0.42,177.14,NA,61.8,86.5,1012.08,0,NA,NA,3
2013-03-20,"ITO",NA,NA,NA,NA,NA,NA,210.98,NA,NA,3
2013-03-21,"AV",0.1,NA,NA,NA,297.93,742.88,87.59,30.39,NA,3
2013-03-21,"IHBAS",0.47,275.62,NA,53.12,84.93,1011.05,0,NA,NA,3
2013-03-21,"ITO",NA,NA,NA,NA,NA,NA,186.17,NA,NA,3
2013-03-22,"AV",0.1,NA,NA,NA,43.57,735.97,65.74,23.76,NA,3
2013-03-22,"IHBAS",0.48,281.05,NA,53.26,106.22,1008.34,0,NA,NA,3
2013-03-22,"ITO",NA,NA,NA,NA,NA,NA,188.42,NA,NA,3
2013-03-23,"IHBAS",0.47,135.12,NA,49.99,95.57,1009.63,0,NA,NA,3
2013-03-23,"ITO",NA,NA,NA,NA,NA,NA,217.59,NA,NA,3
2013-03-24,"IHBAS",0.48,140.74,NA,52.84,91.31,1012.11,0,NA,NA,3
2013-03-24,"ITO",NA,NA,NA,NA,NA,NA,198.53,NA,NA,3
2013-03-25,"IHBAS",0.5,330.3,NA,56.37,108.85,1013.09,0,NA,NA,3
2013-03-25,"ITO",NA,NA,NA,NA,NA,NA,191.34,NA,NA,3
2013-03-26,"IHBAS",0.49,330.07,NA,56.66,102.31,1010.33,0,NA,NA,3
2013-03-26,"ITO",NA,NA,NA,NA,NA,NA,180.46,NA,NA,3
2013-03-27,"IHBAS",0.46,292.11,NA,53.13,82.01,1010.88,0,NA,NA,3
2013-03-27,"ITO",NA,NA,NA,NA,NA,NA,173.47,NA,NA,3
2013-03-28,"IHBAS",0.44,137.29,NA,63.29,95.41,1011.52,0,NA,NA,3
2013-03-28,"ITO",NA,NA,NA,NA,NA,NA,176.46,NA,NA,3
2013-03-29,"IHBAS",0.44,92.03,NA,72.36,69.57,1011.86,0,NA,NA,3
2013-03-29,"ITO",NA,NA,NA,NA,NA,NA,107.02,NA,NA,3
2013-03-30,"IHBAS",0.46,287.55,NA,63.72,110.52,1010.83,0,NA,NA,3
2013-03-30,"ITO",NA,NA,NA,NA,NA,NA,121.31,NA,NA,3
2013-03-30,"PB ",1.37,112.04,NA,145.96,174.18,738.04,0,27.63,NA,0
2013-03-31,"IHBAS",0.46,320.07,NA,55.58,117.48,1010.43,0,NA,NA,3
2013-03-31,"ITO",NA,NA,NA,NA,NA,NA,136.69,NA,NA,3
2013-03-31,"PB ",1.63,184.42,NA,203.78,235.76,738.11,0,28.17,NA,0
2013-04-01,"IHBAS",0.43,238.62,NA,53.43,115.07,1010.85,0,NA,NA,3
2013-04-01,"ITO",NA,NA,NA,NA,NA,NA,152.91,NA,NA,3
2013-04-02,"AV",0.15,NA,NA,NA,258.19,742.93,62.7,31.06,NA,3
2013-04-02,"IHBAS",0.45,142.72,NA,54.62,110.18,1011.23,0,NA,NA,3
2013-04-02,"ITO",NA,NA,NA,NA,NA,NA,136.96,NA,NA,3
2013-04-03,"AV",0.21,NA,NA,NA,268.49,743.27,81.01,28.42,NA,3
2013-04-03,"IHBAS",0.48,193.63,NA,52.6,118.64,1011.48,0,NA,NA,3
2013-04-03,"ITO",NA,NA,NA,NA,NA,NA,110.05,NA,NA,3
2013-04-04,"AV",0.11,NA,NA,NA,269.93,740.33,125.07,28.84,NA,3
2013-04-04,"IHBAS",0.48,319.32,NA,46.5,130.9,1010.19,0,NA,NA,3
2013-04-04,"ITO",NA,NA,NA,NA,NA,NA,147.48,NA,NA,3
2013-04-05,"AV",0.1,NA,NA,NA,296.74,737.05,75.48,27.46,NA,3
2013-04-05,"IHBAS",0.5,332.65,NA,42.34,134.06,1008.38,0,NA,NA,3
2013-04-05,"ITO",NA,NA,NA,NA,NA,NA,159.06,NA,NA,3
2013-04-05,"MM",NA,243.87,NA,18.04,292.02,737.14,0,NA,NA,3
2013-04-06,"IHBAS",0.49,319.04,NA,39.98,132.76,1007.72,0,NA,NA,3
2013-04-06,"ITO",NA,NA,NA,NA,NA,NA,155.89,NA,NA,3
2013-04-07,"AV",0.13,NA,NA,NA,292,733.24,82.46,36.03,NA,3
2013-04-07,"IHBAS",0.48,288.76,NA,38.75,116.29,1007.03,0,NA,NA,3
2013-04-07,"ITO",NA,NA,NA,NA,NA,NA,157.14,NA,NA,3
2013-04-08,"AV",NA,NA,NA,NA,263.81,735.4,116.92,32.63,NA,3
2013-04-08,"IHBAS",0.45,281.49,NA,38.96,115.72,1007.91,0,NA,NA,3
2013-04-08,"ITO",NA,NA,NA,NA,NA,NA,162.04,NA,NA,3
2013-04-08,"MM",NA,268.03,NA,26.34,177.74,737.58,0,NA,NA,3
2013-04-09,"AV",0.51,NA,NA,NA,257.78,736.76,179.63,31.63,NA,3
2013-04-09,"IHBAS",0.43,156.78,NA,40.13,99.06,1008.47,0,NA,NA,3
2013-04-09,"ITO",NA,NA,NA,NA,NA,NA,160.59,NA,NA,3
2013-04-09,"MM",NA,196.49,NA,29.15,204.66,737.61,0,NA,NA,3
2013-04-10,"AV",0.56,NA,NA,NA,268.33,738.2,87.37,30.8,NA,3
2013-04-10,"IHBAS",0.44,179.32,NA,40.55,104.68,1009.06,0,NA,NA,3
2013-04-10,"ITO",NA,NA,NA,NA,NA,NA,160.91,NA,NA,3
2013-04-10,"MM",NA,218.9,NA,26.75,204.98,737.59,0,NA,NA,3
2013-04-11,"AV",0.68,NA,NA,NA,309.51,737.35,111.73,32.86,NA,3
2013-04-11,"IHBAS",0.46,294.25,NA,40.11,110.33,1008.77,0,NA,NA,3
2013-04-11,"ITO",NA,NA,NA,NA,NA,NA,180.07,NA,NA,3
2013-04-11,"MM",NA,242.59,NA,26.31,206.78,737.59,0,NA,NA,3
2013-04-12,"AV",0.62,NA,NA,NA,266.13,739.39,127.37,30.29,NA,3
2013-04-12,"IHBAS",0.46,271.42,NA,39.82,115.23,1009.55,0,NA,NA,3
2013-04-12,"ITO",NA,NA,NA,NA,NA,NA,199.97,NA,NA,3
2013-04-12,"MM",NA,260.26,NA,27.14,207.37,737.62,0,NA,NA,3
2013-04-13,"AV",0.4,NA,NA,NA,95.63,740.49,137.39,25.97,NA,3
2013-04-13,"IHBAS",0.44,232.5,NA,35.87,160.62,1010.67,0,NA,NA,3
2013-04-13,"ITO",NA,NA,NA,NA,NA,NA,203.64,NA,NA,3
2013-04-13,"MM",NA,275.27,NA,39.81,119.05,738,0,NA,NA,3
2013-04-14,"AV",0.44,NA,NA,NA,251.01,736.38,74.68,31.12,NA,3
2013-04-14,"IHBAS",0.44,186.12,NA,43.22,108.17,1009.48,0,NA,NA,3
2013-04-14,"ITO",NA,NA,NA,NA,NA,NA,170.64,NA,NA,3
2013-04-14,"MM",NA,187.23,NA,30.55,210.27,737.66,0,NA,NA,3
2013-04-15,"AV",3.2,NA,NA,NA,265.85,731.49,178.72,29.44,NA,3
2013-04-15,"IHBAS",0.43,234.8,NA,45.6,103.77,1007.39,0,NA,NA,3
2013-04-15,"ITO",NA,NA,NA,NA,NA,NA,211,NA,NA,3
2013-04-15,"MM",NA,234.85,NA,37.82,211.3,737.69,0,NA,NA,3
2013-04-16,"AV",0.7,NA,NA,NA,262.16,722.83,208.24,32.6,NA,3
2013-04-16,"IHBAS",0.47,233.85,NA,41.24,109.01,1006.43,0,NA,NA,3
2013-04-16,"ITO",NA,NA,NA,NA,NA,NA,220.19,NA,NA,3
2013-04-16,"MM",NA,206.5,NA,28.15,207,737.42,0,NA,NA,3
2013-04-17,"AV",0.66,NA,NA,NA,269.3,724.81,91.57,30.6,NA,3
2013-04-17,"IHBAS",0.47,285.46,NA,36.81,117.17,1007.22,0,NA,NA,3
2013-04-17,"ITO",NA,NA,NA,NA,NA,NA,196.14,NA,NA,3
2013-04-17,"MM",NA,243.14,NA,24,208.19,737.51,0,NA,NA,3
2013-04-18,"AV",0.45,NA,NA,NA,264.66,727.74,157.99,31.27,NA,3
2013-04-18,"IHBAS",0.4,137.26,NA,34.69,108.64,1008.51,0,NA,NA,3
2013-04-18,"ITO",NA,NA,NA,NA,NA,NA,193.37,NA,NA,3
2013-04-18,"MM",NA,200.97,NA,22.35,207.53,737.55,0,NA,NA,3
2013-04-19,"AV",0.46,NA,NA,NA,281.44,729.98,242.21,30.8,NA,3
2013-04-19,"IHBAS",0.4,166.24,NA,38.81,111.23,1009.09,0,NA,NA,3
2013-04-19,"MM",NA,209.44,NA,27.44,214.9,737.61,0,NA,NA,3
2013-04-20,"AV",0.48,NA,NA,NA,282.52,728.13,195.05,31,NA,3
2013-04-20,"IHBAS",0.43,116.68,NA,38.86,96.72,1008.9,0,NA,NA,3
2013-04-20,"MM",NA,164.92,NA,26.7,231.24,737.53,0,NA,NA,3
2013-04-21,"IHBAS",0.52,134.35,NA,48.81,90.78,1012.9,0,NA,NA,3
2013-04-22,"IHBAS",0.46,112.03,NA,57.77,100.89,1015.87,0,NA,NA,3
2013-04-23,"IHBAS",0.41,142.51,NA,50.51,67.88,1014,0,NA,NA,3
2013-04-24,"IHBAS",0.39,203.38,NA,48.53,104.64,1013.78,0,NA,NA,3
2013-04-25,"IHBAS",0.39,161.88,NA,198.92,86.82,1013.25,0,NA,NA,3
2013-04-26,"IHBAS",0.7,128.69,NA,272.66,11.85,1011.84,0,NA,NA,3
2013-04-27,"IHBAS",0.43,84.63,NA,41.74,116.84,1011.68,0,NA,NA,3
2013-04-28,"IHBAS",0.25,70,NA,39.61,109.23,1009.62,0,NA,NA,3
2013-04-29,"IHBAS",0.5,120.45,NA,35.74,113.34,1009.1,0,NA,NA,3
2013-04-30,"IHBAS",0.41,112.56,NA,55.43,118.74,1009.08,0,NA,NA,3
2013-05-01,"IHBAS",0.46,177.76,NA,28.58,117.29,1006.88,0,NA,NA,3
2013-05-02,"IHBAS",0.37,140.77,NA,29.22,113.42,1004.55,0,NA,NA,3
2013-05-03,"IHBAS",0.52,178.95,NA,32.19,119.24,1002.91,0,NA,NA,3
2013-05-04,"IHBAS",0.72,184.13,NA,37.09,124.19,1002.86,0,NA,NA,3
2013-05-05,"IHBAS",0.68,233.85,NA,35.08,96.81,1004.16,0,NA,NA,3
2013-05-06,"IHBAS",0.63,199.69,NA,46.5,94.44,1005.34,0,NA,NA,3
2013-05-07,"IHBAS",0.43,150.83,NA,45.48,96.09,1005.8,0,NA,NA,3
2013-05-08,"IHBAS",0.4,148.7,NA,41.28,109.5,1005.46,0,NA,NA,3
2013-05-09,"IHBAS",0.55,211.28,NA,34.54,110.54,1004.7,0,NA,NA,3
2013-05-10,"IHBAS",0.55,197.99,NA,36.57,89.45,1004.32,0,NA,NA,3
2013-05-11,"IHBAS",0.71,219.16,NA,41.49,97.79,1003.38,0,NA,NA,3
2013-05-12,"IHBAS",0.63,181.48,NA,47.46,97.18,1006.85,0,NA,NA,3
2013-05-13,"IHBAS",0.53,141.94,NA,48.64,115.54,1009.72,0,NA,NA,3
2013-05-14,"IHBAS",0.55,144.6,NA,42.06,112.7,1009.46,0,NA,NA,3
2013-05-15,"IHBAS",0.48,146.42,NA,38.5,114.6,1007.92,0,NA,NA,3
2013-05-16,"IHBAS",0.44,132.65,NA,37.78,118.23,1006.38,0,NA,NA,3
2013-05-17,"IHBAS",0.57,192.11,NA,36.72,124.32,1007.79,0,NA,NA,3
2013-05-18,"IHBAS",0.55,171.86,NA,39.55,120.84,1007.17,0,NA,NA,3
2013-05-19,"IHBAS",0.52,153.71,NA,32.67,122.62,1007.11,0,NA,NA,3
2013-05-20,"IHBAS",0.52,189.68,NA,31.87,123.61,1007.48,0,NA,NA,3
2013-05-21,"IHBAS",0.56,218.57,NA,33.16,116.91,1007.01,0,NA,NA,3
2013-05-22,"IHBAS",0.71,260.54,NA,29.2,132.68,1006.83,0,NA,NA,3
2013-05-23,"IHBAS",0.65,240.95,NA,30.86,130.39,1005.12,0,NA,NA,3
2013-05-24,"IHBAS",0.49,147.25,NA,36.82,128.62,1004.61,0,NA,NA,3
2013-05-25,"IHBAS",0.42,141.24,NA,36.54,124.93,1005.95,0,NA,NA,3
2013-05-26,"IHBAS",0.61,207.82,NA,35.8,121.47,1006.67,0,NA,NA,3
2013-05-27,"IHBAS",0.62,213.39,NA,44.74,99.28,1007.35,0,NA,NA,3
2013-05-28,"IHBAS",0.51,170.44,NA,46.17,111.53,1007.95,0,NA,NA,3
2013-05-29,"IHBAS",0.51,154.96,NA,36.85,122.53,1007.73,0,NA,NA,3
2013-05-30,"IHBAS",0.52,165.58,NA,36.22,124.92,1006.89,0,NA,NA,3
2013-05-31,"IHBAS",0.67,205.8,NA,48.01,121.48,1006.53,0,NA,NA,3
2013-06-01,"IHBAS",0.88,142.46,NA,59.27,122.6,1009.75,0,NA,NA,3
2013-06-02,"IHBAS",0.74,227.68,NA,60.15,116.37,1009.31,0,NA,NA,3
2013-06-03,"IHBAS",0.7,227.56,NA,58.73,108.19,1007.86,0,NA,NA,3
2013-06-04,"IHBAS",0.69,165.7,NA,54.84,117.27,1007.98,0,NA,NA,3
2013-06-05,"IHBAS",0.67,161.32,NA,49.91,113.08,1006.29,0,NA,NA,3
2013-06-06,"IHBAS",0.75,223.42,NA,66.53,106.46,1004.86,0,NA,NA,3
2013-06-07,"IHBAS",0.74,211.25,NA,69.7,128.14,1006.06,0,NA,NA,3
2013-06-08,"IHBAS",0.76,235.96,NA,69.38,129.63,1004.8,0,NA,NA,3
2013-06-09,"IHBAS",0.68,238.93,NA,67.56,115.11,1003.19,0,NA,NA,3
2013-06-10,"IHBAS",0.63,187.54,NA,60.63,128.12,1003.04,0,NA,NA,3
2013-06-11,"IHBAS",0.76,259.82,NA,68.42,73.24,1006.58,0,NA,NA,3
2013-06-12,"IHBAS",0.6,193.93,NA,65.64,117.41,1006.08,0,NA,NA,3
2013-06-13,"IHBAS",0.69,221.72,NA,83.24,48.63,1006.01,0,NA,NA,3
2013-06-14,"IHBAS",0.63,167.66,NA,78.11,105.01,1005.25,0,NA,NA,3
2013-06-15,"IHBAS",0.74,253.53,NA,76.45,132.12,1005.55,0,NA,NA,3
2013-06-16,"IHBAS",0.57,235.46,NA,94.35,62.49,1005.01,0,NA,NA,3
2013-06-18,"IHBAS",0.68,279.23,NA,91.27,48.18,1004.77,0,NA,NA,3
2013-06-19,"IHBAS",0.54,176.01,NA,81.23,198.74,1006.38,0,NA,NA,3
2013-06-20,"IHBAS",0.55,166.45,NA,64.86,320.21,1006.51,0,NA,NA,3
2013-06-21,"IHBAS",0.47,137.47,NA,54.57,158.87,1001.81,0,NA,NA,3
2013-06-22,"IHBAS",0.52,158.36,NA,55.24,207.18,1003.57,0,NA,NA,3
2013-06-23,"IHBAS",0.59,175.15,NA,70.84,140.53,1003.18,0,NA,NA,3
2013-06-24,"IHBAS",0.65,178.18,NA,72.08,235.42,1003.52,0,NA,NA,3
2013-06-25,"IHBAS",0.78,213.67,NA,84.91,126.93,1006.15,0,NA,NA,3
2013-06-26,"IHBAS",0.69,212.41,NA,88.88,31.61,1006.74,0,NA,NA,3
2013-06-27,"IHBAS",0.66,170.14,NA,81.26,143.3,1004.38,0,NA,NA,3
2013-06-28,"IHBAS",0.71,187.44,NA,81.01,156.18,1003.8,0,NA,NA,3
2013-06-29,"IHBAS",0.65,155.62,NA,74.55,132.47,1002.93,0,NA,NA,3
2013-06-30,"IHBAS",0.51,179.03,NA,74.39,175.31,1004.81,0,NA,NA,3
2013-07-01,"IHBAS",0.58,167.78,NA,71.28,166.8,1003.07,0,NA,NA,3
2013-07-02,"IHBAS",0.76,114.27,NA,75.32,153.66,1003.19,0,NA,NA,3
2013-07-03,"IHBAS",0.61,216.26,NA,82.25,124.59,1005.24,0,NA,NA,3
2013-07-04,"IHBAS",0.68,277.44,NA,83.82,155.41,1006.46,0,NA,NA,3
2013-07-05,"IHBAS",0.69,216.89,NA,88.67,145.58,1010.13,0,NA,NA,3
2013-07-06,"IHBAS",0.75,229.99,NA,91.35,141.19,1013.03,0,NA,NA,3
2013-07-07,"IHBAS",0.71,240.22,NA,95.95,96.48,1012.93,0,NA,NA,3
2013-07-08,"IHBAS",0.61,150.06,NA,91.58,106.26,1010.51,0,NA,NA,3
2013-07-09,"IHBAS",0.51,186.06,NA,83.77,158.61,1008.88,0,NA,NA,3
2013-07-10,"IHBAS",0.67,175.56,NA,85.38,125.06,1008,0,NA,NA,3
2013-07-11,"IHBAS",0.6,219.82,NA,79.4,167.92,1009.97,0,NA,NA,3
2013-07-12,"IHBAS",0.65,226.05,NA,92.7,98.38,1012.83,0,NA,NA,3
2013-07-13,"IHBAS",0.63,249.98,NA,82.78,145.48,1011.69,0,NA,NA,3
2013-07-14,"IHBAS",0.61,152.76,NA,82.14,147.36,1010.12,0,NA,NA,3
2013-07-15,"IHBAS",0.67,160.71,NA,84.43,163.16,1010.72,0,NA,NA,3
2013-07-16,"IHBAS",0.62,182.23,NA,88.1,103.88,1011.59,0,NA,NA,3
2013-07-17,"IHBAS",0.66,160.47,NA,89.8,120.55,1010.87,0,NA,NA,3
2013-07-18,"IHBAS",0.67,133.77,NA,90.17,73.1,1008.23,0,NA,NA,3
2013-07-19,"IHBAS",0.73,169.65,NA,89.56,83.11,1006.75,0,NA,NA,3
2013-07-20,"IHBAS",0.62,218.2,NA,97.58,29.42,1011.07,0,NA,NA,3
2013-07-21,"IHBAS",0.59,144.31,NA,92.57,128.6,1009.06,0,NA,NA,3
2013-07-22,"IHBAS",0.66,176.5,NA,94.94,97.9,1008.8,0,NA,NA,3
2013-07-23,"IHBAS",0.58,255.13,NA,90,137.59,1010.82,0,NA,NA,3
2013-07-24,"IHBAS",0.62,194.11,NA,92.8,90.02,1009.88,0,NA,NA,3
2013-07-25,"IHBAS",0.66,185.07,NA,95.32,116.59,1008.04,0,NA,NA,3
2013-07-26,"IHBAS",0.54,231.51,NA,89.6,115.52,1007.36,0,NA,NA,3
2013-07-27,"IHBAS",0.62,208.72,NA,92.51,163.47,1009.61,0,NA,NA,3
2013-07-28,"IHBAS",0.6,156.6,NA,83.75,172.93,1010.39,0,NA,NA,3
2013-07-29,"IHBAS",0.59,154.47,NA,87.83,112.36,1010.35,0,NA,NA,3
2013-07-30,"IHBAS",0.58,205.04,NA,91.13,71.37,1009.5,0,NA,NA,3
2013-07-31,"IHBAS",0.61,240.3,NA,88.07,73.31,1008.51,0,NA,NA,3
2013-08-01,"IHBAS",0.53,184.44,NA,88.91,91.1,1010.31,0,NA,NA,3
2013-08-02,"IHBAS",0.65,266.65,NA,85.47,150.15,1011.92,0,NA,NA,3
2013-08-02,"ITO",NA,NA,NA,NA,NA,NA,22.54,NA,NA,3
2013-08-03,"IHBAS",NA,NA,NA,NA,NA,NA,0,NA,NA,3
2013-08-03,"ITO",NA,NA,NA,NA,NA,NA,22.94,NA,NA,3
2013-08-04,"IHBAS",0.54,192.08,NA,72.16,150.77,1012.03,0,NA,NA,3
2013-08-04,"ITO",NA,NA,NA,NA,NA,NA,71.4,NA,NA,3
2013-08-05,"IHBAS",0.62,210.32,NA,88.64,53.43,1012.88,0,NA,NA,3
2013-08-05,"ITO",NA,NA,NA,NA,NA,NA,130.54,NA,NA,3
2013-08-06,"IHBAS",0.62,218.37,NA,96.44,73.43,1014.8,0,NA,NA,3
2013-08-06,"ITO",NA,NA,NA,NA,NA,NA,43.64,NA,NA,3
2013-08-07,"IHBAS",0.59,194.58,NA,96.58,68.57,1014.71,0,NA,NA,3
2013-08-07,"ITO",NA,NA,NA,NA,NA,NA,33.07,NA,NA,3
2013-08-08,"IHBAS",0.54,183.39,NA,94.92,82.63,1013.18,0,NA,NA,3
2013-08-08,"ITO",NA,NA,NA,NA,NA,NA,26.35,NA,NA,3
2013-08-09,"IHBAS",0.59,184.69,NA,97.54,57.37,1013.13,0,NA,NA,3
2013-08-09,"ITO",NA,NA,NA,NA,NA,NA,13.52,NA,NA,3
2013-08-10,"IHBAS",0.56,235.22,NA,90.11,123.53,1012.76,0,NA,NA,3
2013-08-10,"ITO",NA,NA,NA,NA,NA,NA,27.28,NA,NA,3
2013-08-11,"IHBAS",0.56,268.71,NA,92.34,102.53,1014.11,0,NA,NA,3
2013-08-11,"ITO",NA,NA,NA,NA,NA,NA,25,NA,NA,3
2013-08-12,"IHBAS",0.61,265.12,NA,92.75,83.71,1014.24,0,NA,NA,3
2013-08-12,"ITO",NA,NA,NA,NA,NA,NA,90.9,NA,NA,3
2013-08-13,"IHBAS",0.66,281.8,NA,92.29,93.12,1012.88,0,NA,NA,3
2013-08-13,"ITO",NA,NA,NA,NA,NA,NA,237.45,NA,NA,3
2013-08-14,"IHBAS",2.82,219.44,NA,90.89,123.81,1012.97,0,NA,NA,3
2013-08-14,"ITO",NA,NA,NA,NA,NA,NA,212.46,NA,NA,3
2013-08-15,"IHBAS",7.04,153.55,NA,95.81,88.76,1014.42,0,NA,NA,3
2013-08-15,"ITO",NA,NA,NA,NA,NA,NA,184.15,NA,NA,3
2013-08-16,"IHBAS",6.63,154.63,NA,96.46,69.74,1013.42,0,NA,NA,3
2013-08-16,"ITO",NA,NA,NA,NA,NA,NA,86.33,NA,NA,3
2013-08-17,"IHBAS",6.8,169.2,NA,95.75,92.92,1011.68,0,NA,NA,3
2013-08-17,"ITO",NA,NA,NA,NA,NA,NA,236.71,NA,NA,3
2013-08-18,"IHBAS",6.1,180.25,NA,93.22,114.8,1011.87,0,NA,NA,3
2013-08-18,"ITO",NA,NA,NA,NA,NA,NA,164.46,NA,NA,3
2013-08-19,"IHBAS",6.68,97.75,NA,92.87,104.81,1012.56,0,NA,NA,3
2013-08-19,"ITO",NA,NA,NA,NA,NA,NA,97.02,NA,NA,3
2013-08-20,"IHBAS",6.42,114.4,NA,94.88,93.39,1011.53,0,NA,NA,3
2013-08-20,"ITO",NA,NA,NA,NA,NA,NA,104.12,NA,NA,3
2013-08-21,"IHBAS",6.56,245.72,NA,96.28,136.53,1011.15,0,NA,NA,3
2013-08-21,"ITO",NA,NA,NA,NA,NA,NA,130.69,NA,NA,3
2013-08-22,"IHBAS",6.72,120.98,NA,90.23,173.28,1014.16,0,NA,NA,3
2013-08-22,"ITO",NA,NA,NA,NA,NA,NA,146.67,NA,NA,3
2013-08-23,"IHBAS",5.06,53.62,NA,90.54,154.87,1013.81,0,NA,NA,3
2013-08-23,"ITO",NA,NA,NA,NA,NA,NA,164.49,NA,NA,3
2013-08-24,"IHBAS",0.43,84.02,NA,86.52,183.46,1013.4,0,NA,NA,3
2013-08-24,"ITO",NA,NA,NA,NA,NA,NA,192.7,NA,NA,3
2013-08-25,"IHBAS",0.42,180.5,NA,90.09,83.64,1012.39,0,NA,NA,3
2013-08-25,"ITO",NA,NA,NA,NA,NA,NA,136.65,NA,NA,3
2013-08-26,"IHBAS",0.44,261.79,NA,81.71,118.75,1010.7,0,NA,NA,3
2013-08-26,"ITO",NA,NA,NA,NA,NA,NA,255.57,NA,NA,3
2013-08-27,"IHBAS",0.52,312.43,NA,78.66,156.42,1011.78,0,NA,NA,3
2013-08-27,"ITO",NA,NA,NA,NA,NA,NA,48.48,NA,NA,3
2013-08-28,"IHBAS",0.45,176.97,NA,76.38,120.91,1016.69,0,NA,NA,3
2013-08-28,"ITO",NA,NA,NA,NA,NA,NA,88.76,NA,NA,3
2013-08-29,"IHBAS",0.47,149.88,NA,79.79,89.27,1016.94,0,NA,NA,3
2013-08-29,"ITO",NA,NA,NA,NA,NA,NA,136.23,NA,NA,3
2013-08-30,"IHBAS",0.47,184.97,NA,89.03,52.99,1016.18,0,NA,NA,3
2013-08-30,"ITO",NA,NA,NA,NA,NA,NA,106.21,NA,NA,3
2013-08-31,"IHBAS",0.46,215.72,NA,87.17,67.07,1016,0,NA,NA,3
2013-08-31,"ITO",NA,NA,NA,NA,NA,NA,49.59,NA,NA,3
2013-09-01,"IHBAS",0.49,184.79,NA,75.56,126.79,1016.41,0,NA,NA,3
2013-09-01,"ITO",NA,NA,NA,NA,NA,NA,39.38,NA,NA,3
2013-09-02,"IHBAS",0.5,241.63,NA,69.33,119.34,1016.5,0,NA,NA,3
2013-09-02,"ITO",NA,NA,NA,NA,NA,NA,152.38,NA,NA,3
2013-09-03,"IHBAS",0.51,304.57,NA,66.19,122.38,1015.54,0,NA,NA,3
2013-09-03,"ITO",NA,NA,NA,NA,NA,NA,221.91,NA,NA,3
2013-09-04,"IHBAS",0.51,309.26,NA,65.55,119.63,1015.24,0,NA,NA,3
2013-09-04,"ITO",NA,NA,NA,NA,NA,NA,337.04,NA,NA,3
2013-09-05,"IHBAS",0.5,298.42,NA,62.78,123.45,1014.24,0,NA,NA,3
2013-09-05,"ITO",NA,NA,NA,NA,NA,NA,346.25,NA,NA,3
2013-09-06,"IHBAS",0.48,197.5,NA,66.41,116.25,1016.11,0,NA,NA,3
2013-09-06,"ITO",NA,NA,NA,NA,NA,NA,336.84,NA,NA,3
2013-09-07,"IHBAS",0.48,130.61,NA,68.57,118.42,1018.15,0,NA,NA,3
2013-09-07,"ITO",NA,NA,NA,NA,NA,NA,361.87,NA,NA,3
2013-09-08,"IHBAS",0.47,138.61,NA,74.38,98.36,1020.04,0,NA,NA,3
2013-09-08,"ITO",NA,NA,NA,NA,NA,NA,359.46,NA,NA,3
2013-09-09,"IHBAS",0.49,155.72,NA,70.02,93.35,1020.64,0,NA,NA,3
2013-09-09,"ITO",NA,NA,NA,NA,NA,NA,374.91,NA,NA,3
2013-09-10,"IHBAS",0.47,125.79,NA,70.15,112.45,1018.53,0,NA,NA,3
2013-09-10,"ITO",NA,NA,NA,NA,NA,NA,209.83,NA,NA,3
2013-09-11,"IHBAS",0.45,115.17,NA,69.43,98.87,1018.45,0,NA,NA,3
