"Date","Station","WS","WD","AT","RH","SR","BP","PM2.5","Temp","Aerosol_Type_Land","GC"
2016-08-19,"SHAD",0.69,159.49,NA,82.65,263.4,NA,0,31.5,1.78269591941267,4
2016-08-20,"AV",3.49,90.79,31.51,63.9,214.76,740,35.65,NA,1.94112223393045,3
2016-08-20,"IHBAS",0.93,59.68,31.42,68.22,263.73,1001.38,50.82,NA,1.94112223393045,3
2016-08-20,"PB ",1.48,118.68,29.74,60.36,93.06,738,0,NA,NA,0
2016-08-20,"RKP",2.34,147.74,29.06,63.48,122.59,734.08,0,NA,1.94112223393045,3
2016-08-20,"SHAD",1.68,139.49,NA,80.57,308.74,NA,0,31.74,1.94112223393045,4
2016-08-21,"AV",3.13,97.29,30.71,63.28,223.95,740,20.8,NA,1.97412943495401,3
2016-08-21,"IHBAS",0.93,65.92,30.39,67.45,272.51,1002.3,50.16,NA,1.97412943495401,3
2016-08-21,"PB ",1.68,139.42,28.63,61.46,99.92,738,0,NA,NA,0
2016-08-21,"RKP",1.78,144.27,27.9,65.1,132.96,733.38,0,NA,1.97412943495401,3
2016-08-21,"SHAD",1.65,160.9,NA,81.41,381.75,NA,0,30.81,1.97412943495401,4
2016-08-22,"AV",2.75,103.04,31.09,61.64,221.22,740,25.3,NA,1.98215423836839,3
2016-08-22,"AV",2.75,103.04,31.09,61.64,221.22,740,25.3,NA,1.75694273399015,3
2016-08-22,"IHBAS",0.95,73.74,30.64,67.76,242.73,1004.05,40.26,NA,1.75694273399015,3
2016-08-22,"IHBAS",0.95,73.74,30.64,67.76,242.73,1004.05,40.26,NA,1.98215423836839,3
2016-08-22,"PB ",1.48,145.27,28.62,59.52,97.01,738,0,NA,NA,0
2016-08-22,"RKP",1.24,154.72,28.2,63.3,127.49,733.41,0,NA,1.75694273399015,3
2016-08-22,"RKP",1.24,154.72,28.2,63.3,127.49,733.41,0,NA,1.98215423836839,3
2016-08-22,"SHAD",1.45,169.52,NA,80.38,343.65,NA,0,30.87,1.98215423836839,4
2016-08-22,"SHAD",1.45,169.52,NA,80.38,343.65,NA,0,30.87,1.75694273399015,4
2016-08-23,"AV",2.4,98.41,31.17,63.68,270.32,740,37.4,NA,1.98431438691179,3
2016-08-23,"AV",2.4,98.41,31.17,63.68,270.32,740,37.4,NA,1.86897064979767,3
2016-08-23,"AV",2.4,98.41,31.17,63.68,270.32,740,37.4,NA,1.89156724291859,3
2016-08-23,"IHBAS",0.96,64.01,30.62,71.92,136.05,1004.39,46.03,NA,1.86897064979767,3
2016-08-23,"IHBAS",0.96,64.01,30.62,71.92,136.05,1004.39,46.03,NA,1.98431438691179,3
2016-08-23,"IHBAS",0.96,64.01,30.62,71.92,136.05,1004.39,46.03,NA,1.89156724291859,3
2016-08-23,"PB ",1.22,135.43,28.94,61.69,82.65,738,0,NA,NA,0
2016-08-23,"RKP",1.06,156.75,28.33,65.24,107.05,734.1,0,NA,1.98431438691179,3
2016-08-23,"RKP",1.06,156.75,28.33,65.24,107.05,734.1,0,NA,1.89156724291859,3
2016-08-23,"RKP",1.06,156.75,28.33,65.24,107.05,734.1,0,NA,1.86897064979767,3
2016-08-23,"SHAD",1.11,159.12,NA,82.2,238.1,NA,0,31.18,1.89156724291859,4
2016-08-23,"SHAD",1.11,159.12,NA,82.2,238.1,NA,0,31.18,1.86897064979767,4
2016-08-23,"SHAD",1.11,159.12,NA,82.2,238.1,NA,0,31.18,1.98431438691179,4
2016-08-24,"AV",4.74,92.28,30.72,67.05,422.07,740,27.49,NA,1.75561893896178,3
2016-08-24,"IHBAS",0.92,42.9,29.29,77.77,124.02,1003.93,33.66,NA,1.75561893896178,3
2016-08-24,"PB ",1.5,99.58,27.21,68.81,68.59,740.71,0,NA,NA,0
2016-08-24,"RKP",2.77,148.82,26.98,69.32,108.15,734.05,0,NA,1.75561893896178,3
2016-08-24,"SHAD",1.42,125.43,NA,89.73,195.6,NA,0,29.63,1.75561893896178,4
2016-08-25,"AV",0.87,181.82,30.95,70.06,191.57,740,56.9,29.66,1.99702922499907,3
2016-08-25,"AV",0.87,181.82,30.95,70.06,191.57,740,56.9,29.66,1.91260810195721,3
2016-08-25,"IHBAS",0.95,99.47,30.22,77.05,198.29,1005.82,39.05,NA,1.99702922499907,3
2016-08-25,"IHBAS",0.95,99.47,30.22,77.05,198.29,1005.82,39.05,NA,1.91260810195721,3
2016-08-25,"PB ",0.92,142.26,28.39,70.12,78.88,738.01,0,27.33,NA,0
2016-08-25,"RKP",0.79,230.21,27.76,73.25,105.3,734.25,0,26.22,1.99702922499907,3
2016-08-25,"RKP",0.79,230.21,27.76,73.25,105.3,734.25,0,26.22,1.91260810195721,3
2016-08-25,"SHAD",0.98,166.05,NA,89.46,296.06,NA,0,30.4,1.99702922499907,4
2016-08-25,"SHAD",0.98,166.05,NA,89.46,296.06,NA,0,30.4,1.91260810195721,4
2016-08-26,"AV",0.74,206.02,31.85,66.46,249.86,740,57.78,31.85,1.94744111102586,3
2016-08-26,"IHBAS",0.91,172.56,30.6,75.81,208.57,1006.71,46.33,NA,1.94744111102586,3
2016-08-26,"PB ",0.71,131.91,28.21,70.86,132.14,738,0,28.21,NA,0
2016-08-26,"RKP",0.74,240.49,28.89,69.14,174.23,734.53,0,28.89,1.94744111102586,3
2016-08-26,"SHAD",0.7,161.94,NA,88.17,333.84,NA,0,30.54,1.94744111102586,4
2016-08-27,"IHBAS",0.94,60.97,30.5,70.52,254.48,1007.07,31.12,NA,1.94672905606047,3
2016-08-27,"SHAD",1.32,118.93,NA,83.15,335.84,NA,0,31.02,1.94672905606047,4
2016-08-28,"AV",2.43,167.4,33.67,58.34,247.54,740,48.58,NA,1.97637519687336,3
2016-08-28,"IHBAS",1.03,74.27,29.89,79.36,148.17,1005.92,41.22,NA,1.97637519687336,3
2016-08-28,"RKP",1.37,196.22,33.02,60.23,158.74,734.28,0,NA,1.97637519687336,3
2016-08-28,"SHAD",1.14,166.34,NA,84.69,342.33,NA,0,31.88,1.97637519687336,4
2016-08-29,"AV",1.38,166.86,29.84,71.9,182.55,740,64,NA,1.94910591471802,3
2016-08-29,"IHBAS",0.97,130.52,28.43,81.53,222.89,1001.77,32.97,NA,1.94910591471802,3
2016-08-29,"RKP",1.09,171.25,33.52,74.64,99.18,734.28,0,NA,1.94910591471802,3
2016-08-29,"SHAD",1.28,95.95,NA,92.56,308.79,NA,0,28.85,1.94910591471802,4
2016-08-30,"AV",0.81,160.19,28.99,73.9,186.41,740,55.77,NA,1.81909030620412,3
2016-08-30,"IHBAS",0.88,162.83,28.16,85.39,144.9,1000.47,42.09,NA,1.7110185591115,3
2016-08-30,"IHBAS",0.88,162.83,28.16,85.39,144.9,1000.47,42.09,NA,1.99993886409488,3
2016-08-30,"RKP",0.46,219.3,28.48,77.98,81.48,733.98,0,NA,1.7110185591115,3
2016-08-30,"RKP",0.46,219.3,28.48,77.98,81.48,733.98,0,NA,1.99993886409488,3
2016-08-30,"SHAD",0.61,190.21,NA,93.98,233.06,NA,0,28.73,1.7110185591115,4
2016-08-30,"SHAD",0.61,190.21,NA,93.98,233.06,NA,0,28.73,1.99993886409488,4
2016-08-31,"AV",1.63,108.3,27.13,79.2,153.68,740,29.89,NA,1.72447211347154,3
2016-08-31,"IHBAS",0.99,84.28,26.42,88.84,89.84,1001.38,34.65,NA,1.72447211347154,3
2016-08-31,"PB ",1.11,116.36,25.44,98.42,42.45,738,0,NA,NA,0
2016-08-31,"RKP",1.06,159.68,28.1,80.94,62.52,733.74,0,NA,1.72447211347154,3
2016-08-31,"SHAD",1.07,141.62,NA,95.5,217.49,NA,0,27.57,1.72447211347154,4
2016-09-01,"AV",1.08,166.01,27.87,77.73,199.24,740,40.62,NA,1.95735805330243,3
2016-09-01,"AV",1.08,166.01,27.87,77.73,199.24,740,40.62,NA,1.71106121484283,3
2016-09-01,"IHBAS",0.95,138.72,27.37,89.75,135.89,1000.97,83.3,NA,1.71106121484283,3
2016-09-01,"IHBAS",0.95,138.72,27.37,89.75,135.89,1000.97,83.3,NA,1.95735805330243,3
2016-09-01,"PB ",0.68,138.7,25.11,97.82,57.6,738,0,NA,NA,0
2016-09-01,"RKP",0.82,212.15,34.41,79.83,71.3,733.84,0,NA,1.71106121484283,3
2016-09-01,"RKP",0.82,212.15,34.41,79.83,71.3,733.84,0,NA,1.95735805330243,3
2016-09-01,"SHAD",0.83,128.03,NA,95.68,230.92,NA,0,27.19,1.95735805330243,4
2016-09-01,"SHAD",0.83,128.03,NA,95.68,230.92,NA,0,27.19,1.71106121484283,4
2016-09-02,"AV",1.48,274.72,30.35,69.87,205.6,740,54.84,NA,1.87792329279701,3
2016-09-02,"IHBAS",1.05,272.92,29.79,78.41,249.91,999.45,444.69,NA,1.87792329279701,3
2016-09-02,"PB ",1.51,94.41,27.57,92.51,95.57,738,0,NA,NA,0
2016-09-02,"RKP",1.37,245.08,36.06,71.32,121.81,734.33,0,NA,1.87792329279701,3
2016-09-03,"AV",1.71,278.77,30.87,59.77,215.56,740,58.74,NA,1.85682171883106,3
2016-09-03,"AV",1.71,278.77,30.87,59.77,215.56,740,58.74,NA,1.89791314156796,3
2016-09-03,"IHBAS",1.11,276.15,30.32,67.17,268.19,999,252.01,NA,1.85682171883106,3
2016-09-03,"IHBAS",1.11,276.15,30.32,67.17,268.19,999,252.01,NA,1.89791314156796,3
2016-09-03,"PB ",1.54,103.35,27.78,89.44,105.69,738,0,NA,NA,0
2016-09-03,"RKP",1.75,251.55,34.04,63.3,137.51,733.62,0,NA,1.85682171883106,3
2016-09-03,"RKP",1.75,251.55,34.04,63.3,137.51,733.62,0,NA,1.89791314156796,3
2016-09-04,"AV",1.49,266.03,31.38,59.37,211.55,740,81.54,NA,1.86440580045063,3
2016-09-04,"IHBAS",1.13,252.79,31.03,64.64,283.66,1001.35,42.29,NA,1.86440580045063,3
2016-09-04,"PB ",1.63,109.56,28.25,90.84,108.76,738,0,NA,NA,0
2016-09-04,"RKP",1.93,268.55,35.02,63.26,131.7,733.87,0,NA,1.86440580045063,3
2016-09-05,"AV",1.57,267.04,31.25,57.2,213.02,740,57.52,NA,1.96025626488264,3
2016-09-05,"IHBAS",1.14,259.77,30.88,62.28,275.92,1001.89,44.18,NA,1.96025626488264,3
2016-09-05,"PB ",1.75,102.19,28.1,91.53,117.96,738,0,NA,NA,0
2016-09-05,"RKP",2.07,260.8,34.31,60.26,135.35,733.67,0,NA,1.96025626488264,3
2016-09-05,"SHAD",1.53,288.7,NA,67.61,403.17,NA,0,32.5,1.96025626488264,4
2016-09-06,"AV",2.1,273.29,31.25,55.39,212.76,740,61.31,NA,1.97011117186076,3
2016-09-06,"IHBAS",1.17,260.36,30.88,60.19,271.52,1002.54,37.47,NA,1.97011117186076,3
2016-09-06,"PB ",1.9,94.84,29.36,87.43,118.01,738,0,NA,NA,0
2016-09-06,"RKP",2.16,256.85,32.03,59.03,131,733.68,0,NA,1.97011117186076,3
2016-09-06,"SHAD",1.71,286.84,NA,72.66,288.78,NA,0,30.68,1.97011117186076,4
2016-09-07,"AV",1.67,277.85,31.74,54.01,210.99,740,67.49,NA,1.9969229242146,3
2016-09-07,"AV",1.67,277.85,31.74,54.01,210.99,740,67.49,NA,1.83247785534112,3
2016-09-07,"IHBAS",1.1,272.9,31.23,59.69,258.62,1002.25,45.98,NA,1.9969229242146,3
2016-09-07,"IHBAS",1.1,272.9,31.23,59.69,258.62,1002.25,45.98,NA,1.83247785534112,3
2016-09-07,"PB ",1.53,95.59,28.33,89.59,109.36,738,0,NA,NA,0
2016-09-07,"RKP",1.69,251.68,27.95,58.21,128.04,733.89,0,NA,1.9969229242146,3
2016-09-07,"RKP",1.69,251.68,27.95,58.21,128.04,733.89,0,NA,1.83247785534112,3
2016-09-07,"SHAD",1.26,285.94,NA,70.64,266.47,NA,0,30.78,1.83247785534112,4
2016-09-07,"SHAD",1.26,285.94,NA,70.64,266.47,NA,0,30.78,1.9969229242146,4
2016-09-08,"AV",1.55,279.26,32.16,53.47,209.32,740,65.64,NA,1.88494388367333,3
2016-09-08,"AV",1.55,279.26,32.16,53.47,209.32,740,65.64,NA,1.84125871241803,3
2016-09-08,"IHBAS",1.1,284.46,31.85,58.73,270.02,1003.51,55.09,NA,1.84125871241803,3
2016-09-08,"IHBAS",1.1,284.46,31.85,58.73,270.02,1003.51,55.09,NA,1.88494388367333,3
2016-09-08,"PB ",1.85,88.51,28.65,88.91,136.45,738,0,NA,NA,0
2016-09-08,"RKP",1.62,253.33,28.56,55.72,133.1,733.83,0,NA,1.88494388367333,3
2016-09-08,"RKP",1.62,253.33,28.56,55.72,133.1,733.83,0,NA,1.97473007121525,3
2016-09-08,"RKP",1.62,253.33,28.56,55.72,133.1,733.83,0,NA,1.84125871241803,3
2016-09-08,"SHAD",1.03,273.42,NA,66.19,303.34,NA,0,31.33,1.84125871241803,4
2016-09-08,"SHAD",1.03,273.42,NA,66.19,303.34,NA,0,31.33,1.88494388367333,4
2016-09-09,"AV",1.44,277.82,32.53,52.28,209.53,740,80.69,NA,1.9067581603637,3
2016-09-09,"IHBAS",1.07,279.19,31.9,58.7,214.06,1004.15,61.91,NA,1.9067581603637,3
2016-09-09,"PB ",1.53,85.09,30.92,75.56,114.2,738,0,NA,NA,0
2016-09-09,"RKP",1.56,249.27,28.67,56.54,130.26,733.61,0,NA,1.9067581603637,3
2016-09-09,"SHAD",1.18,294.73,NA,65.22,346.85,NA,0,31.42,1.9067581603637,4
2016-09-10,"AV",1.54,273.16,32.26,51.02,207.16,740,56.26,NA,1.96989029798491,3
2016-09-10,"AV",1.54,273.16,32.26,51.02,207.16,740,56.26,NA,1.86531629791212,3
2016-09-10,"IHBAS",1.11,272.15,32.02,55.02,276.78,1003.32,58.54,NA,1.96989029798491,3
2016-09-10,"IHBAS",1.11,272.15,32.02,55.02,276.78,1003.32,58.54,NA,1.86531629791212,3
2016-09-10,"PB ",1.55,102.06,28.97,85.08,106.18,738,0,NA,NA,0
2016-09-10,"RKP",1.69,252.05,28.5,54.74,132.98,733.65,0,NA,1.96989029798491,3
2016-09-10,"RKP",1.69,252.05,28.5,54.74,132.98,733.65,0,NA,1.86531629791212,3
2016-09-10,"SHAD",1.38,293.94,NA,61.94,346.79,NA,0,31.24,1.86531629791212,4
2016-09-10,"SHAD",1.38,293.94,NA,61.94,346.79,NA,0,31.24,1.96989029798491,4
2016-09-11,"AV",1.13,264.44,32.43,51.09,207.16,740,61.08,NA,1.91519760966997,3
2016-09-11,"AV",1.13,264.44,32.43,51.09,207.16,740,61.08,NA,1.90629893312734,3
2016-09-11,"IHBAS",1.05,278.61,31.76,57.06,261.86,1002.63,65.76,NA,1.91519760966997,3
2016-09-11,"IHBAS",1.05,278.61,31.76,57.06,261.86,1002.63,65.76,NA,1.90629893312734,3
2016-09-11,"PB ",1.39,98.42,28.93,85.59,107.15,738,0,NA,NA,0
2016-09-11,"RKP",1.46,261.58,28.48,55.24,134.98,733.54,0,NA,1.90629893312734,3
2016-09-11,"RKP",1.46,261.58,28.48,55.24,134.98,733.54,0,NA,1.91519760966997,3
2016-09-11,"SHAD",1.23,247.03,NA,61.94,359.78,NA,0,31.24,1.90629893312734,4
2016-09-11,"SHAD",1.23,247.03,NA,61.94,359.78,NA,0,31.24,1.91519760966997,4
2016-09-12,"AV",1.32,255.83,32.14,51.36,208.54,740,54.19,NA,1.94957494180751,3
2016-09-12,"IHBAS",1.06,266.79,31.72,57.27,276.07,1003.22,66.78,NA,1.94957494180751,3
2016-09-12,"PB ",1.61,83.39,28.85,86.06,106.85,738,0,NA,NA,0
2016-09-12,"RKP",1.52,240.23,28.44,55.48,132.46,733.34,0,NA,1.94957494180751,3
2016-09-12,"SHAD",1.08,281.23,NA,62.11,308.67,NA,0,31.09,1.94957494180751,4
2016-09-13,"AV",1.44,177.26,32.2,56.63,203.27,740,70.48,NA,1.90000973931111,3
2016-09-13,"IHBAS",0.71,158.05,30.34,78.4,12.15,1004.85,71.66,NA,1.90000973931111,3
2016-09-13,"PB ",1.12,97.72,29.48,76.83,106.5,738,0,NA,NA,0
2016-09-13,"RKP",1.14,206.08,28.74,59.75,123.78,733.51,0,NA,1.90000973931111,3
2016-09-13,"SHAD",0.46,206.02,NA,78.38,151.19,NA,0,29.57,1.90000973931111,4
2016-09-14,"AV",1.33,123.36,31.04,60.09,202.42,740,50.06,NA,1.98811106973775,3
2016-09-14,"PB ",1.14,104.52,28.49,76.15,94.95,738,0,NA,NA,0
2016-09-14,"RKP",0.8,200.03,27.42,69.01,113.73,733.7,0,NA,1.98811106973775,3
2016-09-14,"SHAD",0.94,109.01,NA,68.09,352.8,NA,0,32.02,1.98811106973775,4
2016-09-15,"AV",0.84,194.31,32.58,55.15,201.91,740,90.91,NA,1.810855430255,3
2016-09-15,"AV",0.84,194.31,32.58,55.15,201.91,740,90.91,NA,1.9928822711282,3
2016-09-15,"IHBAS",0.99,285.7,33.11,55.03,185.37,1003.21,83.32,NA,1.810855430255,3
2016-09-15,"IHBAS",0.99,285.7,33.11,55.03,185.37,1003.21,83.32,NA,1.9928822711282,3
2016-09-15,"PB ",1.07,63.61,29.56,69.21,98.65,738,0,NA,NA,0
2016-09-15,"RKP",0.62,229.93,28.44,63.59,122.44,733.97,0,NA,1.810855430255,3
2016-09-15,"RKP",0.62,229.93,28.44,63.59,122.44,733.97,0,NA,1.9928822711282,3
2016-09-15,"SHAD",0.74,159.2,NA,68.73,274.51,NA,0,31.61,1.9928822711282,4
2016-09-15,"SHAD",0.74,159.2,NA,68.73,274.51,NA,0,31.61,1.810855430255,4
2016-09-16,"AV",0.81,180.15,32.63,54.05,202.76,740,88.1,NA,1.88800119094879,3
2016-09-16,"IHBAS",0.93,246.19,31.87,59.84,277.72,1003.3,69.83,NA,1.88800119094879,3
2016-09-16,"PB ",1.08,72.89,29.4,67.67,100.43,738,0,NA,NA,0
2016-09-16,"RKP",0.69,227.45,28.82,58.97,130.57,733.47,0,NA,1.88800119094879,3
2016-09-16,"SHAD",0.78,133.95,NA,66.76,403.97,NA,0,31.62,1.88800119094879,4
2016-09-17,"AV",0.77,166.44,32.41,55.81,196.33,740,101.88,NA,1.8604209008064,3
2016-09-17,"AV",0.77,166.44,32.41,55.81,196.33,740,101.88,NA,1.98912021490934,3
2016-09-17,"IHBAS",0.91,97.09,31.59,66.81,204.36,1002.27,67.24,NA,1.8604209008064,3
2016-09-17,"IHBAS",0.91,97.09,31.59,66.81,204.36,1002.27,67.24,NA,1.98912021490934,3
2016-09-17,"PB ",0.86,95.29,29.57,69.19,93.43,738,0,NA,NA,0
2016-09-17,"RKP",0.56,232.2,28.43,62.51,118.02,733.63,0,NA,1.8604209008064,3
2016-09-17,"RKP",0.56,232.2,28.43,62.51,118.02,733.63,0,NA,1.98912021490934,3
2016-09-17,"SHAD",0.81,107.28,NA,58.64,289.83,NA,0,33.11,1.8604209008064,4
2016-09-17,"SHAD",0.81,107.28,NA,58.64,289.83,NA,0,33.11,1.98912021490934,4
2016-09-18,"AV",1.44,111.32,32.21,53.54,197.28,740,95.12,NA,1.88229449148157,3
2016-09-18,"IHBAS",0.98,114.26,31.27,66.96,193.91,1003.76,73.34,NA,1.88229449148157,3
2016-09-18,"PB ",0.94,127.09,29.91,64.71,100.97,738,0,NA,NA,0
2016-09-18,"RKP",0.68,219.64,28.65,60.31,122.92,733.23,0,NA,1.88229449148157,3
2016-09-18,"SHAD",0.94,138.3,NA,63.2,258.09,NA,0,31.99,1.88229449148157,4
2016-09-19,"AV",1.19,126.06,32.82,52.24,226.1,740,79.31,NA,1.87223189415042,3
2016-09-19,"AV",1.19,126.06,32.82,52.24,226.1,740,79.31,NA,1.86198137171888,3
2016-09-19,"IHBAS",0.94,131.33,31.29,67.77,191.45,1002.93,70.78,NA,1.86198137171888,3
2016-09-19,"IHBAS",0.94,131.33,31.29,67.77,191.45,1002.93,70.78,NA,1.87223189415042,3
2016-09-19,"PB ",0.96,123.28,30,62.91,96.93,738,0,NA,NA,0
2016-09-19,"RKP",0.63,208.52,28.86,59.46,123.75,733.83,0,NA,1.87223189415042,3
2016-09-19,"RKP",0.63,208.52,28.86,59.46,123.75,733.83,0,NA,1.86198137171888,3
2016-09-19,"SHAD",0.81,138.46,NA,63.46,271.21,NA,0,31.88,1.87223189415042,4
2016-09-19,"SHAD",0.81,138.46,NA,63.46,271.21,NA,0,31.88,1.86198137171888,4
2016-09-20,"AV",0.87,101.74,33.5,47.26,127.06,740,122.92,NA,1.83386679170659,3
2016-09-20,"IHBAS",0.96,58.94,31.64,65.82,216.66,1001.64,72.47,NA,1.83386679170659,3
2016-09-20,"PB ",0.8,107.21,30.58,56.49,95,738,0,NA,NA,0
2016-09-20,"RKP",0.62,228.36,29.26,56.78,121.38,733.94,0,NA,1.83386679170659,3
2016-09-20,"SHAD",0.84,92.57,NA,55.28,249.27,NA,0,32.69,1.83386679170659,4
2016-09-21,"AV",2.03,98.38,32.14,57.03,194.04,740,102.24,NA,1.96975685362782,3
2016-09-21,"IHBAS",1,96.73,31.58,68.76,194.81,1003.86,82.36,NA,1.96975685362782,3
2016-09-21,"PB ",1.16,112.94,30.54,64.08,97.89,738,0,NA,NA,0
2016-09-21,"RKP",1.16,206.38,29.1,60.99,91.05,733.96,0,NA,1.96975685362782,3
2016-09-21,"SHAD",1.21,110.77,NA,62.06,159.26,NA,0,32.12,1.96975685362782,4
2016-09-22,"AV",2.87,93.25,28.45,67.14,182.62,740,35.3,NA,1.89356906388674,3
2016-09-22,"IHBAS",1.05,94,28.32,70.97,203.46,1007.19,51.2,NA,1.89356906388674,3
2016-09-22,"PB ",1.49,104.49,27.03,75.05,85.55,738,0,NA,NA,0
2016-09-22,"RKP",1.88,153.2,26.23,67.07,108.41,733.71,0,NA,1.89356906388674,3
2016-09-22,"SHAD",1.94,129.4,NA,86.44,240.17,NA,0,28.84,1.89356906388674,4
2016-09-23,"AV",1.49,118.92,30.53,60.69,204.26,740,69.69,NA,1.9922526118089,3
2016-09-23,"AV",1.49,118.92,30.53,60.69,204.26,740,69.69,NA,1.83086197087625,3
2016-09-23,"IHBAS",0.92,94.83,29.82,69.43,222.28,1003.93,44.03,NA,1.83086197087625,3
2016-09-23,"IHBAS",0.92,94.83,29.82,69.43,222.28,1003.93,44.03,NA,1.9922526118089,3
2016-09-23,"PB ",1.06,100.44,28.15,71.28,99.45,738,0,NA,NA,0
2016-09-23,"RKP",0.88,200.02,27.88,61.61,147.08,734,0,NA,1.9922526118089,3
2016-09-23,"RKP",0.88,200.02,27.88,61.61,147.08,734,0,NA,1.83086197087625,3
2016-09-23,"SHAD",0.9,112.72,NA,65.32,338.32,NA,0,31.96,1.9922526118089,4
2016-09-23,"SHAD",0.9,112.72,NA,65.32,338.32,NA,0,31.96,1.83086197087625,4
2016-09-24,"AV",1.7,115.1,30.69,59.51,199.76,740,55.99,NA,1.85524276859504,3
2016-09-24,"AV",1.7,115.1,30.69,59.51,199.76,740,55.99,NA,1.8083010394408,3
2016-09-24,"IHBAS",1.01,129.62,30.26,68.6,182.82,1002.6,43.01,NA,1.8083010394408,3
2016-09-24,"IHBAS",1.01,129.62,30.26,68.6,182.82,1002.6,43.01,NA,1.85524276859504,3
2016-09-24,"PB ",1.07,129.19,27.79,72.61,93.31,738.87,0,NA,NA,0
2016-09-24,"RKP",0.88,240.21,29,57.13,124.12,733.56,0,NA,1.8083010394408,3
2016-09-24,"RKP",0.88,240.21,29,57.13,124.12,733.56,0,NA,1.85524276859504,3
2016-09-25,"AV",1.24,127.31,30.84,58.76,196.97,740,61.17,NA,1.90836511669269,3
2016-09-25,"IHBAS",0.94,89.29,30.36,66.96,215.66,1003.24,45.97,NA,1.90836511669269,3
2016-09-25,"PB ",0.77,99.69,28.18,69.27,90.93,738,0,NA,NA,0
2016-09-25,"RKP",0.63,207.96,27.64,62.34,112.62,733.59,0,NA,1.90836511669269,3
2016-09-25,"SHAD",0.73,124.87,NA,74.24,243.79,NA,0,30.6,1.90836511669269,4
2016-09-26,"AV",1.23,108.72,31.17,58.56,196.66,740,107.42,NA,1.94279507603186,3
2016-09-26,"AV",1.23,108.72,31.17,58.56,196.66,740,107.42,NA,1.84649417341497,3
2016-09-26,"IHBAS",0.96,86.01,30.31,72.1,171.46,1004.91,74.12,NA,1.84649417341497,3
2016-09-26,"IHBAS",0.96,86.01,30.31,72.1,171.46,1004.91,74.12,NA,1.94279507603186,3
2016-09-26,"MM",NA,236.92,NA,69.54,20.66,736.69,0,NA,1.94279507603186,3
2016-09-26,"MM",NA,236.92,NA,69.54,20.66,736.69,0,NA,1.84649417341497,3
2016-09-26,"PB ",0.83,112.32,28.95,67.68,101.38,738,0,NA,NA,0
2016-09-26,"RKP",0.6,231.3,27.93,63.4,112.33,733.79,0,NA,1.84649417341497,3
2016-09-26,"RKP",0.6,231.3,27.93,63.4,112.33,733.79,0,NA,1.94279507603186,3
2016-09-26,"SHAD",0.81,128.7,NA,68.78,236.48,NA,0,31.27,1.94279507603186,4
2016-09-26,"SHAD",0.81,128.7,NA,68.78,236.48,NA,0,31.27,1.84649417341497,4
2016-09-27,"AV",1.31,154.03,32.02,57.36,252.39,740,64.54,NA,1.77119523530208,3
2016-09-27,"AV",1.31,154.03,32.02,57.36,252.39,740,64.54,NA,1.83141265521347,3
2016-09-27,"IHBAS",0.97,128.32,31.19,65.18,219.91,1005.28,70.32,NA,1.77119523530208,3
2016-09-27,"IHBAS",0.97,128.32,31.19,65.18,219.91,1005.28,70.32,NA,1.83141265521347,3
2016-09-27,"PB ",1.17,119.74,28.84,69.39,146.63,738,0,NA,NA,0
2016-09-27,"RKP",0.84,177.85,28.42,61.81,167.58,733.46,0,NA,1.77119523530208,3
2016-09-27,"RKP",0.84,177.85,28.42,61.81,167.58,733.46,0,NA,1.83141265521347,3
2016-09-27,"SHAD",0.91,129.83,NA,71.57,204.56,NA,0,31.18,1.83141265521347,4
2016-09-27,"SHAD",0.91,129.83,NA,71.57,204.56,NA,0,31.18,1.77119523530208,4
2016-09-28,"AV",1.23,124.98,33.3,47.66,131.94,740,118.07,32.8,1.93326947637292,3
2016-09-28,"IHBAS",0.96,142.69,31.87,63.66,226.7,1003.98,95.31,NA,1.93326947637292,3
2016-09-28,"MM",NA,261.82,NA,59.35,41.91,736.33,0,NA,1.93326947637292,3
2016-09-28,"PB ",1.05,65.61,30.84,59.62,33.96,738,0,NA,NA,0
2016-09-28,"RKP",0.59,179.57,29.88,51.17,54.97,733.61,0,NA,1.93326947637292,3
2016-09-28,"SHAD",0.79,129.59,NA,64.92,243.21,NA,0,31.98,1.93326947637292,4
2016-09-29,"AV",1.9,100.99,31.48,58.78,188.65,740,108.11,31.46,1.83398159307549,3
2016-09-29,"IHBAS",0.98,106.15,31.37,66.33,183.36,1004,93.99,NA,1.83398159307549,3
2016-09-29,"MM",NA,187.98,NA,65.88,105.74,736.45,0,NA,1.83398159307549,3
2016-09-29,"PB ",0.93,112.61,29.43,66.88,92.09,738,0,NA,NA,0
2016-09-29,"RKP",0.79,191.35,28.57,61.03,111.6,733.72,0,NA,1.83398159307549,3
2016-09-29,"SHAD",1,138.17,NA,67.18,285.97,NA,0,31.71,1.83398159307549,4
2016-09-30,"AV",0.91,138.28,31.68,57.99,159.48,740,112.45,NA,1.9800079002809,3
2016-09-30,"IHBAS",0.93,137.09,31.64,66.22,193.95,1004.12,87.08,NA,1.9800079002809,3
2016-09-30,"MM",NA,239.77,NA,66.48,108,736.53,0,NA,1.9800079002809,3
2016-09-30,"PB ",0.94,93.59,29.53,66.67,89.84,738,0,NA,NA,0
2016-09-30,"RKP",0.64,210.47,28.85,59.55,109.4,733.66,0,NA,1.9800079002809,3
