CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,
Time: 01:27:27 AM,,,,,,,,,,,,,,,,,,,,
Station,"Lodhi Road, New Delhi - IMD",,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene",,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T14:54:59Z 00:00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Lodhi Road, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,
 , ,,Lodhi Road , , , , ,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone
23-06-2017 00:00,24-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-06-2017 00:00,25-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-06-2017 00:00,26-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-06-2017 00:00,27-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-06-2017 00:00,28-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-06-2017 00:00,29-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-06-2017 00:00,30-06-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-06-2017 00:00,01-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-07-2017 00:00,02-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-07-2017 00:00,03-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-07-2017 00:00,04-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-07-2017 00:00,05-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-07-2017 00:00,06-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-07-2017 00:00,07-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-07-2017 00:00,08-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-07-2017 00:00,09-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-07-2017 00:00,10-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-07-2017 00:00,11-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-07-2017 00:00,12-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-07-2017 00:00,13-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-07-2017 00:00,14-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-07-2017 00:00,15-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-07-2017 00:00,16-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-07-2017 00:00,17-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-07-2017 00:00,18-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-07-2017 00:00,19-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-07-2017 00:00,20-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-07-2017 00:00,21-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-07-2017 00:00,22-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-07-2017 00:00,23-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-07-2017 00:00,24-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-07-2017 00:00,25-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-07-2017 00:00,26-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-07-2017 00:00,27-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-07-2017 00:00,28-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-07-2017 00:00,29-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-07-2017 00:00,30-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-07-2017 00:00,31-07-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
31-07-2017 00:00,01-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-08-2017 00:00,02-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-08-2017 00:00,03-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-08-2017 00:00,04-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-08-2017 00:00,05-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-08-2017 00:00,06-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-08-2017 00:00,07-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-08-2017 00:00,08-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-08-2017 00:00,09-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-08-2017 00:00,10-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-08-2017 00:00,11-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-08-2017 00:00,12-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-08-2017 00:00,13-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-08-2017 00:00,14-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-08-2017 00:00,15-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-08-2017 00:00,16-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-08-2017 00:00,17-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-08-2017 00:00,18-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-08-2017 00:00,19-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-08-2017 00:00,20-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-08-2017 00:00,21-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-08-2017 00:00,22-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-08-2017 00:00,23-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-08-2017 00:00,24-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-08-2017 00:00,25-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-08-2017 00:00,26-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-08-2017 00:00,27-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-08-2017 00:00,28-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-08-2017 00:00,29-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-08-2017 00:00,30-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-08-2017 00:00,31-08-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
31-08-2017 00:00,01-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-09-2017 00:00,02-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-09-2017 00:00,03-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-09-2017 00:00,04-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-09-2017 00:00,05-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-09-2017 00:00,06-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-09-2017 00:00,07-09-2017 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-09-2017 00:00,08-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08-09-2017 00:00,09-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-09-2017 00:00,10-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-09-2017 00:00,11-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-09-2017 00:00,12-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-09-2017 00:00,13-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-09-2017 00:00,14-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-09-2017 00:00,15-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-09-2017 00:00,16-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-09-2017 00:00,17-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-09-2017 00:00,18-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-09-2017 00:00,19-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-09-2017 00:00,20-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20-09-2017 00:00,21-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-09-2017 00:00,22-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-09-2017 00:00,23-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23-09-2017 00:00,24-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-09-2017 00:00,25-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-09-2017 00:00,26-09-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26-09-2017 00:00,27-09-2017 00:00,LODHI,,,0.91,0.55,20.48,,,,,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27-09-2017 00:00,28-09-2017 00:00,LODHI,0.01,,0.26,0.45,-13867.03,,,,,13.6,45.82,18.53,6.64,3.38,0.0,0.33,0.0,11.66
28-09-2017 00:00,29-09-2017 00:00,LODHI,0.01,,0.33,0.88,-6922.9,,,,,13.59,5.5,0.8,2.06,0.47,0.0,0.13,0.0,0.65
29-09-2017 00:00,30-09-2017 00:00,LODHI,0.04,,0.69,0.44,19.98,,,,,13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-09-2017 00:00,01-10-2017 00:00,LODHI,0.11,,1.37,0.52,21.67,,,,,13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-10-2017 00:00,02-10-2017 00:00,LODHI,0.18,0.0,2.26,0.38,-55532.74,28.39,569.75,986.97,,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-10-2017 00:00,03-10-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-10-2017 00:00,04-10-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04-10-2017 00:00,05-10-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05-10-2017 00:00,06-10-2017 00:00,LODHI,,,,,,,,,,,49.62,17.34,2.09,3.55,5.76,0.26,0.0,8.95
06-10-2017 00:00,07-10-2017 00:00,LODHI,,,,,,,,,,,30.82,1.84,4.04,2.09,4.21,0.26,0.0,1.19
07-10-2017 00:00,08-10-2017 00:00,LODHI,,,,,,,,,,,103.43,0.0,10.81,5.11,15.51,0.72,0.0,6.23
08-10-2017 00:00,09-10-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09-10-2017 00:00,10-10-2017 00:00,LODHI,,,,,,,,,,,16.8,9.19,2.96,1.64,3.02,0.12,0.0,0.75
10-10-2017 00:00,11-10-2017 00:00,LODHI,0.0,0.0,0.47,0.34,-15848.15,33.97,267.01,985.33,,13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-10-2017 00:00,12-10-2017 00:00,LODHI,0.01,0.0,0.33,0.23,22.69,44.63,215.04,986.85,,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-10-2017 00:00,13-10-2017 00:00,LODHI,0.01,0.0,0.4,0.1,24.66,37.07,251.08,985.65,,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-10-2017 00:00,14-10-2017 00:00,LODHI,0.06,0.0,1.56,0.07,-15846.93,32.84,301.29,983.72,,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-10-2017 00:00,15-10-2017 00:00,LODHI,0.01,0.0,0.51,0.13,25.73,32.94,291.42,983.73,,13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-10-2017 00:00,16-10-2017 00:00,LODHI,0.0,0.0,0.01,0.0,26.09,35.44,85.24,983.61,,13.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-10-2017 00:00,17-10-2017 00:00,LODHI,0.02,0.0,0.45,0.14,27.39,27.12,322.57,985.23,,13.43,37.86,18.45,7.87,2.09,7.45,0.43,0.0,1.24
17-10-2017 00:00,18-10-2017 00:00,LODHI,0.05,0.0,0.94,0.06,-7915.67,48.95,170.75,987.75,,13.55,108.44,55.68,25.88,5.58,26.24,1.56,0.0,4.81
18-10-2017 00:00,19-10-2017 00:00,LODHI,0.03,0.0,0.69,0.16,-13868.85,53.59,149.26,988.91,,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-10-2017 00:00,20-10-2017 00:00,LODHI,0.01,0.0,0.44,0.21,24.35,45.79,344.52,989.04,,13.6,181.03,90.74,13.49,6.68,18.88,1.08,0.0,9.77
20-10-2017 00:00,21-10-2017 00:00,LODHI,,,,,,,,,,,133.89,70.07,6.54,2.94,9.48,0.61,0.0,5.9
21-10-2017 00:00,22-10-2017 00:00,LODHI,,,,,,,,,,,211.58,102.23,18.79,6.34,24.39,1.54,0.0,12.94
22-10-2017 00:00,23-10-2017 00:00,LODHI,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-10-2017 00:00,24-10-2017 00:00,LODHI,,,,,,,,,,,34.69,12.02,5.62,2.4,8.75,0.18,0.0,2.46
24-10-2017 00:00,25-10-2017 00:00,LODHI,0.03,0.0,0.63,0.07,-16242.88,50.61,134.46,991.76,,13.52,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
25-10-2017 00:00,26-10-2017 00:00,LODHI,0.01,0.0,0.38,0.03,20.17,38.09,226.29,993.84,,13.54,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
26-10-2017 00:00,27-10-2017 00:00,LODHI,0.01,0.0,0.57,0.32,-20808.65,27.91,285.72,993.44,,13.58,30.59,13.59,1.61,1.48,29.69,0.07,0.0,1.42
27-10-2017 00:00,28-10-2017 00:00,LODHI,0.0,0.0,0.24,0.22,18.68,57.64,107.12,992.65,,13.59,53.63,27.06,0.65,3.62,22.78,0.18,0.0,2.65
28-10-2017 00:00,29-10-2017 00:00,LODHI,0.0,0.0,0.0,0.06,11.56,75.26,69.19,994.24,,13.59,62.37,30.43,0.0,4.17,20.02,0.16,0.0,3.31
29-10-2017 00:00,30-10-2017 00:00,LODHI,,,,,,,,,,,118.71,66.16,0.0,7.09,20.02,0.34,0.0,12.5
30-10-2017 00:00,31-10-2017 00:00,LODHI,0.0,0.0,0.35,0.43,22.1,36.24,174.39,993.45,,13.57,168.49,104.38,0.0,10.0,20.02,0.65,0.0,18.37
31-10-2017 00:00,01-11-2017 00:00,LODHI,0.0,0.0,0.08,0.06,21.95,37.23,218.76,992.43,,13.59,358.78,205.38,0.03,17.4,17.43,0.02,0.0,20.69
01-11-2017 00:00,02-11-2017 00:00,LODHI,0.03,0.0,0.95,0.16,23.4,35.45,270.43,993.5,,13.6,72.41,42.71,25.81,11.24,37.04,0.0,0.0,3.09
02-11-2017 00:00,03-11-2017 00:00,LODHI,0.01,0.0,0.62,0.14,-20819.3,37.98,218.73,992.17,,13.5,61.49,35.28,7.84,4.31,12.15,0.0,0.0,4.18
03-11-2017 00:00,04-11-2017 00:00,LODHI,0.0,0.0,0.49,0.18,-19588.77,40.49,209.49,992.84,,13.53,55.47,33.31,5.31,3.08,8.39,0.05,0.0,11.35
04-11-2017 00:00,05-11-2017 00:00,LODHI,,,,,,,,,,,292.83,186.12,39.35,13.77,54.31,0.16,298.24,31.33
05-11-2017 00:00,06-11-2017 00:00,LODHI,,,,,,,,,,,312.59,194.62,52.73,15.67,68.4,0.01,318.55,15.06
06-11-2017 00:00,07-11-2017 00:00,LODHI,,,,,,,,,,,294.03,178.04,51.69,15.99,67.68,0.06,318.02,18.24
07-11-2017 00:00,08-11-2017 00:00,LODHI,,,,,,,,,,,830.97,540.2,59.89,16.43,76.32,0.0,319.14,21.8
08-11-2017 00:00,09-11-2017 00:00,LODHI,,,,,,,,,,,1312.95,828.47,45.76,24.88,70.64,0.0,314.7,24.17
09-11-2017 00:00,10-11-2017 00:00,LODHI,,,,,,,,,,,922.26,538.49,62.24,20.45,82.7,0.0,319.16,29.22
10-11-2017 00:00,11-11-2017 00:00,LODHI,,,,,,,,,,,437.43,270.64,51.09,21.82,72.9,0.01,318.3,34.74
11-11-2017 00:00,12-11-2017 00:00,LODHI,,,,,,,,,,,536.43,347.47,83.9,18.82,102.73,0.01,318.52,20.55
12-11-2017 00:00,13-11-2017 00:00,LODHI,,,,,,,,,,,660.19,461.72,62.55,17.47,80.02,0.02,319.36,26.91
13-11-2017 00:00,14-11-2017 00:00,LODHI,,,,,,,,,,,516.11,337.9,49.1,15.6,64.71,0.0,297.57,23.69
14-11-2017 00:00,15-11-2017 00:00,LODHI,,,,,,,,,,,449.52,284.13,27.4,14.19,41.59,0.0,318.97,24.72
15-11-2017 00:00,16-11-2017 00:00,LODHI,,,,,,,,,,,338.01,206.87,19.47,12.16,31.63,0.0,318.92,21.25
16-11-2017 00:00,17-11-2017 00:00,LODHI,,,,,,,,,,,315.73,201.27,19.44,11.29,30.73,0.0,318.01,37.01
17-11-2017 00:00,18-11-2017 00:00,LODHI,,,,,,,,,,,248.72,162.4,17.35,12.01,29.36,0.0,318.29,17.98
18-11-2017 00:00,19-11-2017 00:00,LODHI,,,,,,,,,,,235.25,141.04,11.54,11.64,23.18,0.0,314.39,18.08
19-11-2017 00:00,20-11-2017 00:00,LODHI,,,,,,,,,,,213.78,131.79,9.67,10.26,19.93,0.0,318.62,26.45
20-11-2017 00:00,21-11-2017 00:00,LODHI,,,,,,,,,,,262.84,170.24,10.92,10.44,21.36,0.0,316.03,24.22
21-11-2017 00:00,22-11-2017 00:00,LODHI,,,,,,,,,,,280.8,177.9,15.42,10.9,26.32,0.0,315.55,24.05
22-11-2017 00:00,23-11-2017 00:00,LODHI,,,,,,,,,,,277.04,161.07,14.37,10.68,25.04,0.0,315.62,23.86
23-11-2017 00:00,24-11-2017 00:00,LODHI,,,,,,,,,,,279.7,168.77,25.03,16.84,41.93,0.0,319.16,24.25
24-11-2017 00:00,25-11-2017 00:00,LODHI,1.19,1.25,116.76,4.05,15.31,12.33,389.33,1417.5,,13.5,273.45,151.31,42.03,21.45,63.48,0.0,315.37,24.34
25-11-2017 00:00,26-11-2017 00:00,LODHI,,,,,,,,,,,291.68,169.25,44.18,21.39,65.56,0.01,317.04,25.47
26-11-2017 00:00,27-11-2017 00:00,LODHI,,,,,,,,,,,319.65,201.76,78.37,24.98,103.35,0.0,320.81,27.11
27-11-2017 00:00,28-11-2017 00:00,LODHI,,,,,,,,,,,313.39,163.06,54.71,22.22,76.94,0.02,317.6,28.64
28-11-2017 00:00,29-11-2017 00:00,LODHI,,,,,,,,,,,267.12,124.3,69.6,20.44,90.04,0.0,319.14,17.97
29-11-2017 00:00,30-11-2017 00:00,LODHI,0.23,0.87,28.03,3.68,17.4,15.76,268.94,1365.02,,13.55,343.3,182.44,104.46,22.29,126.75,0.01,316.14,25.85
30-11-2017 00:00,01-12-2017 00:00,LODHI,0.23,0.8,25.55,3.22,-66648.01,20.87,273.03,1287.93,,13.6,342.71,205.47,71.19,20.22,91.41,0.0,315.07,60.18
01-12-2017 00:00,02-12-2017 00:00,LODHI,0.3,0.34,29.33,3.91,12.52,34.85,163.47,1368.32,,13.56,274.98,147.13,59.54,18.72,60.32,0.0,312.55,19.17
02-12-2017 00:00,03-12-2017 00:00,LODHI,0.08,0.38,7.76,4.29,-27760.79,27.02,177.8,1424.78,,13.6,232.62,112.71,78.6,21.76,75.26,0.0,315.33,21.9
03-12-2017 00:00,04-12-2017 00:00,LODHI,0.06,0.32,8.62,3.8,18.41,29.19,174.67,1379.72,,13.59,355.78,215.67,94.41,22.43,116.83,0.06,316.29,19.64
04-12-2017 00:00,05-12-2017 00:00,LODHI,,,,,,,,,,,394.11,236.6,80.21,23.55,103.76,0.03,317.56,16.63
05-12-2017 00:00,06-12-2017 00:00,LODHI,0.0,0.0,0.0,4.71,15.58,48.41,27.98,1451.59,,13.6,379.08,229.69,48.85,20.23,69.09,1.81,316.99,16.47
06-12-2017 00:00,07-12-2017 00:00,LODHI,0.38,0.88,29.08,3.3,16.98,19.0,275.71,1294.29,,13.6,211.29,112.93,20.05,17.36,37.4,0.29,316.05,18.04
07-12-2017 00:00,08-12-2017 00:00,LODHI,,,,,,,,,,,172.65,78.45,18.89,17.45,36.33,0.22,314.12,20.14
08-12-2017 00:00,09-12-2017 00:00,LODHI,,,,,,,,,,,215.22,101.35,18.52,18.53,27.85,0.25,,22.5
09-12-2017 00:00,10-12-2017 00:00,LODHI,,,,,,,,,,,249.08,135.3,38.63,19.02,43.64,0.47,,23.46
10-12-2017 00:00,11-12-2017 00:00,LODHI,,,,,,,,,,,280.63,145.89,52.78,23.98,78.39,1.19,,12.26
11-12-2017 00:00,12-12-2017 00:00,LODHI,,,,,,,,,,,319.93,182.18,60.86,24.27,56.15,0.95,,14.27
12-12-2017 00:00,13-12-2017 00:00,LODHI,0.36,,3.6,0.2,9.65,65.0,63.92,997.33,,13.56,139.16,99.73,10.97,17.54,10.13,0.0,,14.43
13-12-2017 00:00,14-12-2017 00:00,LODHI,0.1,1.1,0.3,3.81,3.31,64.54,74.26,1006.67,,13.08,231.46,124.44,16.38,19.33,0.0,0.58,,19.91
14-12-2017 00:00,15-12-2017 00:00,LODHI,0.42,1.06,2.89,2.44,3.55,39.67,355.4,1024.75,,11.93,198.31,116.28,12.96,17.17,0.0,0.64,,15.73
15-12-2017 00:00,16-12-2017 00:00,LODHI,0.6,1.56,1.54,4.0,1.82,44.03,226.27,1015.93,,13.24,193.22,113.64,12.4,17.4,2.64,0.52,,15.14
16-12-2017 00:00,17-12-2017 00:00,LODHI,,,,,,,,,,,202.41,93.52,11.06,16.05,0.0,0.48,,16.87
17-12-2017 00:00,18-12-2017 00:00,LODHI,,,,,,,,,,,190.47,137.8,9.99,15.51,12.98,0.2,,12.54
18-12-2017 00:00,19-12-2017 00:00,LODHI,,,,,,,,,,,154.65,104.8,9.02,15.73,14.32,0.59,,21.98
19-12-2017 00:00,20-12-2017 00:00,LODHI,0.23,1.0,0.96,2.12,7.22,51.3,223.83,1008.81,,12.85,209.7,159.89,15.83,17.13,0.0,0.83,,15.71
20-12-2017 00:00,21-12-2017 00:00,LODHI,0.33,1.5,0.29,2.76,12.33,60.93,163.5,1029.8,,12.52,393.35,320.99,28.69,18.34,0.0,1.24,,13.31
21-12-2017 00:00,22-12-2017 00:00,LODHI,0.52,1.17,0.64,3.79,9.33,58.54,220.94,1021.33,,13.15,452.21,339.25,20.73,18.2,0.0,1.47,,17.83
22-12-2017 00:00,23-12-2017 00:00,LODHI,0.86,1.14,1.34,3.65,11.19,46.7,216.39,1014.58,,12.38,228.05,149.19,14.98,17.54,7.12,0.87,,17.59
23-12-2017 00:00,24-12-2017 00:00,LODHI,0.77,1.21,3.33,3.42,12.83,23.46,284.31,1042.86,,12.65,167.99,93.48,16.72,16.93,0.0,0.76,,18.0
24-12-2017 00:00,25-12-2017 00:00,LODHI,0.82,1.07,0.39,3.25,14.66,22.26,285.59,1007.33,,12.88,269.92,168.83,50.41,20.41,0.0,1.69,,18.56
25-12-2017 00:00,26-12-2017 00:00,LODHI,0.86,1.36,1.06,4.3,10.95,48.71,156.5,1062.33,,12.87,336.15,225.62,49.25,19.63,0.0,2.17,,17.83
26-12-2017 00:00,27-12-2017 00:00,LODHI,,,,,,,,,,,301.11,192.79,33.35,18.4,3.45,1.35,,17.82
27-12-2017 00:00,28-12-2017 00:00,LODHI,,,,,,,,,,,270.12,171.78,46.88,21.1,0.0,1.7,,16.64
28-12-2017 00:00,29-12-2017 00:00,LODHI,,,,,,,,,,,376.21,247.73,43.5,13.38,0.02,3.03,,19.38
29-12-2017 00:00,30-12-2017 00:00,LODHI,,,,,,,,,,,318.19,190.76,7.26,11.62,0.0,1.4,0.0,13.1
30-12-2017 00:00,31-12-2017 00:00,LODHI,,,,,,,,,,,401.01,276.86,6.88,8.48,0.07,2.62,,17.93
31-12-2017 00:00,01-01-2018 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-01-2018 00:00,02-01-2018 00:00,LODHI,,,,,,,,,,,386.28,325.32,6.73,8.49,0.13,1.84,,23.15
 , ,,, , , , ,,, , , , ,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
