CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,
Time: 11:00:03 PM,,,,,,,,,,,,,,,,,,,,,
Station,"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene",,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:28:59Z 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,,
 , ,,East Arjun Nagar , , , , ,,,,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene
14-06-2017 00:00,15-06-2017 00:00,EAN,,,,,,,,27.8,34.98,,12.93,,,,,,,5.99,6.05
15-06-2017 00:00,16-06-2017 00:00,EAN,,,,,,,,26.93,24.22,,39.54,,,,,,,7.44,3.36
16-06-2017 00:00,17-06-2017 00:00,EAN,,,,,,,,,26.01,,51.92,,,,,,,7.99,3.72
17-06-2017 00:00,18-06-2017 00:00,EAN,,,,,,,,,31.77,,36.01,,,,,,,5.94,3.85
18-06-2017 00:00,19-06-2017 00:00,EAN,,,,,,,,,26.78,,29.99,,,,,,,3.87,3.73
19-06-2017 00:00,20-06-2017 00:00,EAN,,,,,,,,,31.44,,30.55,,,,,,,4.8,3.69
20-06-2017 00:00,21-06-2017 00:00,EAN,,,,,,,,,23.55,,36.35,,,,,,,6.12,4.05
21-06-2017 00:00,22-06-2017 00:00,EAN,,,,,,,,,33.04,,34.19,,,,,,,8.31,3.95
22-06-2017 00:00,23-06-2017 00:00,EAN,,,,,,,,,31.89,,39.63,,,,,,,7.6,3.93
23-06-2017 00:00,24-06-2017 00:00,EAN,,,,,,,,,24.44,,47.9,,,,,,,7.06,3.81
24-06-2017 00:00,25-06-2017 00:00,EAN,,,,,,,,,30.65,,78.36,,,,,,,12.32,3.97
25-06-2017 00:00,26-06-2017 00:00,EAN,,,,,,,,,29.68,,52.17,,,,,,,13.25,3.78
26-06-2017 00:00,27-06-2017 00:00,EAN,,,,,,,,,20.69,,52.3,,,,,,,7.98,3.72
27-06-2017 00:00,28-06-2017 00:00,EAN,,,,,,,,,21.19,,42.71,,,,,,,9.41,3.71
28-06-2017 00:00,29-06-2017 00:00,EAN,,,,,,,,,23.26,,30.14,,,,,,,4.78,3.59
29-06-2017 00:00,30-06-2017 00:00,EAN,,,,,,,,,24.03,,25.51,,,,,,,6.36,3.37
30-06-2017 00:00,01-07-2017 00:00,EAN,,,,,,,,,35.24,,17.99,,,,,,,6.26,3.7
01-07-2017 00:00,02-07-2017 00:00,EAN,,,,,,,,,32.67,,31.93,,,,,,,12.86,3.93
02-07-2017 00:00,03-07-2017 00:00,EAN,,,,,,,,,26.82,,23.3,,,,,,,11.94,3.82
03-07-2017 00:00,04-07-2017 00:00,EAN,,,,,,,,,25.97,,35.93,,,,,,,7.39,3.75
04-07-2017 00:00,05-07-2017 00:00,EAN,,,,,,,,,25.36,,25.22,,,,,,,2.09,3.6
05-07-2017 00:00,06-07-2017 00:00,EAN,,,,,,,,,22.16,,22.42,,,,,,,2.11,3.54
06-07-2017 00:00,07-07-2017 00:00,EAN,,,,,,,,,28.71,,38.13,,,,,,,10.16,3.71
07-07-2017 00:00,08-07-2017 00:00,EAN,,,,,,,,,22.69,,35.99,,,,,,,10.3,3.66
08-07-2017 00:00,09-07-2017 00:00,EAN,,,,,,,,,24.9,,34.29,,,,,,,2.88,3.68
09-07-2017 00:00,10-07-2017 00:00,EAN,,,,,,,,,33.17,,27.99,,,,,,,4.82,3.75
10-07-2017 00:00,11-07-2017 00:00,EAN,,,,,,,,,20.01,,24.54,,,,,,,3.55,3.61
11-07-2017 00:00,12-07-2017 00:00,EAN,,,,,,,,,30.26,,30.87,,,,,,,7.62,3.7
12-07-2017 00:00,13-07-2017 00:00,EAN,,,,,,,,,24.75,,26.34,,,,,,,9.45,3.6
13-07-2017 00:00,14-07-2017 00:00,EAN,,,,,,,,,25.01,,25.88,,,,,,,18.9,3.55
14-07-2017 00:00,15-07-2017 00:00,EAN,,,,,,,,,23.51,,31.19,,,,,,,14.52,3.57
15-07-2017 00:00,16-07-2017 00:00,EAN,,,,,,,,,22.23,,33.95,,,,,,,7.51,3.6
16-07-2017 00:00,17-07-2017 00:00,EAN,,,,,,,,,20.66,,33.84,,,,,,,8.94,3.63
17-07-2017 00:00,18-07-2017 00:00,EAN,,,,,,,,,29.87,,23.37,,,,,,,15.16,3.93
18-07-2017 00:00,19-07-2017 00:00,EAN,,,,,,,,,22.3,,37.01,,,,,,,12.97,3.75
19-07-2017 00:00,20-07-2017 00:00,EAN,,,,,,,,,28.06,,39.53,,,,,,,8.69,3.83
20-07-2017 00:00,21-07-2017 00:00,EAN,,,,,,,,,31.61,,22.05,,,,,,,4.18,3.54
21-07-2017 00:00,22-07-2017 00:00,EAN,,,,,,,,,17.89,,37.41,,,,,,,16.94,3.67
22-07-2017 00:00,23-07-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-07-2017 00:00,24-07-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-07-2017 00:00,25-07-2017 00:00,EAN,,,,,,,,,21.72,,27.01,,,,,,,5.73,3.55
25-07-2017 00:00,26-07-2017 00:00,EAN,,,,,,,,,21.08,,21.64,,,,,,,11.0,3.47
26-07-2017 00:00,27-07-2017 00:00,EAN,,,,,,,,,22.68,,26.39,,,,,,,8.06,3.53
27-07-2017 00:00,28-07-2017 00:00,EAN,,,,,,,,,23.08,,25.43,,,,,,,12.04,3.64
28-07-2017 00:00,29-07-2017 00:00,EAN,,,,,,,,,27.18,,23.2,,,,,,,24.02,3.75
29-07-2017 00:00,30-07-2017 00:00,EAN,,,,,,,,,17.94,,28.12,,,,,,,4.82,3.46
30-07-2017 00:00,31-07-2017 00:00,EAN,,,,,,,,,15.65,,27.16,,,,,,,3.01,3.43
31-07-2017 00:00,01-08-2017 00:00,EAN,,,,,,,,,25.28,,18.57,,,,,,,5.22,3.68
01-08-2017 00:00,02-08-2017 00:00,EAN,,,,,,,,,21.64,,20.79,,,,,,,1.44,3.62
02-08-2017 00:00,03-08-2017 00:00,EAN,,,,,,,,,22.04,,18.12,,,,,,,1.81,3.52
03-08-2017 00:00,04-08-2017 00:00,EAN,,,,,,,,,18.63,,21.12,,,,,,,1.48,3.59
04-08-2017 00:00,05-08-2017 00:00,EAN,,,,,,,,,22.84,,24.07,,,,,,,4.56,3.61
05-08-2017 00:00,06-08-2017 00:00,EAN,,,,,,,,,25.21,,37.09,,,,,,,3.4,3.07
06-08-2017 00:00,07-08-2017 00:00,EAN,,,,,,,,,27.97,,27.77,,,,,,,6.31,2.51
07-08-2017 00:00,08-08-2017 00:00,EAN,,,,,,,,,27.14,,24.65,,,,,,,9.2,3.04
08-08-2017 00:00,09-08-2017 00:00,EAN,,,,,,,,,24.71,,30.28,,,,,,,8.65,3.94
09-08-2017 00:00,10-08-2017 00:00,EAN,,,,,,,,,33.64,,32.5,,,,,,,6.51,4.25
10-08-2017 00:00,11-08-2017 00:00,EAN,,,,,,,,,29.16,,30.68,,,,,,,2.87,3.95
11-08-2017 00:00,12-08-2017 00:00,EAN,,,,,,,,,15.64,,30.9,,,,,,,1.55,3.81
12-08-2017 00:00,13-08-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
13-08-2017 00:00,14-08-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
14-08-2017 00:00,15-08-2017 00:00,EAN,,,,,,,,,22.84,,46.73,,,,,,,1.87,3.99
15-08-2017 00:00,16-08-2017 00:00,EAN,,,,,,,,,18.33,,33.7,,,,,,,1.29,3.79
16-08-2017 00:00,17-08-2017 00:00,EAN,,,,,,,,,22.76,,39.01,,,,,,,2.26,3.86
17-08-2017 00:00,18-08-2017 00:00,EAN,,,,,,,,,20.12,,35.08,,,,,,,2.11,3.87
18-08-2017 00:00,19-08-2017 00:00,EAN,,,,,,,,,23.45,,37.49,,,,,,,4.34,3.89
19-08-2017 00:00,20-08-2017 00:00,EAN,,,,,,,,,26.61,,21.94,,,,,,,14.43,3.92
20-08-2017 00:00,21-08-2017 00:00,EAN,,,,,,,,,19.4,,28.31,,,,,,,6.62,3.77
21-08-2017 00:00,22-08-2017 00:00,EAN,,,,,,,,,17.61,,31.59,,,,,,,3.18,3.73
22-08-2017 00:00,23-08-2017 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-08-2017 00:00,24-08-2017 00:00,EAN,,,,,,,,,42.13,,17.0,,,,,,,4.02,3.95
24-08-2017 00:00,25-08-2017 00:00,EAN,,,,,,,,,23.98,,21.36,,,,,,,4.26,3.7
25-08-2017 00:00,26-08-2017 00:00,EAN,,,,,,,,,26.7,,38.14,,,,,,,7.09,3.99
26-08-2017 00:00,27-08-2017 00:00,EAN,,,,,,,,,24.77,,26.37,,,,,,,16.3,4.0
27-08-2017 00:00,28-08-2017 00:00,EAN,,,,,,,,,22.92,,34.07,,,,,,,18.35,4.23
28-08-2017 00:00,29-08-2017 00:00,EAN,,,,,,,,,19.85,,23.85,,,,,,,18.32,4.14
29-08-2017 00:00,30-08-2017 00:00,EAN,,,,,,,,,22.44,,20.94,,,,,,,18.77,3.91
30-08-2017 00:00,31-08-2017 00:00,EAN,,,,,,,,,23.36,,25.83,,,,,,,9.75,3.72
31-08-2017 00:00,01-09-2017 00:00,EAN,,,,,,,,,29.14,,20.43,,,,,,,5.75,3.8
01-09-2017 00:00,02-09-2017 00:00,EAN,,,,,,,,,28.69,,20.77,,,,,,,1.83,3.82
02-09-2017 00:00,03-09-2017 00:00,EAN,,,,,,,,,27.36,,18.87,,,,,,,2.47,3.96
03-09-2017 00:00,04-09-2017 00:00,EAN,,,,,,,,,23.69,,27.74,,,,,,,3.14,3.81
04-09-2017 00:00,05-09-2017 00:00,EAN,,,,,,,,,27.42,,26.41,,,,,,,3.19,3.89
05-09-2017 00:00,06-09-2017 00:00,EAN,,,,,,,,,25.52,,32.91,,,,,,,2.16,3.8
06-09-2017 00:00,07-09-2017 00:00,EAN,,,,,,,,,28.78,,28.02,,,,,,,2.36,3.76
07-09-2017 00:00,08-09-2017 00:00,EAN,,,,,,,,,31.62,,37.17,,,,,,,6.32,3.96
08-09-2017 00:00,09-09-2017 00:00,EAN,,,,,,,,,28.58,,40.17,,,,,,,7.03,4.02
09-09-2017 00:00,10-09-2017 00:00,EAN,,,,,,,,,28.25,,38.23,,,,,,,2.23,3.97
10-09-2017 00:00,11-09-2017 00:00,EAN,,,,,,,,,29.37,,44.5,,,,,,,9.78,3.93
11-09-2017 00:00,12-09-2017 00:00,EAN,,,,,,,,,28.55,,41.56,,,,,,,8.12,3.96
12-09-2017 00:00,13-09-2017 00:00,EAN,,,,,,,,,23.69,,37.18,,,,,,,4.56,3.92
13-09-2017 00:00,14-09-2017 00:00,EAN,,,,,,,,,24.76,,44.92,,,,,,,4.64,3.86
14-09-2017 00:00,15-09-2017 00:00,EAN,,,,,,,,,20.28,,50.67,,,,,,,15.47,3.93
15-09-2017 00:00,16-09-2017 00:00,EAN,,,,,,,,,19.03,,52.3,,,,,,,9.22,3.93
16-09-2017 00:00,17-09-2017 00:00,EAN,,,,,,,,,37.38,,46.27,,,,,,,8.26,4.09
17-09-2017 00:00,18-09-2017 00:00,EAN,,,,,,,,,39.25,,37.93,,,,,,,5.58,3.93
18-09-2017 00:00,19-09-2017 00:00,EAN,,,,,,,,,34.12,,52.62,,,,,,,7.2,3.89
19-09-2017 00:00,20-09-2017 00:00,EAN,,,,,,,,,32.93,,72.03,,,,,,,16.64,3.98
20-09-2017 00:00,21-09-2017 00:00,EAN,,,,,,,,,40.85,,58.99,,,,,,,18.31,4.07
21-09-2017 00:00,22-09-2017 00:00,EAN,,,,,,,,,31.69,,34.71,,,,,,,10.97,3.76
22-09-2017 00:00,23-09-2017 00:00,EAN,,,,,,,,,30.6,,19.44,,,,,,,11.4,3.61
23-09-2017 00:00,24-09-2017 00:00,EAN,,,,,,,,,28.76,,21.06,,,,,,,3.6,3.77
24-09-2017 00:00,25-09-2017 00:00,EAN,,,,,,,,,29.53,,36.82,,,,,,,2.7,3.81
25-09-2017 00:00,26-09-2017 00:00,EAN,,,,,,,,,46.46,,71.96,,,,,,,4.3,4.21
26-09-2017 00:00,27-09-2017 00:00,EAN,,,,,,,,,50.31,,91.3,,,,,313.67,,4.5,4.09
27-09-2017 00:00,28-09-2017 00:00,EAN,,,,,,,,,58.36,,109.61,,,,,,,9.11,4.14
28-09-2017 00:00,29-09-2017 00:00,EAN,,,,,,,,,80.22,,103.71,,,,,,,9.53,4.09
29-09-2017 00:00,30-09-2017 00:00,EAN,,,,,,,,,39.03,,45.3,,,,,30.0,,7.01,4.17
30-09-2017 00:00,01-10-2017 00:00,EAN,,,,,,,,,52.01,,26.13,,,,,,,9.5,4.06
01-10-2017 00:00,02-10-2017 00:00,EAN,,,,,,,,,46.53,,61.53,,,,,347.74,,4.27,3.97
02-10-2017 00:00,03-10-2017 00:00,EAN,,,,,,,,,54.92,,57.47,,,,,43.0,,6.08,4.01
03-10-2017 00:00,04-10-2017 00:00,EAN,,,,,,,,,53.68,,63.6,,,,,,,6.29,3.95
04-10-2017 00:00,05-10-2017 00:00,EAN,,,,,,,,,51.77,,67.89,,,,,,,7.35,4.04
05-10-2017 00:00,06-10-2017 00:00,EAN,,,,,,,,,31.33,,77.56,,,,,,,11.76,4.05
06-10-2017 00:00,07-10-2017 00:00,EAN,,,,,,,,,41.68,,76.99,,,,,804.69,,10.73,4.02
07-10-2017 00:00,08-10-2017 00:00,EAN,,,,,,,,,46.56,,76.34,,,,,742.89,,11.17,4.0
08-10-2017 00:00,09-10-2017 00:00,EAN,,,,,,,,,42.18,,82.79,,,,,646.81,,19.32,3.81
09-10-2017 00:00,10-10-2017 00:00,EAN,,,,,,,,,68.14,,88.55,,,,,507.11,,29.09,4.0
10-10-2017 00:00,11-10-2017 00:00,EAN,,,,,,,,,67.62,,83.19,,,,,596.55,,27.6,4.04
11-10-2017 00:00,12-10-2017 00:00,EAN,,,,,,,,,65.69,,63.99,,,,,561.61,,16.95,4.05
12-10-2017 00:00,13-10-2017 00:00,EAN,,,,,,,,,90.45,,44.61,,,,,587.14,,12.6,4.95
13-10-2017 00:00,14-10-2017 00:00,EAN,,,,,,,,,89.91,,42.46,,,,,584.05,,8.26,4.88
14-10-2017 00:00,15-10-2017 00:00,EAN,,,,,,,,,105.74,,40.15,,,,,622.63,,11.6,5.52
15-10-2017 00:00,16-10-2017 00:00,EAN,,,,,,,,,84.14,,52.06,,,,,568.87,,10.99,5.1
16-10-2017 00:00,17-10-2017 00:00,EAN,,,,,,,,,88.4,,50.37,,,,,601.84,,13.88,4.96
17-10-2017 00:00,18-10-2017 00:00,EAN,,,,,,,,,82.83,,49.25,,,,,606.31,,11.42,4.9
18-10-2017 00:00,19-10-2017 00:00,EAN,,,,,,,,,72.82,,44.52,,,,,564.04,,15.24,4.73
19-10-2017 00:00,20-10-2017 00:00,EAN,,,,,,,,,61.97,,47.38,,,,,510.13,,21.18,4.67
20-10-2017 00:00,21-10-2017 00:00,EAN,,,,,,,,,77.36,,53.83,,,,,479.41,,26.59,4.96
21-10-2017 00:00,22-10-2017 00:00,EAN,,,,,,,,,75.05,,52.37,,,,,553.76,,12.55,5.15
22-10-2017 00:00,23-10-2017 00:00,EAN,,,,,,,,,,,,,,,,477.98,,,
23-10-2017 00:00,24-10-2017 00:00,EAN,,,,,,,,,100.97,,53.03,,,,,450.28,,26.19,4.75
24-10-2017 00:00,25-10-2017 00:00,EAN,,,,,,,,,94.61,,41.48,,,,,531.83,,13.5,5.36
25-10-2017 00:00,26-10-2017 00:00,EAN,,,,,,,,,95.04,,44.59,,,,,496.55,,8.91,5.28
26-10-2017 00:00,27-10-2017 00:00,EAN,,,,26.0,41.9,988.9,474.6,,91.0,,47.12,,28.9,,,530.51,0.6,24.01,4.57
27-10-2017 00:00,28-10-2017 00:00,EAN,,,,,,,,,74.27,,45.89,,,,,517.0,,29.23,0.97
28-10-2017 00:00,29-10-2017 00:00,EAN,,,,,,,,,67.3,,44.5,,,,,551.58,,29.11,1.07
29-10-2017 00:00,30-10-2017 00:00,EAN,,,,,,,,,54.44,,45.52,,,,,547.49,,24.26,1.04
30-10-2017 00:00,31-10-2017 00:00,EAN,,,,,,,,,55.07,,49.3,,,,,559.36,,17.56,1.16
31-10-2017 00:00,01-11-2017 00:00,EAN,,,,,,,,,84.19,,35.54,,,,,426.28,,23.06,1.24
01-11-2017 00:00,02-11-2017 00:00,EAN,,,,,,,,,36.24,,42.62,,,,,613.42,,11.79,0.67
02-11-2017 00:00,03-11-2017 00:00,EAN,,,,,,,,,37.11,,41.06,,,,,505.96,,12.41,0.89
03-11-2017 00:00,04-11-2017 00:00,EAN,,,,,,,,,41.54,,39.64,,,,,488.57,,16.26,0.99
04-11-2017 00:00,05-11-2017 00:00,EAN,,,,,,,,,51.9,,44.95,,,,,573.52,,27.72,1.8
05-11-2017 00:00,06-11-2017 00:00,EAN,,,,,,,,,68.4,,53.07,,,,,470.96,,17.89,1.96
06-11-2017 00:00,07-11-2017 00:00,EAN,,,,,,,,,69.26,,41.15,,,,,453.61,,7.59,1.79
07-11-2017 00:00,08-11-2017 00:00,EAN,,,,,,,,,69.93,,47.67,,,,,462.08,,11.91,1.79
08-11-2017 00:00,09-11-2017 00:00,EAN,,,,,,,,,79.44,,50.62,,,,,314.22,,7.27,2.4
09-11-2017 00:00,10-11-2017 00:00,EAN,,,,,,,,,74.04,,40.54,,,,,403.31,,9.26,1.59
10-11-2017 00:00,11-11-2017 00:00,EAN,,,,,,,,,33.87,,16.44,,,,,488.35,,6.05,2.19
11-11-2017 00:00,12-11-2017 00:00,EAN,,,,,,,,,85.1,,48.19,,,,,399.13,,16.6,2.72
12-11-2017 00:00,13-11-2017 00:00,EAN,,,,,,,,,65.93,,52.21,,,,,341.88,,10.54,2.77
13-11-2017 00:00,14-11-2017 00:00,EAN,,,,,,,,,65.77,,39.7,,,,,395.02,,10.86,1.33
14-11-2017 00:00,15-11-2017 00:00,EAN,,,,,,,,,46.05,,43.42,,,,,514.21,,5.27,5.56
15-11-2017 00:00,16-11-2017 00:00,EAN,,,,16.8,47.16,984.64,121.69,,52.56,,37.66,,24.6,,,469.02,0.57,27.62,10.62
16-11-2017 00:00,17-11-2017 00:00,EAN,,,,16.21,61.65,986.88,77.89,,46.22,,31.61,,20.55,,,510.3,0.62,23.4,7.99
17-11-2017 00:00,18-11-2017 00:00,EAN,,,,15.79,61.82,987.19,76.42,,57.93,,30.27,,20.55,,,479.03,0.83,11.97,6.19
18-11-2017 00:00,19-11-2017 00:00,EAN,,,,19.7,62.43,987.38,76.9,,70.21,,29.76,,20.97,,,530.17,0.85,11.07,5.73
19-11-2017 00:00,20-11-2017 00:00,EAN,,,,18.28,50.15,988.62,100.45,,63.68,,33.83,,20.01,,,667.37,1.05,10.08,4.7
20-11-2017 00:00,21-11-2017 00:00,EAN,,,,18.44,44.43,989.67,116.97,,69.92,,39.33,,19.04,,,601.04,0.93,4.92,6.06
21-11-2017 00:00,22-11-2017 00:00,EAN,,,,19.87,44.84,987.55,110.47,,92.22,,35.9,,18.77,,,523.34,0.86,6.63,7.59
22-11-2017 00:00,23-11-2017 00:00,EAN,,,,19.89,43.56,986.69,141.25,,95.6,,34.96,,19.12,,,477.25,0.82,6.49,7.19
23-11-2017 00:00,24-11-2017 00:00,EAN,,,,19.98,38.59,985.82,117.11,,101.17,,38.57,,19.37,,,543.5,0.78,8.35,7.93
24-11-2017 00:00,25-11-2017 00:00,EAN,,,,20.52,39.84,987.41,135.57,,121.53,,39.14,,19.6,,,453.18,0.63,9.33,10.48
25-11-2017 00:00,26-11-2017 00:00,EAN,,,,16.18,40.22,987.96,111.45,,122.07,,39.28,,20.16,,,485.15,0.55,9.35,9.86
26-11-2017 00:00,27-11-2017 00:00,EAN,,,,21.16,42.04,989.61,120.15,,118.02,,47.61,,20.45,,,393.53,0.45,12.45,11.57
27-11-2017 00:00,28-11-2017 00:00,EAN,,,,14.17,44.73,986.99,132.64,,85.88,,49.23,,19.51,,,467.31,0.68,11.44,6.83
28-11-2017 00:00,29-11-2017 00:00,EAN,,,,13.8,41.99,985.7,124.36,,69.02,,71.84,,20.77,,,529.47,0.37,14.81,7.06
29-11-2017 00:00,30-11-2017 00:00,EAN,,,,11.3,51.12,988.0,126.58,,87.89,,59.76,,19.72,,,399.54,0.21,15.99,7.08
30-11-2017 00:00,01-12-2017 00:00,EAN,,,,17.17,54.18,988.36,127.86,,105.12,,48.66,,19.96,,,443.78,0.42,15.25,12.72
01-12-2017 00:00,02-12-2017 00:00,EAN,,,,8.9,58.32,988.03,23.95,,111.89,,44.63,,16.61,,,453.99,0.19,9.51,11.01
02-12-2017 00:00,03-12-2017 00:00,EAN,,,,,,,,,138.03,,50.21,,,,,245.73,,12.76,13.96
03-12-2017 00:00,04-12-2017 00:00,EAN,,,,344.1,58.94,988.38,1.6,,124.13,,45.4,,17.2,,,281.1,1.02,11.45,13.75
04-12-2017 00:00,05-12-2017 00:00,EAN,,,,211.68,52.02,987.46,67.02,,143.79,,42.59,,18.71,,,346.78,1.06,12.34,12.82
05-12-2017 00:00,06-12-2017 00:00,EAN,,,,263.27,52.83,987.5,67.01,,113.07,,37.23,,19.69,,,412.07,1.99,13.32,10.63
06-12-2017 00:00,07-12-2017 00:00,EAN,,,,289.69,41.11,986.66,86.38,,68.28,,33.33,,19.6,,,626.22,3.16,10.69,5.75
07-12-2017 00:00,08-12-2017 00:00,EAN,,,,290.59,30.29,987.67,96.07,,71.71,,35.32,,19.55,,,688.66,3.41,6.46,4.4
08-12-2017 00:00,09-12-2017 00:00,EAN,,,,315.69,35.23,987.83,94.33,,99.77,,32.53,,19.04,,,582.89,3.11,8.02,6.77
09-12-2017 00:00,10-12-2017 00:00,EAN,,,,307.12,40.25,987.54,85.9,,136.39,,43.67,,19.8,,,538.91,1.32,10.82,10.44
10-12-2017 00:00,11-12-2017 00:00,EAN,,,,257.66,44.43,987.68,81.7,,128.27,,50.07,,20.05,,,500.6,1.31,12.54,11.29
11-12-2017 00:00,12-12-2017 00:00,EAN,,,,178.99,57.69,986.39,52.15,,114.04,,28.83,,18.54,,,434.61,1.74,8.13,9.02
12-12-2017 00:00,13-12-2017 00:00,EAN,,,,226.22,81.09,987.69,80.16,,68.73,,27.31,,16.93,,,582.84,2.04,3.97,4.0
13-12-2017 00:00,14-12-2017 00:00,EAN,,,,280.11,77.44,990.24,87.42,,56.62,,31.37,,16.27,,,504.67,2.21,2.4,4.75
14-12-2017 00:00,15-12-2017 00:00,EAN,,,,222.85,82.1,991.75,88.75,,44.7,,26.73,,13.56,,,187.39,2.83,3.03,4.52
15-12-2017 00:00,16-12-2017 00:00,EAN,,,,267.67,74.9,992.65,78.77,,48.56,,26.87,,12.97,,,0.0,3.24,2.3,4.73
16-12-2017 00:00,17-12-2017 00:00,EAN,,,,315.92,87.13,993.42,35.32,,62.72,,28.05,,10.14,,,135.56,3.64,2.55,5.18
17-12-2017 00:00,18-12-2017 00:00,EAN,,,,,,,,,68.6,,30.44,,,,,,,5.25,4.52
18-12-2017 00:00,19-12-2017 00:00,EAN,,,,312.99,41.76,991.9,126.08,,80.18,,31.62,,20.44,,,0.0,3.03,5.63,5.25
19-12-2017 00:00,20-12-2017 00:00,EAN,,,,294.89,53.93,991.77,103.9,,100.12,,32.17,,16.62,,,21.46,2.72,9.97,7.2
20-12-2017 00:00,21-12-2017 00:00,EAN,,,,276.11,62.23,992.73,67.34,,113.07,,32.26,,17.55,,,0.0,1.68,10.45,8.61
21-12-2017 00:00,22-12-2017 00:00,EAN,,,,305.79,66.9,993.06,74.47,,98.34,,35.07,,18.89,,,0.0,2.28,12.46,7.52
22-12-2017 00:00,23-12-2017 00:00,EAN,,,,317.6,53.58,990.63,82.51,,80.89,,28.83,,18.8,,,0.0,3.73,6.64,4.97
23-12-2017 00:00,24-12-2017 00:00,EAN,,,,307.79,48.12,987.42,87.35,,82.97,,32.03,,18.35,,,0.0,3.05,5.84,6.2
24-12-2017 00:00,25-12-2017 00:00,EAN,,,,231.19,52.68,987.89,73.16,,98.52,,40.09,,17.95,,,0.0,1.33,9.85,8.37
25-12-2017 00:00,26-12-2017 00:00,EAN,,,,270.08,60.44,989.52,74.25,,90.46,,38.02,,17.32,,,0.0,2.07,11.63,6.96
26-12-2017 00:00,27-12-2017 00:00,EAN,,,,309.13,59.98,989.91,74.24,,109.79,,33.2,,17.42,,,0.0,2.17,9.54,7.45
27-12-2017 00:00,28-12-2017 00:00,EAN,,,,259.06,56.41,989.16,75.8,,100.3,,41.45,,18.18,,,19.17,1.63,9.35,8.87
28-12-2017 00:00,29-12-2017 00:00,EAN,,,,268.04,55.34,988.99,73.11,,88.03,,40.52,,18.49,,,0.0,1.98,12.7,7.94
29-12-2017 00:00,30-12-2017 00:00,EAN,,,,223.69,54.04,989.5,71.55,,88.75,,39.42,,18.2,,,0.0,1.77,16.89,7.09
30-12-2017 00:00,31-12-2017 00:00,EAN,,,,252.69,64.33,989.61,54.92,,94.09,,38.49,,17.23,,,0.0,1.46,12.1,6.93
31-12-2017 00:00,01-01-2018 00:00,EAN,,,,137.3,74.43,988.26,62.41,,98.49,,35.71,,15.66,,,0.0,1.43,8.41,10.65
01-01-2018 00:00,02-01-2018 00:00,EAN,,,,167.17,87.75,986.82,66.26,,78.84,,29.24,,12.42,,,974.0,1.11,3.64,12.05
