From.Date,To.Date,Code,WS,WD,AT,RH,SR,BP,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Temp,NH3,SO2,CH4
21-09-2016 00:00,22-09-2016 00:00,RKP,1.16,206.38,29.1,60.99,91.05,733.96,0,0,39.26,0,110.38,0,NA,0,NA,NA,0,NA
22-09-2016 00:00,23-09-2016 00:00,RKP,1.88,153.2,26.23,67.07,108.41,733.71,0,0,5.7,0,43.6,0,NA,0,NA,NA,0,NA
23-09-2016 00:00,24-09-2016 00:00,RKP,0.88,200.02,27.88,61.61,147.08,734,0,0,6.38,0,50.19,0,NA,0,NA,NA,0,NA
24-09-2016 00:00,25-09-2016 00:00,RKP,0.88,240.21,29,57.13,124.12,733.56,0,0,54.49,0,133.66,0,NA,0,NA,NA,0,NA
25-09-2016 00:00,26-09-2016 00:00,RKP,0.63,207.96,27.64,62.34,112.62,733.59,0,0,45.79,0,111.79,0,NA,0,NA,NA,0,NA
26-09-2016 00:00,27-09-2016 00:00,RKP,0.6,231.3,27.93,63.4,112.33,733.79,0,0,73.19,0,158.62,0,NA,0,NA,NA,0,NA
27-09-2016 00:00,28-09-2016 00:00,RKP,0.84,177.85,28.42,61.81,167.58,733.46,0,0,4.1,0,32.92,0,NA,0,NA,NA,0,NA
28-09-2016 00:00,29-09-2016 00:00,RKP,0.59,179.57,29.88,51.17,54.97,733.61,0,0,42.66,0,160.1,0,NA,0,NA,NA,0,NA
29-09-2016 00:00,30-09-2016 00:00,RKP,0.79,191.35,28.57,61.03,111.6,733.72,0,0,7.91,0,68.35,0,NA,0,NA,NA,0,NA
30-09-2016 00:00,01-10-2016 00:00,RKP,0.64,210.47,28.85,59.55,109.4,733.66,0,0,21.17,0,89.94,0,NA,0,NA,NA,0,NA
01-10-2016 00:00,02-10-2016 00:00,RKP,0.69,235.03,29.11,61.95,112.36,733.78,0,0,80.48,0,171.28,0,NA,0,NA,NA,0,NA
02-10-2016 00:00,03-10-2016 00:00,RKP,0.66,220.24,29.32,63.6,95.75,733.95,0,0,63.9,0,140.96,0,NA,0,NA,NA,0,NA
03-10-2016 00:00,04-10-2016 00:00,RKP,0.67,223.74,30.04,61.2,109.16,734.16,0,0,32.11,0,105.86,0,NA,0,NA,NA,0,NA
04-10-2016 00:00,05-10-2016 00:00,RKP,0.84,238.54,27.42,68.82,88.16,733.87,0,0,21.47,0,99.08,0,NA,0,NA,NA,0,NA
05-10-2016 00:00,06-10-2016 00:00,RKP,0.5,238.91,24.83,73.5,43.43,733.4,0,0,60.53,0,158.97,0,NA,0,NA,NA,0,NA
06-10-2016 00:00,07-10-2016 00:00,RKP,0.58,217.66,26.89,67.53,97,733.56,0,0,33.43,0,126.31,0,NA,0,NA,NA,0,NA
07-10-2016 00:00,08-10-2016 00:00,RKP,0.83,224.49,27.19,64.02,116.3,733.6,0,0,73,0,169.31,0,NA,0,NA,NA,0,NA
08-10-2016 00:00,09-10-2016 00:00,RKP,0.76,224.32,27.01,60.3,117.57,733.65,0,0,118.82,0,230.98,0,NA,0,NA,NA,0,NA
09-10-2016 00:00,10-10-2016 00:00,RKP,0.59,238.13,26.96,60.5,112.86,733.72,0,0,111.32,0,240.65,0,NA,0,NA,NA,0,NA
10-10-2016 00:00,11-10-2016 00:00,RKP,0.79,223.12,26.4,52.44,100.1,733.77,0,0,60.18,0,164.3,0,NA,0,NA,NA,0,NA
11-10-2016 00:00,12-10-2016 00:00,RKP,0.91,249.18,25.4,54.28,118.69,733.46,0,0,63.26,0,157.86,0,NA,0,NA,NA,0,NA
12-10-2016 00:00,13-10-2016 00:00,RKP,1.2,240.79,25.13,45.52,119.69,732.85,0,0,63.54,0,158.81,0,NA,0,NA,NA,0,NA
13-10-2016 00:00,14-10-2016 00:00,RKP,1.21,241.07,24.84,42.19,121.22,732.43,0,0,110.48,0,220.48,0,NA,0,NA,NA,0,NA
14-10-2016 00:00,15-10-2016 00:00,RKP,1.02,252.4,24.84,43.4,118.9,732.84,0,0,119.68,0,237.18,0,NA,0,NA,NA,0,NA
15-10-2016 00:00,16-10-2016 00:00,RKP,0.82,240.58,23.54,47.63,114.73,732.74,0,0,108.39,0,237.47,0,NA,0,NA,NA,0,NA
16-10-2016 00:00,17-10-2016 00:00,RKP,0.88,242.76,23.89,47.74,115.76,732.91,0,0,140.93,0,262.88,0,NA,0,NA,NA,0,NA
17-10-2016 00:00,18-10-2016 00:00,RKP,0.83,241.06,23.8,46.14,115.8,733,0,0,180.87,0,328.27,0,NA,0,NA,NA,0,NA
18-10-2016 00:00,19-10-2016 00:00,RKP,0.86,243.89,23.54,46.2,114.2,732.94,0,0,159.44,0,300.2,0,NA,0,NA,NA,0,NA
19-10-2016 00:00,20-10-2016 00:00,RKP,0.75,246.79,23.8,46.35,111.71,733.18,0,0,174.61,0,316.78,0,NA,0,NA,NA,0,NA
20-10-2016 00:00,21-10-2016 00:00,RKP,0.91,238.89,23.99,43.66,113.25,732.58,0,0,176.87,0,310.44,0,NA,0,NA,NA,0,NA
21-10-2016 00:00,22-10-2016 00:00,RKP,1.12,242.84,24.23,41.6,112.17,732.86,0,0,170.83,0,295.7,0,NA,0,NA,NA,0,NA
22-10-2016 00:00,23-10-2016 00:00,RKP,1.19,231.08,24.35,44.05,112.45,732.85,0,0,113.72,0,216.4,0,NA,0,NA,NA,0,NA
23-10-2016 00:00,24-10-2016 00:00,RKP,1.21,249.12,23.7,43.64,104.76,733.01,0,0,24.86,0,105.67,0,NA,0,NA,NA,0,NA
24-10-2016 00:00,25-10-2016 00:00,RKP,1.05,247.14,23.65,44.22,104.93,732.84,0,0,130.44,0,250.05,0,NA,0,NA,NA,0,NA
25-10-2016 00:00,26-10-2016 00:00,RKP,1.22,231.07,23.28,47.86,110.17,733.22,0,0,134.3,0,245.66,0,NA,0,NA,NA,0,NA
26-10-2016 00:00,27-10-2016 00:00,RKP,0.76,232.97,23.05,50.54,106.54,732.93,0,0,191.4,0,350.33,0,NA,0,NA,NA,0,NA
27-10-2016 00:00,28-10-2016 00:00,RKP,0.79,216.26,22.29,50.46,106.28,732.25,0,0,146.9,0,298.21,0,NA,0,NA,NA,0,NA
28-10-2016 00:00,29-10-2016 00:00,RKP,0.85,252.2,21.14,49.02,103.58,732.41,0,0,185.61,0,339.52,0,NA,0,NA,NA,0,NA
29-10-2016 00:00,30-10-2016 00:00,RKP,0.44,214.04,20.61,56.52,94.95,732.62,0,0,305.19,0,548.95,0,NA,0,NA,NA,0,NA
30-10-2016 00:00,31-10-2016 00:00,RKP,0.53,228.69,20.32,62.28,94.68,732.05,0,0,191.63,0,355.88,0,NA,0,NA,NA,0,NA
31-10-2016 00:00,01-11-2016 00:00,RKP,0.43,231.15,19.59,65.44,85.22,732.62,0,0,223.91,0,402.28,0,NA,0,NA,NA,0,NA
01-11-2016 00:00,02-11-2016 00:00,RKP,0.54,237.12,19.84,59.2,96.05,731.13,0,0,175.15,0,345.99,0,NA,0,NA,NA,0,NA
02-11-2016 00:00,03-11-2016 00:00,RKP,0.44,233.17,19.55,63.53,73.28,732.16,0,0,122.31,0,300.92,0,NA,0,NA,NA,0,NA
03-11-2016 00:00,04-11-2016 00:00,RKP,0.47,239.66,20.02,63.41,87.13,730.94,0,0,197.58,0,396.79,0,NA,0,NA,NA,0,NA
04-11-2016 00:00,05-11-2016 00:00,RKP,0.62,252.2,19.88,58.56,93.9,731.45,0,0,171.65,0,345.41,0,NA,0,NA,NA,0,NA
05-11-2016 00:00,06-11-2016 00:00,RKP,0.63,247.43,18.69,64.39,70.31,730.66,0,0,130.56,0,286.4,0,NA,0,NA,NA,0,NA
06-11-2016 00:00,07-11-2016 00:00,RKP,0.46,237.76,18.02,66.7,72.42,729.76,0,0,156.63,0,339.09,0,NA,0,NA,NA,0,NA
07-11-2016 00:00,08-11-2016 00:00,RKP,0.75,239.92,18.64,55.36,83.24,730.75,0,0,70.05,0,182.12,0,NA,0,NA,NA,0,NA
08-11-2016 00:00,09-11-2016 00:00,RKP,1.24,262.04,18.5,50.74,95.28,732.55,0,0,77.89,0,196.05,0,NA,0,NA,NA,0,NA
09-11-2016 00:00,10-11-2016 00:00,RKP,0.85,257.31,17.32,49.92,93.48,732.65,0,0,121.17,0,258.92,0,NA,0,NA,NA,0,NA
10-11-2016 00:00,11-11-2016 00:00,RKP,0.48,229.49,17.68,54.47,86.47,732.79,0,0,218.58,0,414.76,0,NA,0,NA,NA,0,NA
11-11-2016 00:00,12-11-2016 00:00,RKP,0.6,228.76,17.08,61.63,88.22,733.1,0,0,278.09,0,486.03,0,NA,0,NA,NA,0,NA
12-11-2016 00:00,13-11-2016 00:00,RKP,0.6,220.13,17.5,62.65,88.38,732.25,0,0,217.87,0,387.01,0,NA,0,NA,NA,0,NA
13-11-2016 00:00,14-11-2016 00:00,RKP,0.61,217.1,18.48,58.28,86.17,733.59,0,0,153.07,0,300.51,0,NA,0,NA,NA,0,NA
14-11-2016 00:00,15-11-2016 00:00,RKP,0.4,225.15,17.89,58.97,25.31,733.2,0,0,266.72,0,480.56,0,NA,0,NA,NA,0,NA
15-11-2016 00:00,16-11-2016 00:00,RKP,0.53,236.06,17.14,53.1,81.94,732.67,0,0,150.13,0,324.52,0,NA,0,NA,NA,0,NA
16-11-2016 00:00,17-11-2016 00:00,RKP,0.74,239.18,16.29,51.01,87.38,733.17,0,0,127.48,0,283.61,0,NA,0,NA,NA,0,NA
17-11-2016 00:00,18-11-2016 00:00,RKP,1.13,264.9,16.51,48.65,91.14,731.54,0,0,44.3,0,159.78,0,NA,0,NA,NA,0,NA
18-11-2016 00:00,19-11-2016 00:00,RKP,0.83,250.13,15.65,52.94,91.66,731.34,0,0,98.78,0,241.35,0,NA,0,NA,NA,0,NA
19-11-2016 00:00,20-11-2016 00:00,RKP,0.59,232.53,16.1,55.89,87.39,731.7,0,0,203.59,0,393.7,0,NA,0,NA,NA,0,NA
20-11-2016 00:00,21-11-2016 00:00,RKP,0.59,235.75,15.83,63.23,88.14,731.89,0,0,228.48,0,413.61,0,NA,0,NA,NA,0,NA
21-11-2016 00:00,22-11-2016 00:00,RKP,0.49,236.66,16.42,61.26,88.38,731.82,0,0,302.49,0,512.07,0,NA,0,NA,NA,0,NA
22-11-2016 00:00,23-11-2016 00:00,RKP,0.82,247.25,17.9,45.74,91.41,731.66,0,0,114.09,0,250.16,0,NA,0,NA,NA,0,NA
23-11-2016 00:00,24-11-2016 00:00,RKP,0.83,248.48,16.78,55.46,88.15,731.76,0,0,157.66,0,309.9,0,NA,0,NA,NA,0,NA
24-11-2016 00:00,25-11-2016 00:00,RKP,0.89,246.65,16.92,49.71,84.32,731.52,0,0,109.93,0,254.4,0,NA,0,NA,NA,0,NA
25-11-2016 00:00,26-11-2016 00:00,RKP,1.68,235.43,18.59,36.42,94.53,731.89,0,0,12.35,0,81.07,0,NA,0,NA,NA,0,NA
26-11-2016 00:00,27-11-2016 00:00,RKP,1.53,231.7,19.74,35.65,94.59,732.36,0,0,15.7,0,88.93,0,NA,0,NA,NA,0,NA
27-11-2016 00:00,28-11-2016 00:00,RKP,1.45,250.31,18.76,38.57,94.14,731.86,0,0,6.06,0,74.84,0,NA,0,NA,NA,0,NA
28-11-2016 00:00,29-11-2016 00:00,RKP,1.08,248.63,17.02,42.82,94.98,732.18,0,0,132.6,0,262.02,0,NA,0,NA,NA,0,NA
29-11-2016 00:00,30-11-2016 00:00,RKP,0.48,242.91,15.56,55.45,90.16,732.15,0,0,270.11,0,497.27,0,NA,0,NA,NA,0,NA
30-11-2016 00:00,01-12-2016 00:00,RKP,0.74,176.21,14.57,78.07,64.69,730.5,0,0,183.64,0,327.98,0,NA,0,NA,NA,0,NA
01-12-2016 00:00,02-12-2016 00:00,RKP,0.41,165.75,15.23,78.92,63.67,729.02,0,0,193.07,0,323.03,0,NA,0,NA,NA,0,NA
02-12-2016 00:00,03-12-2016 00:00,RKP,0.4,209.84,14.67,77.41,72.76,728.76,0,0,134.63,0,275.42,0,NA,0,NA,NA,0,NA
03-12-2016 00:00,04-12-2016 00:00,RKP,0.63,259.32,15.08,63.36,88.94,729.86,0,0,158.61,0,312.96,0,NA,0,NA,NA,0,NA
04-12-2016 00:00,05-12-2016 00:00,RKP,0.6,234.74,14.07,57.7,89.51,731.69,0,0,210.63,0,381.67,0,NA,NA,NA,NA,0,NA
05-12-2016 00:00,06-12-2016 00:00,RKP,0.75,244.04,14.28,54.89,86.29,732.01,0,0,158.54,0,306.14,0,NA,0,NA,NA,0,NA
06-12-2016 00:00,07-12-2016 00:00,RKP,0.52,213.23,13.71,67.59,68.14,734.77,0,0,140.88,0,310.75,0,NA,0,NA,NA,0,NA
07-12-2016 00:00,08-12-2016 00:00,RKP,0.41,188.98,13.2,75.67,66.26,734.93,0,0,66.44,0,190.51,0,NA,0,NA,NA,0,NA
08-12-2016 00:00,09-12-2016 00:00,RKP,0.57,162.02,12.05,74.22,67.53,734.85,0,0,90.96,0,200.54,0,NA,0,NA,NA,0,NA
09-12-2016 00:00,10-12-2016 00:00,RKP,0.47,166.5,13.51,71.06,65.96,734.84,0,0,177.4,0,325.95,0,NA,0,NA,NA,0,NA
10-12-2016 00:00,11-12-2016 00:00,RKP,1.19,137.83,12.29,77.78,62.26,734.8,0,0,26.62,0,109.89,0,NA,0,NA,NA,0,NA
11-12-2016 00:00,12-12-2016 00:00,RKP,0.76,186.46,14.27,74.3,67.11,734.77,0,0,106.95,0,217.79,0,NA,0,NA,NA,0,NA
12-12-2016 00:00,13-12-2016 00:00,RKP,0.58,209.5,15.1,64.88,73.31,734.77,0,0,199.88,0,347.14,0,NA,0,NA,NA,0,NA
13-12-2016 00:00,14-12-2016 00:00,RKP,0.58,208.84,14.61,63.25,66.13,734.75,0,0,223.02,0,383.55,0,NA,0,NA,NA,0,NA
14-12-2016 00:00,15-12-2016 00:00,RKP,0.88,242.72,13.42,64.36,72.29,734.83,0,0,69.63,0,162.63,0,NA,0,NA,NA,0,NA
15-12-2016 00:00,16-12-2016 00:00,RKP,1.21,254.2,12.48,63.01,73.31,734.81,0,0,116.95,0,229.43,0,NA,0,NA,NA,0,NA
16-12-2016 00:00,17-12-2016 00:00,RKP,0.67,236.58,11.81,61.55,70.33,734.8,0,0,209.47,0,372.63,0,NA,0,NA,NA,0,NA
17-12-2016 00:00,18-12-2016 00:00,RKP,0.72,246.01,11.16,67.61,59.2,734.71,0,0,119.18,0,246.92,0,NA,0,NA,NA,0,NA
18-12-2016 00:00,19-12-2016 00:00,RKP,0.8,229.29,10.92,64.99,69.09,734.73,0,0,107.24,0,221.9,0,NA,0,NA,NA,0,NA
19-12-2016 00:00,20-12-2016 00:00,RKP,1.08,246.2,11.75,62.48,65.99,734.72,0,0,41.23,0,134.92,0,NA,0,NA,NA,0,NA
20-12-2016 00:00,21-12-2016 00:00,RKP,1.66,259.54,13.1,59.13,59.91,734.68,0,0,5.56,0,67.75,0,NA,0,16.2,NA,0,NA
21-12-2016 00:00,22-12-2016 00:00,RKP,1.5,250.71,13.68,53.54,72.88,734.51,0,0,34.23,0,172.49,0,NA,0,12.63,NA,0,NA
22-12-2016 00:00,23-12-2016 00:00,RKP,0.75,234.54,12.15,59.79,70.69,735.09,0,0,134.87,0,255,0,NA,0,NA,NA,0,NA
23-12-2016 00:00,24-12-2016 00:00,RKP,0.5,208.44,11.65,70.76,59.7,735.18,0,0,323.85,0,544.41,0,NA,0,NA,NA,0,NA
24-12-2016 00:00,25-12-2016 00:00,RKP,0.95,136.94,12.06,71.89,60.78,735.21,0,0,154.83,0,300.91,0,NA,0,NA,NA,0,NA
25-12-2016 00:00,26-12-2016 00:00,RKP,1.07,198.16,10.47,79.86,14.98,735.52,0,0,9.82,0,74.2,0,NA,0,NA,NA,0,NA
26-12-2016 00:00,27-12-2016 00:00,RKP,0.79,238.35,11.94,69.83,70.11,735.29,0,NA,26.47,0,98.25,0,NA,0,NA,NA,0,NA
27-12-2016 00:00,28-12-2016 00:00,RKP,0.7,247.81,11.04,66.07,54.66,735.36,0,0,114.05,0,230.94,0,NA,0,NA,NA,0,NA
28-12-2016 00:00,29-12-2016 00:00,RKP,0.64,229.31,11.88,62.22,68.23,735.23,0,0,249.96,0,423.07,0,NA,0,NA,NA,0,NA
29-12-2016 00:00,30-12-2016 00:00,RKP,1.32,165.22,10.62,74.53,62.13,735.32,0,0,117.38,0,222.41,0,NA,0,NA,NA,0,NA
30-12-2016 00:00,31-12-2016 00:00,RKP,1.47,145.14,9.46,77.99,52.59,735.83,0,NA,24.63,0,83.34,0,NA,0,NA,NA,0,NA
31-12-2016 00:00,01-01-2017 00:00,RKP,1.04,146.14,10.26,78.02,53.81,735.86,0,NA,40.58,0,113.18,0,NA,0,NA,NA,0,NA
01-01-2017 00:00,02-01-2017 00:00,RKP,0.87,192.24,11.95,75.23,74.27,735.5,0,NA,144.28,0,247.31,0,NA,0,NA,NA,0,NA
02-01-2017 00:00,03-01-2017 00:00,RKP,0.6,201.23,13.2,72.57,76.35,735.46,0,NA,163.91,0,285.57,0,NA,0,NA,NA,0,NA
03-01-2017 00:00,04-01-2017 00:00,RKP,0.51,228.49,12.46,74.1,76.33,735.4,0,0,139.88,0,256.39,0,NA,0,NA,NA,0,NA
04-01-2017 00:00,05-01-2017 00:00,RKP,0.64,157.43,13.31,69.01,80.48,735.2,0,0,138.79,0,235.45,0,NA,0,NA,NA,0,NA
05-01-2017 00:00,06-01-2017 00:00,RKP,0.52,191.57,13.8,70.46,75.4,735.35,0,0,170.58,0,290.23,0,NA,0,NA,NA,0,NA
06-01-2017 00:00,07-01-2017 00:00,RKP,1.2,149.23,14.21,71.89,74.12,735.42,0,0,54.57,0,123.16,0,NA,0,NA,NA,0,NA
07-01-2017 00:00,08-01-2017 00:00,RKP,1.43,138.7,10.94,83.25,19.2,735.65,0,0,14.54,0,52.65,0,NA,0,NA,NA,0,NA
08-01-2017 00:00,09-01-2017 00:00,RKP,0.65,182.67,11.43,72.64,80.36,735.42,0,0,31.34,0,91.84,0,NA,0,NA,NA,0,NA
09-01-2017 00:00,10-01-2017 00:00,RKP,0.71,193.92,10.13,57.69,85.09,735.63,0,0,49.5,0,124.77,0,NA,0,NA,NA,0,NA
10-01-2017 00:00,11-01-2017 00:00,RKP,0.93,238.23,8.21,56.76,96.21,735.59,0,0,36.39,0,104.34,0,NA,0,NA,NA,0,NA
11-01-2017 00:00,12-01-2017 00:00,RKP,1.19,253.99,6.71,55.52,94.7,735.68,0,0,74.72,0,163.34,0,NA,0,NA,NA,0,NA
12-01-2017 00:00,13-01-2017 00:00,RKP,0.93,236.27,7.19,60.27,91,735.72,0,0,94,0,196.77,0,NA,0,NA,NA,0,NA
13-01-2017 00:00,14-01-2017 00:00,RKP,0.8,229.8,7.91,59.26,89.82,735.33,0,0,128.55,0,254.41,0,NA,0,NA,NA,0,NA
14-01-2017 00:00,15-01-2017 00:00,RKP,0.3,228.36,2.51,78.76,4.07,735.9,0,0,228.07,0,392.31,0,NA,0,NA,NA,0,NA
15-01-2017 00:00,16-01-2017 00:00,RKP,0.94,196.48,14.97,41.41,132.13,735.07,0,0,50.25,0,137.38,0,NA,0,14.97,NA,0,NA
16-01-2017 00:00,17-01-2017 00:00,RKP,1.14,166.22,9.74,64.76,78.6,735.45,0,0,17.23,0,74,0,NA,0,7.49,NA,0,NA
17-01-2017 00:00,18-01-2017 00:00,RKP,1.01,210.69,6.67,72.4,80.46,735.62,0,0,34.65,0,94.32,0,NA,0,NA,NA,0,NA
18-01-2017 00:00,19-01-2017 00:00,RKP,0.66,194.35,8.44,67.75,83.39,735.71,0,0,66.46,0,166.07,0,NA,0,NA,NA,0,NA
19-01-2017 00:00,20-01-2017 00:00,RKP,1.06,205.39,9.68,64.17,93.36,735.53,0,0,20.26,0,86.64,0,NA,0,NA,NA,0,NA
20-01-2017 00:00,21-01-2017 00:00,RKP,1.02,237.87,9.17,62.69,97.21,735.74,0,0,43.03,0,119.1,0,NA,0,NA,NA,0,NA
23-01-2017 00:00,24-01-2017 00:00,RKP,0.91,209.02,16.44,55.17,128.58,734.69,0,0,118.88,0,239.26,0,NA,0,NA,NA,0,NA
24-01-2017 00:00,25-01-2017 00:00,RKP,0.55,218.63,14.47,67.02,87.24,735.02,0,0,170.96,0,317.75,0,NA,0,NA,NA,0,NA
25-01-2017 00:00,26-01-2017 00:00,RKP,1.38,160.49,15.75,68.84,63.86,735.32,0,0,182.52,0,319,0,NA,0,NA,NA,0,NA
26-01-2017 00:00,27-01-2017 00:00,RKP,0.93,154.56,13.22,80.54,8.8,735.52,0,0,9.68,0,62.03,0,NA,0,NA,NA,0,NA
27-01-2017 00:00,28-01-2017 00:00,RKP,1.49,243.1,12.02,77.16,86.98,735.5,0,0,5.18,0,42.25,0,NA,0,NA,NA,0,NA
28-01-2017 00:00,29-01-2017 00:00,RKP,1.27,224.43,10.61,78.65,91.55,735.21,0,0,7.91,0,48.48,0,NA,0,NA,NA,0,NA
29-01-2017 00:00,30-01-2017 00:00,RKP,1.32,223.09,11.91,75.83,98.88,734.95,0,0,23.39,0,69.09,0,NA,0,NA,NA,0,NA
30-01-2017 00:00,31-01-2017 00:00,RKP,0.74,226.87,12.03,73.89,98.43,734.89,0,0,133.16,0,236.44,0,NA,0,NA,NA,0,NA
31-01-2017 00:00,01-02-2017 00:00,RKP,0.78,179.13,13.34,70.44,106.74,735.27,0,0,193,0,327.37,0,NA,0,14.03,NA,0,NA
01-02-2017 00:00,02-02-2017 00:00,RKP,0.77,238.77,12.19,71.62,106.98,735.57,0,0,131.1,0,322.21,0,NA,0,12.06,NA,0,NA
02-02-2017 00:00,03-02-2017 00:00,RKP,0.6,187.86,13.01,66.23,105.82,735.5,0,0,243.94,0,406.35,0,NA,0,NA,NA,0,NA
03-02-2017 00:00,04-02-2017 00:00,RKP,0.67,188.56,13.84,67.98,109.36,735.41,0,0,235.07,0,394.87,0,NA,0,NA,NA,0,NA
04-02-2017 00:00,05-02-2017 00:00,RKP,1.67,155.8,14.52,73.02,90.11,736.11,0,0,82.46,0,161.51,0,NA,0,NA,NA,0,NA
05-02-2017 00:00,06-02-2017 00:00,RKP,1.61,170.63,15.13,69.8,80.38,735.92,0,0,52.42,0,115.17,0,NA,NA,NA,NA,0,NA
06-02-2017 00:00,07-02-2017 00:00,RKP,1.13,197.28,14.05,66.1,101.64,735.6,0,0,63.33,0,135.29,0,NA,0,NA,NA,0,NA
07-02-2017 00:00,08-02-2017 00:00,RKP,1.25,201.06,12.25,56.64,118.71,735.26,0,0,17.72,0,78.09,0,NA,0,NA,NA,0,NA
08-02-2017 00:00,09-02-2017 00:00,RKP,0.98,257.22,12.92,59.84,109.73,735.65,0,0,75.01,0,164.68,0,NA,0,NA,NA,0,NA
09-02-2017 00:00,10-02-2017 00:00,RKP,1.18,215.53,12.96,60.28,113.12,735.52,0,0,44.83,0,133.04,0,NA,0,NA,NA,0,NA
10-02-2017 00:00,11-02-2017 00:00,RKP,1.28,243.25,12.36,60.16,114.81,735.23,0,0,48.95,0,136.24,0,NA,0,NA,NA,0,NA
11-02-2017 00:00,12-02-2017 00:00,RKP,1.11,218.94,13.12,54.98,159.57,734.63,0,0,37.73,0,98.02,0,NA,0,NA,NA,0,NA
12-02-2017 00:00,13-02-2017 00:00,RKP,0.86,181.47,17.17,48.88,136.74,734.96,0,0,67.14,0,162.39,0,NA,0,NA,NA,0,NA
13-02-2017 00:00,14-02-2017 00:00,RKP,0.91,213.93,13.98,57.88,113.73,735.07,0,0,63.45,0,159.33,0,NA,0,14.96,NA,0,NA
14-02-2017 00:00,15-02-2017 00:00,RKP,1.39,244.63,14.5,56.67,117.36,734.88,0,0,30.52,0,129.23,0,NA,0,14.21,NA,0,NA
15-02-2017 00:00,16-02-2017 00:00,RKP,1.25,253.85,16.01,53.91,114.16,735.26,0,0,34.41,0,129,0,NA,0,NA,NA,0,NA
16-02-2017 00:00,17-02-2017 00:00,RKP,1.44,218.13,17.63,50.88,105.01,735.17,0,0,17.78,0,99.65,0,NA,0,NA,NA,0,NA
17-02-2017 00:00,18-02-2017 00:00,RKP,1.54,236.66,17.56,55.68,92.88,735.1,0,0,11.67,0,83.8,0,NA,0,NA,NA,0,NA
18-02-2017 00:00,19-02-2017 00:00,RKP,1.02,224.25,19.11,59.52,114.19,735.15,0,0,34.62,0,119.62,0,NA,0,NA,NA,0,NA
19-02-2017 00:00,20-02-2017 00:00,RKP,1.12,240.27,19.24,61.03,149.55,735.13,0,0,47.37,0,125.32,0,NA,0,NA,NA,0,NA
20-02-2017 00:00,21-02-2017 00:00,RKP,0.96,226.21,21.45,50.18,113.6,735.06,0,0,158.41,0,283,0,NA,0,NA,NA,0,NA
21-02-2017 00:00,22-02-2017 00:00,RKP,1.76,247.24,17.69,61.65,110.97,735.33,0,0,34.14,0,97.12,0,NA,0,NA,NA,0,NA
22-02-2017 00:00,23-02-2017 00:00,RKP,1.16,205.45,17.5,52.24,120.5,735.22,0,0,45.46,0,117.88,0,NA,0,NA,NA,0,NA
23-02-2017 00:00,24-02-2017 00:00,RKP,1.3,265.29,11.75,54.61,72.48,736.1,0,0,18.5,0,89.67,0,NA,0,NA,NA,0,NA
26-02-2017 00:00,27-02-2017 00:00,RKP,1.96,229.04,20.43,34.02,181.01,734.51,0,0,15.35,0,68.21,0,NA,0,NA,NA,0,NA
27-02-2017 00:00,28-02-2017 00:00,RKP,1.14,207.78,18.08,43.65,124.06,735.16,0,0,64.03,0,149.44,0,NA,0,NA,NA,0,NA
28-02-2017 00:00,01-03-2017 00:00,RKP,0.55,227.8,16.97,56.69,49.74,735.43,0,0,241.36,0,426.35,0,NA,0,NA,NA,0,NA
01-03-2017 00:00,02-03-2017 00:00,RKP,1.1,191.96,21.19,46.6,104.66,735.01,0,0,103.82,0,216.64,0,NA,0,NA,NA,0,NA
02-03-2017 00:00,03-03-2017 00:00,RKP,0.77,204.61,18.11,58.63,41.5,735.23,0,0,32.98,0,108.32,0,NA,0,NA,NA,0,NA
03-03-2017 00:00,04-03-2017 00:00,RKP,1.23,172.91,18.56,42.62,114.91,735.13,0,0,20.15,0,75.62,0,NA,0,NA,NA,0,NA
04-03-2017 00:00,05-03-2017 00:00,RKP,1.42,223.3,17.2,43.09,125.65,735.28,0,0,15.43,0,68.23,0,NA,0,NA,NA,0,NA
05-03-2017 00:00,06-03-2017 00:00,RKP,1.63,219.12,17.46,40.09,127.35,735.14,0,0,8.66,0,55.22,0,NA,0,NA,NA,0,NA
06-03-2017 00:00,07-03-2017 00:00,RKP,1.67,232.06,18.01,37.8,125.67,735.23,0,0,10.69,0,57.38,0,NA,0,NA,NA,0,NA
07-03-2017 00:00,08-03-2017 00:00,RKP,0.96,222.47,19.39,42.17,117.01,734.98,0,0,66.19,0,146.38,0,NA,0,NA,NA,0,NA
08-03-2017 00:00,09-03-2017 00:00,RKP,1.54,133.22,19.73,43.08,105.17,735.21,0,0,11.98,0,61.23,0,NA,0,NA,NA,0,NA
09-03-2017 00:00,10-03-2017 00:00,RKP,1.63,158.98,17.2,58.26,105.37,735.25,0,0,13.75,0,57.81,0,NA,0,NA,NA,0,NA
10-03-2017 00:00,11-03-2017 00:00,RKP,1.79,159.54,15.44,61.06,102.38,735.3,0,0,3.7,0,33.23,0,NA,NA,NA,NA,0,NA
11-03-2017 00:00,12-03-2017 00:00,RKP,1.23,161.51,14.48,54.6,111.12,735.81,0,0,10.64,0,39.84,0,NA,0,NA,NA,0,NA
12-03-2017 00:00,13-03-2017 00:00,RKP,1.18,184.45,14.61,52.83,137.36,735.23,0,0,14.58,0,48.3,0,NA,0,NA,NA,0,NA
